,Genome,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Subpathway1,Subpathway2,Subpathway3,Subpathway4,Subpathway5,Subpathway6,Subpathway7,Subpathway8,MaxCompletion,Mean.Completeness,Lifestyle,taxa_elm
7352,TARA_SAMEA2620734_METAG_FPJALIKP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.49,auxotroph,Marinisomatota
7353,TARA_SAMEA2620734_METAG_HIGCBKAJ,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,83.28,incomplete,Archaea-Poseidoniia MGIIb
7354,TARA_SAMEA2620734_METAG_IGPBLCIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.26,auxotroph,Alpha-Other
7355,TARA_SAMEA2620734_METAG_JCKELPOE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.85,auxotroph,Chloroflexota
7356,TARA_SAMEA2620734_METAG_JNCELEHI,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,96.38,incomplete,Verrucomicrobiota
7357,TARA_SAMEA2620734_METAG_KNEIBAEE,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,80.46,incomplete,Verrucomicrobiota
7358,TARA_SAMEA2620734_METAG_LPFLDMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.28,auxotroph,Marinisomatota
7359,TARA_SAMEA2620734_METAG_MGLBJJJJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.41,auxotroph,Marinisomatota
7360,TARA_SAMEA2620734_METAG_MJKJLIJJ,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,84.96,incomplete,Marinisomatota
7361,TARA_SAMEA2620734_METAG_NCNADFAP,0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,75.41,incomplete,Verrucomicrobiota
7362,TARA_SAMEA2620734_METAG_NONNIGNP,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,83.57,assimilator,Gamma-Alteromonadaceae
7363,TARA_SAMEA2620734_METAG_PMGOCDCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.2,auxotroph,Bacteroidota
7364,TARA_SAMEA2620755_METAG_CFILFLIG,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,87.79,incomplete,Bacteroidota
7365,TARA_SAMEA2620755_METAG_HCLHDBMD,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,83.7,incomplete,Bacteroidota
7366,TARA_SAMEA2620756_METAG_ADLBJJAN,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,85.91,incomplete,Archaea-Poseidoniia MGIIa
7367,TARA_SAMEA2620756_METAG_AHPDLFME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.69,auxotroph,Bacteroidota
7368,TARA_SAMEA2620756_METAG_CHMJJKGB,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,85.86,incomplete,Archaea-Poseidoniia MGIIa
7369,TARA_SAMEA2620756_METAG_FCECBLBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.74,auxotroph,SAR324
7370,TARA_SAMEA2620756_METAG_FFMHGGAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.99,auxotroph,Chloroflexota
7371,TARA_SAMEA2620756_METAG_GFFFKBAB,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,84.76,incomplete,Archaea-Poseidoniia MGIIb
7372,TARA_SAMEA2620756_METAG_IMMFPNDJ,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,92.63,incomplete,Bacteroidota
7373,TARA_SAMEA2620756_METAG_JIGMMAHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.74,auxotroph,Alpha-Other
7374,TARA_SAMEA2620756_METAG_KEAPNKDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.38,auxotroph,Alpha-Rhodobacter
7375,TARA_SAMEA2620756_METAG_MHIIBKIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.96,auxotroph,Gamma-SAR86
7376,TARA_SAMEA2620756_METAG_NONPAMNB,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,82.02,incomplete,Marinisomatota
7377,TARA_SAMEA2620756_METAG_OFLJDIBF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.94,auxotroph,Marinisomatota
7378,TARA_SAMEA2620756_METAG_POOIIACE,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,95.34,incomplete,Bacteroidota
7379,TARA_SAMEA2620783_METAG_DJEACFGL,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,96.48,assimilator,Alpha-Other
7380,TARA_SAMEA2620786_METAG_CJNENOHM,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,84.04,incomplete,Verrucomicrobiota
7381,TARA_SAMEA2620786_METAG_COJBNFED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.12,auxotroph,Bacteroidota
7382,TARA_SAMEA2620786_METAG_DAOKECPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.83,auxotroph,Bacteroidota
7383,TARA_SAMEA2620786_METAG_DFJMLCAM,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,78.46,incomplete,Archaea-Poseidoniia MGIIb
7384,TARA_SAMEA2620786_METAG_DIDIBHDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.51,auxotroph,Marinisomatota
7385,TARA_SAMEA2620786_METAG_DKFKHDEI,0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,79.69,incomplete,Gamma-Other
7386,TARA_SAMEA2620786_METAG_FIJADCCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.32,auxotroph,Chloroflexota
7387,TARA_SAMEA2620786_METAG_FMAPCHDA,1,0,0,1,1,0,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,0.333333333333333,0,0.5,87.71,incomplete,Bacteroidota
7388,TARA_SAMEA2620786_METAG_GCEOFHBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.92,auxotroph,Chloroflexota
7389,TARA_SAMEA2620786_METAG_ICINGBCA,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,87.46,incomplete,Chloroflexota
7390,TARA_SAMEA2620786_METAG_LKHJIEAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.31,auxotroph,Marinisomatota
7391,TARA_SAMEA2620786_METAG_NGNFICDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.74,auxotroph,Alpha-Rhodobacter
7392,TARA_SAMEA2620786_METAG_OABDKCFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.86,auxotroph,Alpha-Other
7393,TARA_SAMEA2620786_METAG_PHONGBPL,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,83.73,incomplete,Archaea-Poseidoniia MGIIb
7394,TARA_SAMEA2620812_METAG_BJILOBGI,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,83.18,incomplete,Alpha-Rhodobacter
7395,TARA_SAMEA2620812_METAG_BKOLJJCG,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,99.34,assimilator,Alpha-Other
7396,TARA_SAMEA2620812_METAG_BLLOGHKP,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,95.86,assimilator,Gamma-Other
7397,TARA_SAMEA2620812_METAG_EFDCLNHE,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,79.07,incomplete,Gamma-Other
7398,TARA_SAMEA2620812_METAG_EMMJCCHN,0,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,85.8,incomplete,Gamma-Other
7399,TARA_SAMEA2620812_METAG_FGHEDPBG,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,93.34,incomplete,Alpha-Other
7400,TARA_SAMEA2620812_METAG_FNCPAIPI,1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,98.77,assimilator,Alpha-Other
7401,TARA_SAMEA2620812_METAG_GLOLIALI,1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,82.12,assimilator,Gamma-Other
7402,TARA_SAMEA2620812_METAG_GMIGDEIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,auxotroph,Bacteroidota
7403,TARA_SAMEA2620812_METAG_HDCKCBGN,1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,81.82,assimilator,Alpha-Other
7404,TARA_SAMEA2620812_METAG_HIEKJCAB,1,0,1,1,0,1,0,1,1,1,1,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,1,98.68,assimilator,Alpha-Rhodobacter
7405,TARA_SAMEA2620812_METAG_IPEONNKC,1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,91.2,assimilator,Alpha-Other
7406,TARA_SAMEA2620812_METAG_JCKFCHDC,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,97.11,incomplete,Gamma-Other
7407,TARA_SAMEA2620812_METAG_KNOGCAEM,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,96.2,incomplete,Bacteroidota
7408,TARA_SAMEA2620812_METAG_NKLAKLOH,0,0,1,0,0,1,0,1,1,0.5,0.5,0.5,0.75,0.5,0.75,0.333333333333333,0.666666666666667,0.75,92.98,incomplete,Alpha-Rhodobacter
7409,TARA_SAMEA2620812_METAG_OCKBLNHO,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,94.88,assimilator,Alpha-Other
7410,TARA_SAMEA2620812_METAG_OHJNCFOP,1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,82.18,assimilator,Gamma-Other
7411,TARA_SAMEA2620815_METAG_BAJEEDEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.68,auxotroph,Actinobacteriota
7412,TARA_SAMEA2620815_METAG_BOLMEEMM,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,96,incomplete,Actinobacteriota
7413,TARA_SAMEA2620815_METAG_DPJPKODL,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,91.9,incomplete,Gamma-Other
7414,TARA_SAMEA2620815_METAG_EDNIHCIH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.45,auxotroph,Marinisomatota
7415,TARA_SAMEA2620815_METAG_EEKNENIE,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,80.92,assimilator,Gamma-Alteromonadaceae
7416,TARA_SAMEA2620815_METAG_FIALPFFK,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,78.03,incomplete,Planctomycetota
7417,TARA_SAMEA2620815_METAG_FNICJJCC,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,77.41,incomplete,Gamma-Other
7418,TARA_SAMEA2620815_METAG_FPJNEAAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.82,auxotroph,SAR324
7419,TARA_SAMEA2620815_METAG_GMEJBCHH,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,88.88,incomplete,Bacteroidota
7420,TARA_SAMEA2620815_METAG_HKJMPFAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.11,auxotroph,Gamma-SAR86
7421,TARA_SAMEA2620815_METAG_ICGCJPFA,0,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,86.54,incomplete,Chloroflexota
7422,TARA_SAMEA2620815_METAG_INOFKKEI,0,0,0,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.25,0,0,0.5,91.06,incomplete,Alpha-Rhodobacter
7423,TARA_SAMEA2620815_METAG_KMKLFMOL,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,91.46,incomplete,Marinisomatota
7424,TARA_SAMEA2620815_METAG_LKIKPLLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.53,auxotroph,Archaea-Other
7425,TARA_SAMEA2620815_METAG_NCOMCEMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.88,auxotroph,Alpha-Other
7426,TARA_SAMEA2620815_METAG_NGCKHBDJ,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,81.41,incomplete,SAR324
7427,TARA_SAMEA2620815_METAG_NJKEIABP,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,94.56,assimilator,Alpha-Other
7428,TARA_SAMEA2620815_METAG_NPPEOCKG,0,1,0,0,1,0,0,0,1,0,0.25,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,91.72,incomplete,Actinobacteriota
7429,TARA_SAMEA2620815_METAG_OKLGPCNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.08,auxotroph,Archaea-Other
7430,TARA_SAMEA2620824_METAG_CBEDBHBG,0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,96.64,incomplete,Bacteroidota
7431,TARA_SAMEA2620824_METAG_CHHCDFBL,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,79.04,assimilator,Alpha-Rhodobacter
7432,TARA_SAMEA2620824_METAG_CHMCGJIA,0,1,0,0,1,0,0,1,1,0.25,0.25,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,83.04,incomplete,Actinobacteriota
7433,TARA_SAMEA2620824_METAG_CKFMAEKE,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,95.32,incomplete,Gamma-Other
7434,TARA_SAMEA2620824_METAG_DOHFNEHC,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,90.78,incomplete,Bacteroidota
7435,TARA_SAMEA2620824_METAG_GEJHHNAG,0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,99.26,incomplete,Bacteroidota
7436,TARA_SAMEA2620824_METAG_IGMPJJKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,auxotroph,Bacteroidota
7437,TARA_SAMEA2620824_METAG_INDLOIJF,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,96.8,assimilator,Alpha-Other
7438,TARA_SAMEA2620824_METAG_JCBAOKPC,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,81.65,incomplete,Alpha-Other
7439,TARA_SAMEA2620824_METAG_JEJBJBNI,1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,80.65,assimilator,Gamma-Other
7440,TARA_SAMEA2620824_METAG_JNDIHJFK,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,91.04,assimilator,Gamma-Other
7441,TARA_SAMEA2620824_METAG_LBKLPPKC,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,76.12,incomplete,Alpha-Rhodobacter
7442,TARA_SAMEA2620824_METAG_MHEOCICL,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,95.56,assimilator,Gamma-Other
7443,TARA_SAMEA2620824_METAG_MLADONCJ,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,98.89,incomplete,Bacteroidota
7444,TARA_SAMEA2620824_METAG_MNBKNHDJ,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,87.28,assimilator,Gamma-Other
7445,TARA_SAMEA2620824_METAG_NIGBPHMF,1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,91.91,assimilator,Alpha-Other
7446,TARA_SAMEA2620824_METAG_OAGJFFDB,0,1,1,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.333333333333333,0.5,81.72,incomplete,Alpha-Other
7447,TARA_SAMEA2620824_METAG_ODAODOHK,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,96.29,assimilator,Gamma-Other
7448,TARA_SAMEA2620824_METAG_OIBOIICC,0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,80.31,incomplete,Gamma-Other
7449,TARA_SAMEA2620828_METAG_BCJICNCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.8,auxotroph,Chloroflexota
7450,TARA_SAMEA2620828_METAG_BFLLNNEO,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,75.78,incomplete,Chloroflexota
7451,TARA_SAMEA2620828_METAG_BGCDJIAP,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,83.54,incomplete,Archaea-Poseidoniia MGIIb
7452,TARA_SAMEA2620828_METAG_BKBEAKDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.04,auxotroph,Alpha-Other
7453,TARA_SAMEA2620828_METAG_BKMNNODP,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,83.16,incomplete,Verrucomicrobiota
7454,TARA_SAMEA2620828_METAG_CCGNJGLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.14,auxotroph,Actinobacteriota
7455,TARA_SAMEA2620828_METAG_CKGPKFNM,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,79.73,incomplete,Gamma-Other
7456,TARA_SAMEA2620828_METAG_CLKNKJJC,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,81.28,incomplete,Alpha-Other
7457,TARA_SAMEA2620828_METAG_EADHBBKI,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,75.85,incomplete,Archaea-Poseidoniia MGIIb
7458,TARA_SAMEA2620828_METAG_EAOLKDOK,0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,90.72,incomplete,Verrucomicrobiota
7459,TARA_SAMEA2620828_METAG_HFMANGFL,0,1,0,0,1,0,0,1,1,0.25,0.25,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,95.56,incomplete,Alpha-Other
7460,TARA_SAMEA2620828_METAG_HNDLMPML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.96,auxotroph,SAR324
7461,TARA_SAMEA2620828_METAG_IPGCFPEE,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,83.99,incomplete,Chloroflexota
7462,TARA_SAMEA2620828_METAG_JFDLHEAJ,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,82.16,assimilator,Gamma-Other
7463,TARA_SAMEA2620828_METAG_KDOOEDON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4,auxotroph,Marinisomatota
7464,TARA_SAMEA2620828_METAG_MBKEEICB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.46,auxotroph,Actinobacteriota
7465,TARA_SAMEA2620852_METAG_EPNOPNHE,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,80.7,incomplete,Gamma-Other
7466,TARA_SAMEA2620855_METAG_BKMFHFMJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.16,auxotroph,Bacteroidota
7467,TARA_SAMEA2620855_METAG_CIPACOHH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,auxotroph,Bacteroidota
7468,TARA_SAMEA2620855_METAG_DDGLPDIK,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,83.96,incomplete,Archaea-Poseidoniia MGIIb
7469,TARA_SAMEA2620855_METAG_ECJMJFBM,1,0,1,1,1,0,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,86.56,incomplete,Cyano-Syn
7470,TARA_SAMEA2620855_METAG_ELCGICEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.29,auxotroph,Marinisomatota
7471,TARA_SAMEA2620855_METAG_HIMEABOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.54,auxotroph,Alpha-Other
7472,TARA_SAMEA2620855_METAG_LLEIGAFK,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,84.04,incomplete,Archaea-Poseidoniia MGIIb
7473,TARA_SAMEA2620855_METAG_MDACEHGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.69,auxotroph,Gamma-SAR86
7474,TARA_SAMEA2620879_METAG_BJBHMMNC,1,0,1,1,1,0,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,81.09,incomplete,Gamma-Other
7475,TARA_SAMEA2620879_METAG_BPIKPDHH,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,91.78,assimilator,Gamma-Other
7476,TARA_SAMEA2620879_METAG_CDGJNAMD,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,84.42,incomplete,Bacteroidota
7477,TARA_SAMEA2620879_METAG_CIAMLLCK,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,77.97,incomplete,Gamma-Other
7478,TARA_SAMEA2620879_METAG_DCMAAGAJ,0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,97.26,incomplete,Bacteroidota
7479,TARA_SAMEA2620879_METAG_DJFAAOBO,1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,77,assimilator,Gamma-Other
7480,TARA_SAMEA2620879_METAG_HBJBAPAL,0,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,91.5,incomplete,Bacteroidota
7481,TARA_SAMEA2620879_METAG_IHKMCENH,0,0,1,0,0,0,0,1,1,0.25,0.25,0.25,0.5,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,96.91,incomplete,Gamma-Other
7482,TARA_SAMEA2620879_METAG_LAADGIIA,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,90.96,assimilator,Gamma-Other
7483,TARA_SAMEA2620879_METAG_MFMONKJF,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,96.98,incomplete,Alpha-Other
7484,TARA_SAMEA2620879_METAG_OMCHADFJ,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,79.21,incomplete,Alpha-Rhodobacter
7485,TARA_SAMEA2620879_METAG_PEGJDAJJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.47,auxotroph,Gamma-Alteromonadaceae
7486,TARA_SAMEA2620882_METAG_ACCKEIKJ,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,78.61,incomplete,Gamma-Other
7487,TARA_SAMEA2620882_METAG_ALBANCPJ,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,92.26,incomplete,Bacteroidota
7488,TARA_SAMEA2620882_METAG_BNMHGDEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.82,auxotroph,Marinisomatota
7489,TARA_SAMEA2620882_METAG_CBEFIOHO,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,80.18,incomplete,Actinobacteriota
7490,TARA_SAMEA2620882_METAG_CNHHFJLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.26,auxotroph,Archaea-Other
7491,TARA_SAMEA2620882_METAG_CPNAPCJC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.96,auxotroph,Actinobacteriota
7492,TARA_SAMEA2620882_METAG_ECPJEPLI,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,99.04,assimilator,Alpha-Rhodobacter
7493,TARA_SAMEA2620882_METAG_EDAHPEIA,0,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,84.15,incomplete,Bacteroidota
7494,TARA_SAMEA2620882_METAG_EHJBGKAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.46,auxotroph,Archaea-Other
7495,TARA_SAMEA2620882_METAG_EKEBJOFI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.18,auxotroph,Marinisomatota
7496,TARA_SAMEA2620882_METAG_EKGHMCEB,1,1,0,1,0,0,0,0,1,0.5,0.75,0.25,0,0.5,0.25,0.666666666666667,0.333333333333333,0.75,85.35,incomplete,Actinobacteriota
7497,TARA_SAMEA2620882_METAG_EKMOFPLF,1,0,1,1,0,1,0,0,1,0.75,1,0.25,0.5,0.5,0.75,0.666666666666667,0.666666666666667,1,88.46,assimilator,Planctomycetota
