"","Genome","Step1","Step2","Step3","Step4","Step5","Step6","Step7","Step8","Step9","Subpathway1","Subpathway2","Subpathway3","Subpathway4","Subpathway5","Subpathway6","Subpathway7","Subpathway8","MaxCompletion","taxa_elm","Mean Completeness","Lifestyle"
"5982","TARA_SAMEA2619376_METAG_ANIKLBKG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-Other",87.68,"auxotroph"
"5983","TARA_SAMEA2619376_METAG_BBLNDJBH",1,1,0,1,1,0,0,0,0,0.5,0.5,0.5,0.25,0.5,0.25,0.333333333333333,0,0.5,"Alpha-Rhodobacter-LowGC",95.22,"incomplete"
"5984","TARA_SAMEA2619376_METAG_CEOLAEFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Rhodobacter",79.46,"auxotroph"
"5985","TARA_SAMEA2619376_METAG_CIMNPOML",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-Other",77.48,"auxotroph"
"5986","TARA_SAMEA2619376_METAG_CJLPMJMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",80.68,"auxotroph"
"5987","TARA_SAMEA2619376_METAG_DAPFDOOO",0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,"Verrucomicrobiota",83.19,"incomplete"
"5988","TARA_SAMEA2619376_METAG_DDMNADML",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIa",81.73,"incomplete"
"5989","TARA_SAMEA2619376_METAG_DEPNNCBB",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",91.1,"incomplete"
"5990","TARA_SAMEA2619376_METAG_DKCCJNCJ",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",78.62,"incomplete"
"5991","TARA_SAMEA2619376_METAG_EJDLPCAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",96.33,"auxotroph"
"5992","TARA_SAMEA2619376_METAG_EJJJKIMK",1,0,0,1,1,0,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,0.333333333333333,0,0.5,"Gamma-Other",75.87,"incomplete"
"5993","TARA_SAMEA2619376_METAG_EJLCHKPM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",78.32,"auxotroph"
"5994","TARA_SAMEA2619376_METAG_EPECHACJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",76.5,"auxotroph"
"5995","TARA_SAMEA2619376_METAG_GLFPPHFK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",77.38,"auxotroph"
"5996","TARA_SAMEA2619376_METAG_GOHNCCFB",1,0,1,1,1,0,0,0,0,0.5,0.5,0.25,0.5,0.25,0.5,0.333333333333333,0.333333333333333,0.5,"Gamma-Other",88.65,"incomplete"
"5997","TARA_SAMEA2619376_METAG_GOOCBCNP",0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,"Verrucomicrobiota",80.89,"incomplete"
"5998","TARA_SAMEA2619376_METAG_HEONKEKF",0,0,1,0,1,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,"Gamma-Other",81.91,"incomplete"
"5999","TARA_SAMEA2619376_METAG_HKHKAEMO",1,1,0,1,1,0,0,0,0,0.5,0.5,0.5,0.25,0.5,0.25,0.333333333333333,0,0.5,"Actinobacteriota",82.62,"incomplete"
"6000","TARA_SAMEA2619376_METAG_IKAKOBEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",81.31,"auxotroph"
"6001","TARA_SAMEA2619376_METAG_JBCLCCBC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",82.57,"auxotroph"
"6002","TARA_SAMEA2619376_METAG_JHNMHOME",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIa",85.86,"incomplete"
"6003","TARA_SAMEA2619376_METAG_KNIOHDBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",88.56,"auxotroph"
"6004","TARA_SAMEA2619376_METAG_LGMMMOPD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",78.78,"auxotroph"
"6005","TARA_SAMEA2619376_METAG_LJHMPGGH",1,0,1,1,1,0,0,0,0,0.5,0.5,0.25,0.5,0.25,0.5,0.333333333333333,0.333333333333333,0.5,"Gamma-Other",83.12,"incomplete"
"6006","TARA_SAMEA2619376_METAG_LNBLPGBK",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Alpha-Puniceispirilla",92.02,"incomplete"
"6007","TARA_SAMEA2619376_METAG_LOMALKEM",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Cyano-Pro",86.24,"incomplete"
"6008","TARA_SAMEA2619376_METAG_MCHHHBNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",93.21,"auxotroph"
"6009","TARA_SAMEA2619376_METAG_MCIFDNEJ",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Actinobacteriota",83.96,"incomplete"
"6010","TARA_SAMEA2619376_METAG_NAGCFAOJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",81.57,"auxotroph"
"6011","TARA_SAMEA2619376_METAG_NFOJNJFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",81.46,"auxotroph"
"6012","TARA_SAMEA2619376_METAG_NPKFPHDM",0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,"Bacteroidota",94.52,"incomplete"
"6013","TARA_SAMEA2619376_METAG_NPNCPCEK",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Gamma-Other",75.82,"incomplete"
"6014","TARA_SAMEA2619376_METAG_OAAJKCLP",0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,"Gamma-Other",76.6,"incomplete"
"6015","TARA_SAMEA2619376_METAG_ODKGKEGD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",82.34,"auxotroph"
"6016","TARA_SAMEA2619376_METAG_OGEFHGLI",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Gamma-Other",76.37,"incomplete"
"6017","TARA_SAMEA2619376_METAG_PKNAGKOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",95.08,"auxotroph"
"6018","TARA_SAMEA2619399_METAG_AILCFMHG",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIa",80.04,"incomplete"
"6019","TARA_SAMEA2619399_METAG_BEFHKAFJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",88.1,"auxotroph"
"6020","TARA_SAMEA2619399_METAG_BLDMGNJJ",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Alpha-Other",78.5,"incomplete"
"6021","TARA_SAMEA2619399_METAG_DBNMHHPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",86.98,"auxotroph"
"6022","TARA_SAMEA2619399_METAG_DGDCEBNB",0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Archaea-Nitrosopumilaceae",88.28,"incomplete"
"6023","TARA_SAMEA2619399_METAG_EFLJOKDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",89.26,"auxotroph"
"6024","TARA_SAMEA2619399_METAG_EMOJAKLB",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",92.66,"incomplete"
"6025","TARA_SAMEA2619399_METAG_ENMNKKCP",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Alpha-Rhodobacter-LowGC",86.46,"incomplete"
"6026","TARA_SAMEA2619399_METAG_FNPEGBLM",0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Verrucomicrobiota",82.18,"incomplete"
"6027","TARA_SAMEA2619399_METAG_GLCECAEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",92.34,"auxotroph"
"6028","TARA_SAMEA2619399_METAG_GLNHBFKN",1,0,0,1,1,0,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,0.333333333333333,0,0.5,"Gamma-Other",80.06,"incomplete"
"6029","TARA_SAMEA2619399_METAG_HAIBGANF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",77.79,"auxotroph"
"6030","TARA_SAMEA2619399_METAG_HJOADIIJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",83.58,"auxotroph"
"6031","TARA_SAMEA2619399_METAG_HKEJGHME",1,0,1,1,1,0,0,0,0,0.5,0.5,0.25,0.5,0.25,0.5,0.333333333333333,0.333333333333333,0.5,"Planctomycetota",84.92,"incomplete"
"6032","TARA_SAMEA2619399_METAG_ICINHGND",1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,"Gamma-Other",85.15,"incomplete"
"6033","TARA_SAMEA2619399_METAG_IHIJKNKA",1,0,0,1,1,0,0,1,0,0.75,0.5,0.5,0.5,0.25,0.25,0.333333333333333,0,0.75,"Gamma-Other",89.09,"incomplete"
"6034","TARA_SAMEA2619399_METAG_JHCBJGEH",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",75.76,"incomplete"
"6035","TARA_SAMEA2619399_METAG_KLJOJKLJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",78.21,"auxotroph"
"6036","TARA_SAMEA2619399_METAG_KNPMIPJC",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",79.68,"incomplete"
"6037","TARA_SAMEA2619399_METAG_LDDNJAGJ",1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,"Cyano-Syn",91.5,"assimilator"
"6038","TARA_SAMEA2619399_METAG_LGMNINMO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",78.44,"auxotroph"
"6039","TARA_SAMEA2619399_METAG_MDEDMKFI",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIa",82,"incomplete"
"6040","TARA_SAMEA2619399_METAG_NBLFOPGP",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",89.73,"incomplete"
"6041","TARA_SAMEA2619399_METAG_NMABMOHA",0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,"Gamma-Other",82.16,"incomplete"
"6042","TARA_SAMEA2619399_METAG_OEMCHJKJ",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",88.5,"incomplete"
"6043","TARA_SAMEA2619399_METAG_OKPAFELB",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Alpha-Rhodobacter-LowGC",84.98,"incomplete"
"6044","TARA_SAMEA2619399_METAG_PPFONMJB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",77.92,"auxotroph"
"6045","TARA_SAMEA2619531_METAG_AAAMGGHK",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Gamma-Other",94.64,"assimilator"
"6046","TARA_SAMEA2619531_METAG_ADCGAODL",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Gamma-Other",94.6,"assimilator"
"6047","TARA_SAMEA2619531_METAG_AGNPCEJN",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",91.84,"incomplete"
"6048","TARA_SAMEA2619531_METAG_ALLAPMBM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-Other",75.49,"auxotroph"
"6049","TARA_SAMEA2619531_METAG_AMNKICMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",84.1,"auxotroph"
"6050","TARA_SAMEA2619531_METAG_AOLGLPAP",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Alpha-Puniceispirilla",97.96,"incomplete"
"6051","TARA_SAMEA2619531_METAG_APJADHJG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",84.11,"auxotroph"
"6052","TARA_SAMEA2619531_METAG_BDDCJDBH",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Alpha-Other",97.15,"assimilator"
"6053","TARA_SAMEA2619531_METAG_BDJONHMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Verrucomicrobiota",79.66,"auxotroph"
"6054","TARA_SAMEA2619531_METAG_BHIHGDMF",0,0,1,0,1,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,"Gamma-Other",91.26,"incomplete"
"6055","TARA_SAMEA2619531_METAG_BNGOOMGM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-Other",78.29,"auxotroph"
"6056","TARA_SAMEA2619531_METAG_CDJDEOGJ",0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,"Gamma-Other",87.11,"incomplete"
"6057","TARA_SAMEA2619531_METAG_CGBMIEPN",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Alpha-Other",99.26,"assimilator"
"6058","TARA_SAMEA2619531_METAG_CKCKKEKA",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Alpha-Pelagibacter",84.18,"incomplete"
"6059","TARA_SAMEA2619531_METAG_CNMMCJFL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",86.82,"auxotroph"
"6060","TARA_SAMEA2619531_METAG_COAJMIGD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",96.56,"auxotroph"
"6061","TARA_SAMEA2619531_METAG_COHBIEBH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",81.32,"auxotroph"
"6062","TARA_SAMEA2619531_METAG_DCIFBCFJ",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",90.66,"incomplete"
"6063","TARA_SAMEA2619531_METAG_DFAIPNOJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",78.76,"auxotroph"
"6064","TARA_SAMEA2619531_METAG_DGCHEAEP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Rhodobacter",91.64,"auxotroph"
"6065","TARA_SAMEA2619531_METAG_DKJMFCKE",1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,"Cyano-Syn",81.32,"assimilator"
"6066","TARA_SAMEA2619531_METAG_EHNECMGD",0,1,1,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.333333333333333,0.5,"Alpha-Other",90.88,"incomplete"
"6067","TARA_SAMEA2619531_METAG_EJIFMJFP",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Gamma-Other",87.3,"incomplete"
"6068","TARA_SAMEA2619531_METAG_EPIPNPAJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-Other",79.42,"auxotroph"
"6069","TARA_SAMEA2619531_METAG_FDPELOGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",89.57,"auxotroph"
"6070","TARA_SAMEA2619531_METAG_FKOCDNIL",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIa",80.72,"incomplete"
"6071","TARA_SAMEA2619531_METAG_FLAJGHOH",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Alpha-Other",99.2,"incomplete"
"6072","TARA_SAMEA2619531_METAG_FMAFHOJF",0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,"Alpha-Other",88.94,"incomplete"
"6073","TARA_SAMEA2619531_METAG_GFEDGDLC",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",85.04,"incomplete"
"6074","TARA_SAMEA2619531_METAG_GJAMMKPP",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Alpha-Other",89.62,"assimilator"
"6075","TARA_SAMEA2619531_METAG_HDKMKFKJ",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",92.96,"incomplete"
"6076","TARA_SAMEA2619531_METAG_HGKJGEEB",0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Bacteroidota",97.22,"incomplete"
"6077","TARA_SAMEA2619531_METAG_HKBDFOKD",0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,"Alpha-Other",91.1,"incomplete"
"6078","TARA_SAMEA2619531_METAG_HKPOGKEI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",90,"auxotroph"
"6079","TARA_SAMEA2619531_METAG_HPHEDOMH",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",95.38,"incomplete"
"6080","TARA_SAMEA2619531_METAG_ICFLOOMJ",0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Alpha-Other",75.86,"incomplete"
"6081","TARA_SAMEA2619531_METAG_IJNCPMKK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria-Other",85.43,"auxotroph"
"6082","TARA_SAMEA2619531_METAG_IKJDIMJO",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Alpha-Other",94.33,"incomplete"
"6083","TARA_SAMEA2619531_METAG_INIHIEAI",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",96.12,"incomplete"
"6084","TARA_SAMEA2619531_METAG_JHIFAJEJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",90.52,"auxotroph"
"6085","TARA_SAMEA2619531_METAG_JIKDLLIL",1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,"Cyano-Other",76.65,"assimilator"
"6086","TARA_SAMEA2619531_METAG_JLJLBAEN",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Alpha-Puniceispirilla",91.88,"incomplete"
"6087","TARA_SAMEA2619531_METAG_JLLPIFLH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",97.2,"auxotroph"
"6088","TARA_SAMEA2619531_METAG_JOAIBEIM",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Gamma-Other",84.1,"assimilator"
"6089","TARA_SAMEA2619531_METAG_JOLABGIJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-Other",87.24,"auxotroph"
"6090","TARA_SAMEA2619531_METAG_KCJFOFGN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",75.37,"auxotroph"
"6091","TARA_SAMEA2619531_METAG_KEIOHFPF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",79.42,"auxotroph"
"6092","TARA_SAMEA2619531_METAG_KLHNOCDM",0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Bacteroidota",79.96,"incomplete"
"6093","TARA_SAMEA2619531_METAG_KPGAFOOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",84.16,"auxotroph"
"6094","TARA_SAMEA2619531_METAG_LADHKJJF",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Alpha-Other",99.7,"assimilator"
"6095","TARA_SAMEA2619531_METAG_LANMJBKP",1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,"Gamma-Other",79.41,"incomplete"
"6096","TARA_SAMEA2619531_METAG_LEPIDGAG",1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,"Verrucomicrobiota",81.03,"assimilator"
"6097","TARA_SAMEA2619531_METAG_LGDKIJHF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Puniceispirilla",98.76,"auxotroph"
"6098","TARA_SAMEA2619531_METAG_LKKOAJNF",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Verrucomicrobiota",93.99,"incomplete"
"6099","TARA_SAMEA2619531_METAG_LLOIFEGM",0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,"Alpha-Other",97.63,"incomplete"
"6100","TARA_SAMEA2619531_METAG_MBJLLBJC",0,0,0,0,1,0,0,1,0,0.25,0,0.5,0.5,0.25,0.25,0,0,0.5,"Alpha-Puniceispirilla",94.57,"incomplete"
"6101","TARA_SAMEA2619531_METAG_MHKBJJGE",1,0,1,1,1,0,0,0,0,0.5,0.5,0.25,0.5,0.25,0.5,0.333333333333333,0.333333333333333,0.5,"Gamma-Other",96.37,"incomplete"
"6102","TARA_SAMEA2619531_METAG_MPNCPFCL",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Verrucomicrobiota",95.82,"incomplete"
"6103","TARA_SAMEA2619531_METAG_NCMMPLFF",1,1,0,1,1,0,0,0,0,0.5,0.5,0.5,0.25,0.5,0.25,0.333333333333333,0,0.5,"Alpha-Other",98.56,"incomplete"
"6104","TARA_SAMEA2619531_METAG_NJABHBAI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Rhodobacter-LowGC",87.02,"auxotroph"
"6105","TARA_SAMEA2619531_METAG_NLDHABCJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",83.53,"auxotroph"
"6106","TARA_SAMEA2619531_METAG_NLGHPFAJ",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIa",84.92,"incomplete"
"6107","TARA_SAMEA2619531_METAG_OBJCLPHJ",0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,"Alpha-Other",95.26,"incomplete"
"6108","TARA_SAMEA2619531_METAG_OFJEFHJI",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",91.26,"incomplete"
"6109","TARA_SAMEA2619531_METAG_OJDIKCFD",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Gamma-Other",95.74,"incomplete"
"6110","TARA_SAMEA2619531_METAG_OKGCJKMD",1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,"Alpha-Other",85.7,"assimilator"
"6111","TARA_SAMEA2619531_METAG_OKLKELBO",0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Bacteroidota",88.32,"incomplete"
"6112","TARA_SAMEA2619531_METAG_OOMCKHHM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",80.94,"auxotroph"
"6113","TARA_SAMEA2619531_METAG_OPHAGEEP",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",89.4,"incomplete"
"6114","TARA_SAMEA2619531_METAG_PANCIAJK",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Alpha-Rhodobacter",84.2,"incomplete"
"6115","TARA_SAMEA2619531_METAG_PBEMJOCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Rhodobacter",89.66,"auxotroph"
"6116","TARA_SAMEA2619531_METAG_PBNBECJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",94.66,"auxotroph"
"6117","TARA_SAMEA2619531_METAG_PDJLLHGG",0,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"Alpha-Puniceispirilla",88.54,"incomplete"
"6118","TARA_SAMEA2619531_METAG_PHBJALOC",0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,"Alpha-Other",97.46,"incomplete"
"6119","TARA_SAMEA2619531_METAG_PHLIFPEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Puniceispirilla",77.72,"auxotroph"
"6120","TARA_SAMEA2619531_METAG_PJILNKKJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Rhodobacter",94.38,"auxotroph"
"6121","TARA_SAMEA2619531_METAG_PKFANCED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",82.52,"auxotroph"
"6122","TARA_SAMEA2619548_METAG_AACJKCCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",94.67,"auxotroph"
