"","Step1:rlp1_align","Step1:K25035","Step2:cupin_align","Step3:met17_align"
"BGEO_SAMN07136504_METAG_JFDCDIOI",0,0,0,1
"BATS_SAMN07137073_METAG_JMILPFGP",0,0,0,1
"BGEO_SAMN07136712_METAG_AMGCCNKO",0,0,0,1
"BATS_SAMN07137073_METAG_OAACIELE",0,0,0,1
"BATS_SAMN07137073_METAG_JIPHEHIK",0,0,0,0
"BGEO_SAMN07136508_METAG_GDCLKDLC",0,0,0,0
"HOTS_SAMN07137061_METAG_AGKJDBMJ",0,0,0,0
"HOTS_SAMN07137061_METAG_KKKAEDKK",0,0,0,1
"BGEO_SAMN07136736_METAG_IAMPAOCE",0,0,0,1
"BGEO_SAMN07136736_METAG_NDLCDGPM",0,0,0,1
"BGEO_SAMN07136528_METAG_CBKCJBEG",0,0,0,1
"BGEO_SAMN07136528_METAG_DLOKAHAB",0,0,0,1
"HOTS_SAMN07137030_METAG_NGNABEKI",0,0,1,0
"HOTS_SAMN07137030_METAG_LDHDLKMD",0,0,1,0
"BGEO_SAMN07136911_METAG_GFEJIKEP",0,0,0,1
"BGEO_SAMN07136636_METAG_JMNIAJKO",0,0,0,1
"BGEO_SAMN07136633_METAG_MEBLICNP",0,0,0,1
"BGEO_SAMN07136910_METAG_GJKLODBG",0,0,0,1
"BGEO_SAMN07136649_METAG_HDNKCCHB",0,0,0,1
"BGEO_SAMN07136640_METAG_IOLDDDJH",0,0,0,0
"BGEO_SAMN07136894_METAG_DLLLJEIM",0,0,0,1
"BGEO_SAMN07136709_METAG_CNJCNMFE",0,0,1,1
"BGEO_SAMN07136954_METAG_KHJBNKGC",0,0,0,1
"BGEO_SAMN07136773_METAG_NFJKBFHC",0,0,0,1
"BGEO_SAMN07136773_METAG_NCFJONLK",1,0,0,1
"BGEO_SAMN07136742_METAG_GEPPCBAH",0,0,0,1
"BGEO_SAMN07136722_METAG_KMILCIDJ",0,0,0,1
"BGEO_SAMN07136722_METAG_DGDDBMOI",0,0,0,1
"BATS_SAMN07137116_METAG_HKMJJCKM",0,0,0,1
"BATS_SAMN07137116_METAG_NBKFCJPH",0,0,0,1
"BATS_SAMN07137116_METAG_IJCFOOKB",0,0,0,1
"BATS_SAMN07137116_METAG_BNMCMBDJ",0,0,0,1
"BATS_SAMN07137116_METAG_BIHBEDND",0,0,0,1
"BGEO_SAMN07136541_METAG_OEBANKEJ",0,0,0,1
"BATS_SAMN07137116_METAG_DKOCIJHA",0,0,0,1
"BGEO_SAMN07136502_METAG_OJHKHPDO",0,0,0,1
"BGEO_SAMN07136919_METAG_ECBGLIAJ",0,0,0,1
"BGEO_SAMN07136919_METAG_CCPFKPPD",0,0,1,1
"BGEO_SAMN07136511_METAG_LMENBGGF",0,0,0,1
"BGEO_SAMN07136748_METAG_APOBNFNN",0,0,0,1
"BGEO_SAMN07136962_METAG_AILLPGMD",0,0,0,1
"TARA_SAMN05326650_METAG_MED00053",0,0,0,1
"TARA_SAMN05326650_METAG_MED00060",0,0,0,1
"BGEO_SAMN07136760_METAG_ICAGBGIG",0,0,0,1
"BGEO_SAMN07136681_METAG_DEHOPPMA",0,0,0,1
"BGEO_SAMN07136681_METAG_IEGHCJCC",0,0,0,1
"BGEO_SAMN07136681_METAG_LOCPNJEH",0,0,0,1
"BGEO_SAMN07136681_METAG_PGBICIFE",0,0,1,1
"BGEO_SAMN07136681_METAG_CCFDMHKL",0,0,0,1
"BGEO_SAMN07136681_METAG_NADFCKDE",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00086",0,0,0,1
"BGEO_SAMN07136600_METAG_MKAAGDFG",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00101",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00102",0,0,0,1
"BGEO_SAMN07136600_METAG_LEAPHKIF",0,0,0,0
"HOTS_SAMN07137010_METAG_DGCCDJMJ",0,0,0,1
"TARA_SAMN05326643_METAG_ASW00017",0,0,0,0
"BGEO_SAMN07136489_METAG_DMKJANMI",0,0,0,1
"BGEO_SAMN07136555_METAG_MFFEDPOA",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00022",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00038",0,0,0,1
"BGEO_SAMN07136555_METAG_OLPNEOED",0,0,1,1
"BGEO_SAMN07136877_METAG_AOBJIANC",0,0,0,1
"BGEO_SAMN07136877_METAG_FMAGPPPA",0,0,0,1
"BGEO_SAMN07136877_METAG_DLDGGJLE",0,0,0,1
"BGEO_SAMN07136877_METAG_KFKLFFLG",0,0,0,1
"BGEO_SAMN07136846_METAG_DBBLFBEK",0,0,0,1
"TARA_SAMN05326651_METAG_RED00049",0,0,0,1
"BGEO_SAMN07136536_METAG_CNHIOEJF",0,0,0,1
"BGEO_SAMN07136848_METAG_LHCLIANF",0,0,0,1
"HOTS_SAMN07137031_METAG_EEPOEFDO",0,0,0,1
"HOTS_SAMN07137031_METAG_HDKBHDCL",0,0,0,1
"TARA_SAMN05326651_METAG_RED00055",0,0,0,1
"BATS_SAMN07137093_METAG_CAPMPJHD",0,0,0,1
"TARA_SAMN05326651_METAG_RED00062",0,0,0,1
"TARA_SAMN05326651_METAG_RED00079",0,0,0,1
"BATS_SAMN07137093_METAG_GIKNJHOE",0,0,0,1
"BGEO_SAMN07136913_METAG_GNFNCDLM",0,0,0,1
"BGEO_SAMN07136913_METAG_AOGJAMHF",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00019",0,0,0,1
"BATS_SAMN07137107_METAG_AJGBLDKM",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00030",0,0,0,1
"BATS_SAMN07137107_METAG_HPDPGLND",0,0,0,1
"BATS_SAMN07137107_METAG_CEBIKOLO",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00065",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00045",0,0,0,1
"BGEO_SAMN07136682_METAG_PLKMPNLO",0,0,0,0
"BGEO_SAMN07136682_METAG_CEBGNFIP",0,0,0,1
"GORG_SAMEA6077244_SAGS_AG325C05",0,0,0,1
"BGEO_SAMN07136682_METAG_FFAIFIPE",0,0,0,0
"GORG_SAMEA6077655_SAGS_AG333I22",0,0,0,0
"GORG_SAMEA6075504_SAGS_AG404K16",0,0,0,1
"BATS_SAMN07137088_METAG_LCMCGCNF",0,0,0,1
"BATS_SAMN07137088_METAG_FCCPHKBE",0,0,0,0
"BATS_SAMN07137088_METAG_EINHNIGH",0,0,0,1
"BATS_SAMN07137088_METAG_NMFHIGED",0,0,1,1
"BATS_SAMN07137088_METAG_NHCENLAJ",0,0,0,1
"BATS_SAMN07137088_METAG_IKCGGBJH",0,0,0,0
"BATS_SAMN07137088_METAG_AOODHCME",0,0,0,1
"BGEO_SAMN07136597_METAG_FJJAFAHP",0,0,0,0
"GORG_SAMEA6075547_SAGS_AG404N20",0,0,0,1
"BGEO_SAMN07136711_METAG_NHALNJBN",0,0,0,1
"BGEO_SAMN07136711_METAG_EOPKMDLC",0,0,0,1
"BGEO_SAMN07136711_METAG_HLHJIJHL",0,0,1,1
"HOTS_SAMN07137020_METAG_LCMKKIAG",0,0,1,0
"GORG_SAMEA6080219_SAGS_AG439B07",0,0,0,1
"HOTS_SAMN07137020_METAG_GONAEGNE",0,0,0,1
"HOTS_SAMN07137020_METAG_NENNAFED",0,0,0,1
"HOTS_SAMN07137020_METAG_PCGGGHMA",0,0,0,1
"HOTS_SAMN07137020_METAG_BPHEEJKL",0,0,0,1
"BGEO_SAMN07136700_METAG_PAKCBJLG",0,0,0,1
"GORG_SAMEA6076550_SAGS_AG447I14",0,0,0,1
"HOTS_SAMN07137059_METAG_CPFGIHIJ",0,0,1,1
"HOTS_SAMN07137059_METAG_JGOGOOLO",0,0,0,1
"HOTS_SAMN07137059_METAG_ILNHJBBD",0,0,1,0
"GORG_SAMEA6079713_SAGS_AG426N16",0,0,0,1
"HOTS_SAMN07137059_METAG_DHPKGFJE",0,0,0,1
"GORG_SAMEA6075369_SAGS_AG404A19",0,0,0,1
"HOTS_SAMN07137059_METAG_OOFKLALK",0,0,1,1
"HOTS_SAMN07137059_METAG_OGPMBHEM",0,0,0,1
"HOTS_SAMN07137059_METAG_LGNGKMJD",0,0,0,1
"HOTS_SAMN07137059_METAG_PJNHJNJJ",0,0,0,1
"BGEO_SAMN07136557_METAG_CNPOIGMI",0,0,0,1
"BGEO_SAMN07136557_METAG_MAHLLFBB",0,0,0,1
"GORG_SAMEA6076984_SAGS_AG319D18",0,0,0,1
"BGEO_SAMN07136735_METAG_FOOFDEMC",0,0,0,1
"BGEO_SAMN07136652_METAG_GGDCPDGA",0,0,0,1
"HOTS_SAMN07137013_METAG_IJEEPJOI",0,0,0,1
"HOTS_SAMN07137013_METAG_BFBPEHHB",0,0,0,1
"BGEO_SAMN07136783_METAG_NDLJBKJB",0,0,0,1
"BATS_SAMN07137066_METAG_GDNJGOAA",0,0,0,0
"BGEO_SAMN07136503_METAG_KKDACFJC",0,0,0,1
"BGEO_SAMN07136503_METAG_INBHODDA",0,0,0,0
"BGEO_SAMN07136503_METAG_NILKGDAP",0,0,0,0
"BATS_SAMN07137077_METAG_EGGHALDA",0,0,0,1
"BATS_SAMN07137077_METAG_GLCMJAFM",0,0,0,1
"GORG_SAMEA6077039_SAGS_AG319G18",0,0,0,1
"BGEO_SAMN07136713_METAG_JDOAHDGB",0,0,0,1
"GORG_SAMEA6077068_SAGS_AG319J06",0,0,0,1
"BGEO_SAMN07136553_METAG_HMNHFBDF",0,0,0,0
"GORG_SAMEA6076676_SAGS_AG447P04",0,0,0,0
"GORG_SAMEA6076487_SAGS_AG447E06",0,0,0,0
"BGEO_SAMN07136702_METAG_ANJAJJLK",0,0,0,1
"BGEO_SAMN07136501_METAG_OPHDHJKF",0,0,0,1
"GORG_SAMEA6067929_SAGS_AH287P07",0,0,0,1
"BGEO_SAMN07136501_METAG_CNHNDEAK",0,0,0,0
"BGEO_SAMN07136637_METAG_HEKJDKOL",0,0,0,1
"BGEO_SAMN07136637_METAG_DFMFBHGA",0,0,0,1
"BGEO_SAMN07136637_METAG_LAMKJKFB",0,0,0,1
"BGEO_SAMN07136637_METAG_OKEIAKBA",0,0,0,1
"BGEO_SAMN07136637_METAG_DDPBIMAH",0,0,0,1
"BGEO_SAMN07136637_METAG_LAEHMAKG",0,0,0,1
"BGEO_SAMN07136637_METAG_KBEMLDCO",0,0,0,0
"BGEO_SAMN07136637_METAG_GDBLAAOK",0,0,0,1
"BGEO_SAMN07136637_METAG_JDICNBJG",0,0,0,1
"HOTS_SAMN07137062_METAG_OGGAOLDP",0,0,0,1
"BGEO_SAMN07136843_METAG_DEDJKHKJ",0,0,0,1
"BGEO_SAMN07136625_METAG_PHJFNIAI",0,0,0,1
"TARA_SAMEA2621221_METAG_HDCDMNKK",0,0,0,1
"BGEO_SAMN07136918_METAG_FDJFDJEP",0,0,0,1
"BGEO_SAMN07136918_METAG_CDFMJJGE",0,0,0,1
"BGEO_SAMN07136918_METAG_IIPJHFHO",0,0,0,1
"TARA_SAMEA2621221_METAG_HDMGFGLF",0,0,0,1
"BGEO_SAMN07136810_METAG_DDNCGKNP",0,0,0,1
"BGEO_SAMN07136695_METAG_JNHMJHDC",0,0,0,1
"TARA_SAMEA2621221_METAG_MGJJLKGC",0,0,0,1
"BGEO_SAMN07136680_METAG_ECCKOAAH",0,0,0,1
"BGEO_SAMN07136680_METAG_BJMMEGHE",0,0,0,1
"BGEO_SAMN07136520_METAG_FPHNDNAP",0,0,0,1
"BGEO_SAMN07136520_METAG_JOLDEAEK",0,0,0,1
"BGEO_SAMN07136906_METAG_NOFAOMDA",0,0,0,1
"TARA_SAMEA2622843_METAG_ODMCPCMP",0,0,0,1
"TARA_SAMEA2622843_METAG_EPIHBPBH",0,0,0,1
"BGEO_SAMN07136800_METAG_ABNHCKEF",0,0,0,1
"TARA_SAMEA2622843_METAG_EANFIEOH",0,0,0,0
"BGEO_SAMN07136699_METAG_BFIOOAHL",0,0,0,1
"TARA_SAMEA2622843_METAG_JFKBECIA",0,0,0,0
"TARA_SAMEA2622843_METAG_OPBPJALL",0,0,0,1
"BGEO_SAMN07136699_METAG_HNNCIPJO",0,0,0,1
"BATS_SAMN07137098_METAG_KDEGBFLM",0,0,0,1
"BATS_SAMN07137098_METAG_NJOKCKBL",0,0,0,1
"TARA_SAMEA2622695_METAG_PGDMJLJN",0,0,0,1
"HOTS_SAMN07137009_METAG_CJBLFAJJ",0,0,1,0
"TARA_SAMEA2622695_METAG_PPBLIICO",0,0,0,1
"HOTS_SAMN07137009_METAG_ABGMCGLE",0,0,1,1
"HOTS_SAMN07137009_METAG_FAOHADLH",0,0,0,0
"TARA_SAMEA2622695_METAG_GDOBHKJH",0,0,0,1
"BGEO_SAMN07136880_METAG_BHEIKOAJ",0,0,0,1
"BGEO_SAMN07136880_METAG_IIAGOICB",0,0,0,1
"BGEO_SAMN07136880_METAG_NDDEOOCC",0,0,0,1
"HOTS_SAMN07137043_METAG_ANPNNPIK",0,0,0,1
"BGEO_SAMN07136939_METAG_BHHIGJBJ",0,0,0,1
"BGEO_SAMN07136490_METAG_MFAPHJGH",0,0,0,1
"TARA_SAMEA2622695_METAG_EHEMFJEM",0,0,0,0
"BGEO_SAMN07136490_METAG_DCDJJMDP",0,0,0,1
"BATS_SAMN07137086_METAG_HGFNHELP",0,0,0,1
"BATS_SAMN07137086_METAG_HAKOLABI",0,0,0,1
"TARA_SAMEA2622695_METAG_DIMADKCI",0,0,0,1
"BATS_SAMN07137086_METAG_EAIIBGIL",0,0,0,1
"TARA_SAMEA2622695_METAG_OGDNABBI",0,0,0,1
"TARA_SAMEA2622658_METAG_DEEJNCCH",0,0,0,1
"BGEO_SAMN07136493_METAG_AIDHIPJC",0,0,0,0
"BGEO_SAMN07136493_METAG_POEHAFDM",0,0,0,1
"BGEO_SAMN07136493_METAG_EGGCIPPG",0,0,0,1
"BGEO_SAMN07136493_METAG_HEGNMIHL",0,0,0,1
"BGEO_SAMN07136491_METAG_ACDOBMKM",0,0,0,1
"BGEO_SAMN07136491_METAG_PKPIKKJD",0,0,0,1
"BGEO_SAMN07136491_METAG_LFLECMAM",0,0,0,1
"TARA_SAMEA2622658_METAG_AFPMEGBB",0,0,0,1
"BATS_SAMN07137105_METAG_LEBLOJGP",0,0,0,0
"BATS_SAMN07137105_METAG_DOCHAADL",0,0,0,1
"BATS_SAMN07137105_METAG_AGOADLGJ",0,0,1,0
"BGEO_SAMN07136623_METAG_LNHAOIAE",0,0,1,1
"BGEO_SAMN07136623_METAG_NNBGHPAG",0,0,0,1
"BGEO_SAMN07136914_METAG_PMDBELBJ",0,0,0,1
"TARA_SAMEA2622658_METAG_NMLDJJCE",0,0,0,1
"BGEO_SAMN07136914_METAG_EDMGKHEK",0,0,0,1
"BGEO_SAMN07136883_METAG_NJADPFDB",0,0,0,1
"BGEO_SAMN07136883_METAG_FMBBDGED",0,0,0,1
"BGEO_SAMN07136903_METAG_GPIBAKAF",0,0,0,1
"TARA_SAMEA2622764_METAG_HAAGDGFF",0,0,0,1
"TARA_SAMEA2622764_METAG_POGEFOAK",0,0,0,1
"BATS_SAMN07137065_METAG_FEGJLPHI",0,0,0,1
"TARA_SAMEA2622764_METAG_HAHIFDJC",0,0,0,1
"TARA_SAMEA2622764_METAG_LMFPLMNE",0,0,0,1
"TARA_SAMEA2622764_METAG_IHAFFDFD",0,0,0,1
"HOTS_SAMN07137032_METAG_IFKECBON",0,0,0,1
"HOTS_SAMN07137032_METAG_IDBLIHFM",0,0,0,1
"HOTS_SAMN07137032_METAG_DJGOEGFI",0,0,0,1
"HOTS_SAMN07137019_METAG_PMAHNHDE",0,0,0,0
"HOTS_SAMN07137019_METAG_MGOOPIKB",0,0,0,1
"TARA_SAMEA2622737_METAG_GHGDCMDK",0,0,0,1
"TARA_SAMEA2622737_METAG_HLIGDBIE",0,0,0,1
"BGEO_SAMN07136835_METAG_NPPJBODJ",0,0,0,0
"BGEO_SAMN07136835_METAG_IIOOENLK",0,0,0,1
"TARA_SAMEA2622737_METAG_PDBKKLBN",0,0,0,1
"BGEO_SAMN07136712_METAG_KJOPKENJ",0,0,0,1
"BGEO_SAMN07136712_METAG_IJGKDFJO",0,0,0,1
"TARA_SAMEA2622737_METAG_EPGMNNFF",0,0,0,1
"BGEO_SAMN07136712_METAG_DADDMNNE",0,0,0,1
"TARA_SAMEA2622737_METAG_LGCOHLFJ",0,0,0,1
"TARA_SAMEA2622737_METAG_IFECFGCL",0,0,0,1
"BGEO_SAMN07136712_METAG_CHFAMBML",0,0,0,1
"BGEO_SAMN07136675_METAG_PCBIPAFG",0,0,0,1
"BGEO_SAMN07136675_METAG_BAFFICBL",0,0,0,1
"TARA_SAMEA2622737_METAG_HKKECOCA",0,0,0,1
"BGEO_SAMN07136938_METAG_DLGIJHEG",0,0,1,1
"BGEO_SAMN07136938_METAG_BELAMJIN",0,0,1,1
"BGEO_SAMN07136938_METAG_BBKDHDDK",0,0,0,1
"BGEO_SAMN07136938_METAG_IHJIPDAJ",0,0,0,1
"TARA_SAMEA2622737_METAG_MNOKFOAO",0,0,0,1
"BGEO_SAMN07136938_METAG_DHBFONAG",0,0,0,0
"BGEO_SAMN07136938_METAG_GFAKBMON",0,0,0,1
"BGEO_SAMN07136938_METAG_OKPEAPOK",0,0,0,1
"BGEO_SAMN07136938_METAG_PKFDLPIB",0,0,0,1
"TARA_SAMEA2622737_METAG_BPGBNLPK",0,0,0,1
"BGEO_SAMN07136613_METAG_LLNLIGEM",0,0,0,1
"TARA_SAMEA2622737_METAG_BDHNBNPP",0,0,0,1
"BGEO_SAMN07136746_METAG_BHFCLGNO",0,0,0,1
"BATS_SAMN07137076_METAG_CNALAKDP",0,0,0,1
"BATS_SAMN07137076_METAG_CAHCOHNA",0,0,0,1
"BATS_SAMN07137076_METAG_LMHACDAA",0,0,0,1
"BATS_SAMN07137076_METAG_LBGDLELG",0,0,0,1
"BATS_SAMN07137076_METAG_IOPHCPOL",0,0,0,1
"BGEO_SAMN07136488_METAG_IJMENFFO",0,0,0,1
"TARA_SAMEA2622737_METAG_NAIHDKFI",0,0,0,1
"BGEO_SAMN07136756_METAG_PDDBPBKB",0,0,0,1
"BGEO_SAMN07136756_METAG_NPPHIAJL",0,0,0,1
"BGEO_SAMN07136756_METAG_NKDMCAJD",0,0,0,1
"BGEO_SAMN07136539_METAG_DOCKDDBM",0,0,1,0
"TARA_SAMEA2621101_METAG_PFKHNGNL",0,0,0,1
"BATS_SAMN07137085_METAG_DFMHGLCG",0,0,0,1
"BATS_SAMN07137085_METAG_ICGDMHCK",0,0,0,1
"BATS_SAMN07137085_METAG_HEMLJMMB",0,0,0,1
"BATS_SAMN07137085_METAG_PHPIHKPK",0,0,0,0
"BATS_SAMN07137085_METAG_FLNECHMN",0,0,0,1
"BATS_SAMN07137085_METAG_OCILLLDC",0,0,1,1
"BATS_SAMN07137085_METAG_CNKELNOJ",0,0,0,1
"TARA_SAMEA2622842_METAG_FBNGBFNB",0,0,0,1
"BGEO_SAMN07136911_METAG_KPGFPGGF",0,0,0,1
"BGEO_SAMN07136911_METAG_MEKELKDD",0,0,0,1
"BGEO_SAMN07136934_METAG_HDECCNCM",0,0,0,1
"BGEO_SAMN07136934_METAG_CCBDLDFB",0,0,0,1
"BGEO_SAMN07136934_METAG_DMKPNGIC",0,0,0,1
"BGEO_SAMN07136934_METAG_DEOPMAGP",0,0,0,0
"BGEO_SAMN07136636_METAG_KJLKLMHG",0,0,0,0
"BGEO_SAMN07136636_METAG_CIALIMLN",0,0,0,1
"TARA_SAMEA2622800_METAG_NDGDPBOE",0,0,0,1
"BGEO_SAMN07136638_METAG_OGLDHMGM",0,0,0,1
"BGEO_SAMN07136638_METAG_BCFIJBPD",0,0,0,1
"BGEO_SAMN07136638_METAG_DHFJAKOF",0,0,0,1
"BGEO_SAMN07136638_METAG_GBBFKJOE",0,0,1,1
"BGEO_SAMN07136638_METAG_GKMLEAGD",0,0,0,1
"BGEO_SAMN07136638_METAG_ALNNLGHH",0,0,1,1
"BGEO_SAMN07136638_METAG_INAFJMMI",0,0,0,0
"BGEO_SAMN07136638_METAG_DAEBLNNC",0,0,0,1
"BGEO_SAMN07136638_METAG_MHFINBDM",0,0,0,1
"BGEO_SAMN07136638_METAG_BJMFLCJJ",0,0,0,1
"BGEO_SAMN07136875_METAG_PODHOLHO",0,0,0,1
"BGEO_SAMN07136875_METAG_JEJHKGAO",0,0,0,1
"TARA_SAMEA2622800_METAG_ADHBJMPA",0,0,0,1
"BGEO_SAMN07136658_METAG_GEDKDMDG",0,0,0,1
"BATS_SAMN07137114_METAG_ANHPGLCB",0,0,0,1
"BATS_SAMN07137114_METAG_AICJLGGM",0,0,0,1
"TARA_SAMEA2622800_METAG_MACOCLII",0,0,0,1
"BATS_SAMN07137114_METAG_LHHPKKAH",0,0,0,0
"BATS_SAMN07137114_METAG_HOGAHLFO",0,0,0,1
"BATS_SAMN07137114_METAG_EBEBIHCG",0,0,0,1
"TARA_SAMEA2622800_METAG_ICCBLDAI",0,0,0,1
"BATS_SAMN07137114_METAG_LFKKKCBJ",0,0,0,1
"BATS_SAMN07137114_METAG_HPNHMIFL",0,0,0,1
"BATS_SAMN07137114_METAG_IGDCFAFN",0,0,1,0
"TARA_SAMEA2622800_METAG_MPAMAOPL",0,0,0,0
"BATS_SAMN07137080_METAG_HLJFGJKK",0,0,0,1
"BATS_SAMN07137080_METAG_MCGMJANA",0,0,0,1
"BATS_SAMN07137080_METAG_MLKDHKJP",0,0,0,0
"BATS_SAMN07137080_METAG_MLGBKCDC",0,0,0,1
"BATS_SAMN07137080_METAG_CCKFJAIL",0,0,0,1
"BATS_SAMN07137080_METAG_JMMKKBPC",0,0,0,1
"BATS_SAMN07137119_METAG_EMCBAMKL",0,0,0,1
"BATS_SAMN07137119_METAG_OHMIAKLL",0,0,0,1
"BATS_SAMN07137119_METAG_GBKLLHJK",0,0,0,1
"TARA_SAMEA2621278_METAG_MMFOCKAH",0,0,0,1
"BATS_SAMN07137119_METAG_HBPLGDMO",0,0,0,1
"TARA_SAMEA2621278_METAG_HKJFIPKH",0,0,0,1
"TARA_SAMEA2621020_METAG_OEKAGACM",0,0,0,1
"BATS_SAMN07137119_METAG_ECKIKAHJ",0,0,0,1
"BATS_SAMN07137119_METAG_BBDDGAKF",0,0,0,1
"BATS_SAMN07137119_METAG_BPLCOIFO",0,0,0,1
"BATS_SAMN07137119_METAG_JINHGKPA",0,0,0,1
"TARA_SAMEA2621020_METAG_HCFIIDDP",0,0,0,1
"BATS_SAMN07137119_METAG_EFDDAAJG",0,0,0,1
"BGEO_SAMN07136586_METAG_MMKLNMDO",0,0,1,0
"TARA_SAMEA2621076_METAG_GPLIPDEP",0,0,0,1
"BGEO_SAMN07136586_METAG_HBCKEAPO",0,0,0,1
"BGEO_SAMN07136586_METAG_IJKBHABM",0,0,0,1
"TARA_SAMEA2621076_METAG_KHMCONOL",0,0,0,1
"BGEO_SAMN07136807_METAG_DEAINLMM",0,0,0,1
"BGEO_SAMN07136954_METAG_LLFJMFLP",0,0,0,1
"TARA_SAMEA2621076_METAG_HABCAHGH",0,0,0,1
"BGEO_SAMN07136954_METAG_DIHEKCAI",0,0,0,1
"TARA_SAMEA2622765_METAG_KAJONEAA",0,0,0,1
"BGEO_SAMN07136954_METAG_CGJCDEMM",0,0,0,1
"TARA_SAMEA2622765_METAG_GCLNJAGM",0,0,0,1
"TARA_SAMEA2621099_METAG_FLPIFMOA",0,0,0,1
"TARA_SAMEA2622822_METAG_IGMLEFAN",0,0,0,1
"HOTS_SAMN08390923_METAG_MKMHDJEF",0,0,0,1
"HOTS_SAMN08390923_METAG_FEHNJPBJ",0,0,0,1
"HOTS_SAMN08390923_METAG_CGGNKAMD",0,0,0,0
"HOTS_SAMN07136999_METAG_FKAJIGAC",0,0,0,1
"TARA_SAMEA2622822_METAG_APEBNPGP",0,0,0,1
"BATS_SAMN07137097_METAG_HPCMMKML",0,0,1,1
"BATS_SAMN07137097_METAG_JEMKENFM",0,0,0,1
"TARA_SAMEA2622822_METAG_MPEMAEJE",0,0,0,1
"TARA_SAMEA2622822_METAG_AIMAGGPN",0,0,0,1
"BGEO_SAMN07136758_METAG_HHPHJMPI",0,0,0,1
"BGEO_SAMN07136607_METAG_LPFFCOGL",0,0,0,1
"TARA_SAMEA2622822_METAG_BLKFIBJB",0,0,0,1
"TARA_SAMEA2622822_METAG_GOMFMLHN",0,0,0,1
"TARA_SAMEA2622822_METAG_GHBCNJLJ",0,0,0,1
"HOTS_SAMN07137029_METAG_PCFLEMJM",0,0,0,1
"HOTS_SAMN07137029_METAG_ILCEKBCA",0,0,0,1
"TARA_SAMEA2622822_METAG_HLAAKGMN",0,0,0,1
"BGEO_SAMN07136627_METAG_COMDDJHA",0,0,0,1
"BGEO_SAMN07136627_METAG_HNBLMBME",0,0,0,1
"BGEO_SAMN07136627_METAG_DCGJEDCI",0,0,0,0
"BGEO_SAMN07136627_METAG_ICOHACOG",0,0,0,1
"BGEO_SAMN07136627_METAG_NBMAJLND",0,0,0,1
"BGEO_SAMN07136627_METAG_JBDKEHFA",0,0,1,1
"HOTS_SAMN07137042_METAG_DJPBCFGO",0,0,1,0
"HOTS_SAMN07137042_METAG_HHDJLALP",0,0,0,1
"HOTS_SAMN07137042_METAG_EIEJCGCO",0,0,0,1
"BATS_SAMN07137103_METAG_BBAMHGJJ",0,0,0,1
"BATS_SAMN07137103_METAG_AOPPKODE",0,0,1,1
"TARA_SAMEA2622822_METAG_GOFLKEJB",0,0,0,1
"BATS_SAMN07137072_METAG_DMGBPHJB",0,0,1,1
"BATS_SAMN07137072_METAG_CLCLKCAA",0,0,0,1
"TARA_SAMEA2621260_METAG_OHBHNBJK",0,0,0,1
"TARA_SAMEA2621260_METAG_PIIOOOHG",0,0,0,1
"MALA_SAMN05421707_METAG_JJPPEKLO",0,0,0,1
"MALA_SAMN05421707_METAG_HFJCOLBG",0,0,1,1
"MALA_SAMN05421707_METAG_PIFLHMJK",0,0,0,0
"TARA_SAMEA2619974_METAG_NBDDEECB",0,0,0,1
"TARA_SAMEA2619974_METAG_MIEJAKOF",0,0,0,1
"MALA_SAMN05422194_METAG_DEGEDJDO",0,0,0,1
"MALA_SAMN05422136_METAG_HMEKOPIN",0,0,1,1
"MALA_SAMN05422136_METAG_KLOCGAJI",0,0,0,1
"TARA_SAMEA2622738_METAG_MNCGPKFO",0,0,0,1
"MALA_SAMN05422136_METAG_IMHNBHHL",0,0,0,1
"MALA_SAMN05422226_METAG_OJIMEPGA",0,0,0,1
"MALA_SAMN05422226_METAG_NNKBPAIJ",0,0,0,1
"MALA_SAMN05422226_METAG_LNBLLPBH",0,0,1,1
"MALA_SAMN05422226_METAG_PJNPGDPM",0,0,0,1
"MALA_SAMN05421563_METAG_HGIANKEH",0,0,0,1
"MALA_SAMN05421563_METAG_LAJMJPHI",0,0,0,1
"MALA_SAMN05421563_METAG_PEPKBABC",0,0,1,1
"MALA_SAMN05421563_METAG_KGNCNPHO",0,0,0,1
"MALA_SAMN05421563_METAG_HAEGDPLG",0,0,1,1
"MALA_SAMN05421563_METAG_IOEEOBGH",0,0,0,1
"MALA_SAMN05421699_METAG_BELIHAJM",0,0,0,1
"TARA_SAMEA2621222_METAG_ICGOKNGK",0,0,0,1
"MALA_SAMN05421699_METAG_PHCLAHMJ",0,0,1,1
"TARA_SAMEA2621222_METAG_NNLAPKNI",0,0,0,1
"MALA_SAMN05421699_METAG_KPOHMGEN",0,0,1,0
"TARA_SAMEA2621222_METAG_KIMAAFHF",0,0,0,1
"MALA_SAMN05422122_METAG_OPDICDNH",0,0,0,1
