,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Subpathway1,Subpathway2,Subpathway3,Subpathway4,Subpathway5,Subpathway6,Subpathway7,Subpathway8,MaxCompletion,Group,Completion,Type
TARA_SAMEA2622843_METAG_CMLDIEIJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,65.9,MAG
TARA_SAMEA2622843_METAG_PAMGMGHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAR324,72.1,MAG
TARA_SAMEA2622843_METAG_FOGACNNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,86.92,MAG
TARA_SAMEA2622843_METAG_DGEFCJOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,57.68,MAG
TARA_SAMEA2622843_METAG_DAKDFHIO,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Bacteroidota,86.54,MAG
TARA_SAMEA2622843_METAG_GEJILAAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,78.7,MAG
TARA_SAMEA2622843_METAG_CLIHDNIP,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,Verrucomicrobiota,77.44,MAG
TARA_SAMEA2622843_METAG_NNLPPLJL,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Gamma-Other,77.65,MAG
TARA_SAMEA2622843_METAG_HIDLIJFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Rhodobacter-LowGC,68,MAG
TARA_SAMEA2622843_METAG_LDDHGCHF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,77.48,MAG
TARA_SAMEA2622843_METAG_GPIPMKDN,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,59.76,MAG
TARA_SAMEA2622843_METAG_HMCLIELN,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Bacteroidota,50.62,MAG
TARA_SAMEA2622843_METAG_IFHGJMOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,56.32,MAG
TARA_SAMEA2622843_METAG_NPMABFAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,75.54,MAG
TARA_SAMEA2622843_METAG_COLAEMAP,0,0,0,0,1,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0.25,Bacteroidota,70.91,MAG
TARA_SAMEA2622843_METAG_OEEHEEGF,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Alpha-Other,72.56,MAG
TARA_SAMEA2622843_METAG_PFBKNHEB,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,70.36,MAG
TARA_SAMEA2622843_METAG_DIEJPBBM,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Alpha-Puniceispirilla,60.42,MAG
TARA_SAMEA2622843_METAG_OBJEHOJD,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,Bacteria-Other,61.8,MAG
TARA_SAMEA2622843_METAG_DGHDEDIJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,63.74,MAG
TARA_SAMEA2622843_METAG_DPGBJJPG,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0,0.5,0.25,0,0,0.75,Gamma-Alteromonas,30.25,MAG
TARA_SAMEA2622843_METAG_ALGLIOBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,83.44,MAG
TARA_SAMEA2620014_METAG_CJCKGPEE,0,0,1,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,50.94,MAG
TARA_SAMEA2620014_METAG_KLACKGAH,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,71.02,MAG
TARA_SAMEA4397815_METAG_EBCMACHB,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,57.01,MAG
TARA_SAMEA2622695_METAG_FNFAHIIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,79.9,MAG
TARA_SAMEA2622695_METAG_FALNOFEJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patescibacteria,76.37,MAG
TARA_SAMEA2622695_METAG_GBHPGHDK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,37.06,MAG
TARA_SAMEA2622695_METAG_PEDLKLHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,76.11,MAG
TARA_SAMEA2622695_METAG_EAFCKEBP,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,90.72,MAG
TARA_SAMEA2622695_METAG_AKHBHHLH,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,26.12,MAG
TARA_SAMEA2622695_METAG_ANOKOEMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,63.41,MAG
TARA_SAMEA2622695_METAG_BALJPKGE,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,73.88,MAG
TARA_SAMEA2622695_METAG_FJOAMNJN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,74.72,MAG
TARA_SAMEA2622695_METAG_KFPMINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAR324,86.7,MAG
TARA_SAMEA2622695_METAG_DAIJNHPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,62.51,MAG
TARA_SAMEA2622695_METAG_IEHONIBG,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,28.45,MAG
TARA_SAMEA2622695_METAG_ACOFBHDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,68.38,MAG
TARA_SAMEA2622695_METAG_ECLADPGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,74.76,MAG
TARA_SAMEA2622695_METAG_FLLJHDGG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,72.54,MAG
TARA_SAMEA2622695_METAG_GKKDCGHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,28.94,MAG
TARA_SAMEA2622695_METAG_OHCJFLLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,89.05,MAG
TARA_SAMEA2622695_METAG_LJDHDJJE,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,56.56,MAG
TARA_SAMEA2622695_METAG_OAJNKKPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,87.57,MAG
TARA_SAMEA2622695_METAG_PAIJBBOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,68.74,MAG
TARA_SAMEA2622695_METAG_MFDIIIND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,74.64,MAG
TARA_SAMEA2622695_METAG_LABAFCJP,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,82.29,MAG
TARA_SAMEA2622695_METAG_LFKCEPKH,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,76.22,MAG
TARA_SAMEA2622695_METAG_DKANGMMH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,81.16,MAG
TARA_SAMEA2622695_METAG_HCCNGCKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,78.1,MAG
TARA_SAMEA2622695_METAG_MPAPIMPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,65.63,MAG
TARA_SAMEA2622695_METAG_MDLOEDHH,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Actinobacteriota,86.28,MAG
TARA_SAMEA2622695_METAG_ECBJMHNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,60.58,MAG
TARA_SAMEA2622695_METAG_MFJCBLEA,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0,0,0,0,0,0.25,Alpha-Other,47.52,MAG
TARA_SAMEA2622695_METAG_CLGIMKPC,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Alteromonas,27.66,MAG
TARA_SAMEA2622695_METAG_CMBGPBDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,54.2,MAG
TARA_SAMEA2622695_METAG_EJENNFFI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,54.51,MAG
TARA_SAMEA2622695_METAG_JLMPJGGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,75.68,MAG
TARA_SAMEA2622695_METAG_CAIILGJN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,80.08,MAG
TARA_SAMEA2622695_METAG_GJPOGIJP,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Gamma-Other,88.6,MAG
TARA_SAMEA2622695_METAG_LLMEKLPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,57.71,MAG
TARA_SAMEA2622695_METAG_AJGNMELD,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,90.19,MAG
TARA_SAMEA2622695_METAG_GMHJCLNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patescibacteria,60.51,MAG
TARA_SAMEA2622695_METAG_MDIMJOKD,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Planctomycetota,83.46,MAG
TARA_SAMEA2622695_METAG_KOMCIBNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,69.23,MAG
TARA_SAMEA2622695_METAG_KMJIKKGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,58.65,MAG
TARA_SAMEA2622695_METAG_JLNLCMLM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,78.69,MAG
TARA_SAMEA2622695_METAG_AOLPHJEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,43.52,MAG
TARA_SAMEA2622695_METAG_JCONCMDF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,54.3,MAG
TARA_SAMEA2622695_METAG_ICHAEFMF,0,0,1,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.333333333333333,0.5,Planctomycetota,58.8,MAG
TARA_SAMEA2622695_METAG_DBMMIMPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,43.7,MAG
TARA_SAMEA2622695_METAG_HJIBOLOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,51.12,MAG
TARA_SAMEA2622695_METAG_GIIALCPA,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,69.83,MAG
TARA_SAMEA2622695_METAG_ELNLOFIH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,68.88,MAG
TARA_SAMEA2622695_METAG_PDIJCBAF,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0,0.25,0,0,0,0.5,Dadabacteria,89.76,MAG
TARA_SAMEA2622695_METAG_AEILOFCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,90,MAG
TARA_SAMEA2622695_METAG_AKLMGBIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,71.03,MAG
TARA_SAMEA2622695_METAG_BPMNPGCH,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,80.46,MAG
TARA_SAMEA2622695_METAG_NBODBOJL,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.25,0.75,0.5,0,0,0.75,Patescibacteria,81.88,MAG
TARA_SAMEA2622695_METAG_PFIPIGLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,71.76,MAG
TARA_SAMEA2622695_METAG_GHODCPJE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,69.73,MAG
TARA_SAMEA2623673_METAG_NPAGHBDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.62,MAG
TARA_SAMEA2622695_METAG_HDDKBBJE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,52.13,MAG
TARA_SAMEA2622695_METAG_EDKPFFKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,87.68,MAG
TARA_SAMEA2622695_METAG_ANABGHBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,62.92,MAG
TARA_SAMEA2622695_METAG_NODEOPPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,32.78,MAG
TARA_SAMEA2622695_METAG_PDJOKEGE,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Chloroflexota,93,MAG
TARA_SAMEA2622695_METAG_MCPOHDEN,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Other,98.2,MAG
TARA_SAMEA2622695_METAG_OJINBHKI,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Actinobacteriota,82.43,MAG
TARA_SAMEA2622695_METAG_PGHJANKB,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,71.76,MAG
TARA_SAMEA2622695_METAG_PGGNBLAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,71.59,MAG
TARA_SAMEA2622695_METAG_GBECDJPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,53.22,MAG
TARA_SAMEA2622695_METAG_ICANJECH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,63.9,MAG
TARA_SAMEA2622695_METAG_MPJOILHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,26.37,MAG
TARA_SAMEA2622695_METAG_AGICOFCM,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,65.54,MAG
TARA_SAMEA2622695_METAG_HBIFMLDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,64.12,MAG
TARA_SAMEA2622695_METAG_BBACICGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,84.74,MAG
TARA_SAMEA2622695_METAG_APGJKNOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,66.74,MAG
TARA_SAMEA2622695_METAG_PLNCCHBM,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0,0.25,0,0,0,0.5,Dadabacteria,84.15,MAG
TARA_SAMEA2622695_METAG_IMNGBJIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,77.16,MAG
TARA_SAMEA2622695_METAG_DDMCKNAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,46.59,MAG
TARA_SAMEA2622695_METAG_MMOMEIIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,78.02,MAG
TARA_SAMEA2622695_METAG_CEJEDIEF,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,32.76,MAG
TARA_SAMEA2622695_METAG_LKPACOJA,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,63.4,MAG
TARA_SAMEA2622695_METAG_GHHKMBNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,65.02,MAG
TARA_SAMEA2622695_METAG_IBJPNBNK,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,78.74,MAG
TARA_SAMEA2622695_METAG_KFCOMGLG,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,78.56,MAG
TARA_SAMEA2622695_METAG_JOLINOKK,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,64.68,MAG
TARA_SAMEA2622695_METAG_MJFPBDBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,47.76,MAG
TARA_SAMEA2623673_METAG_DAHIKCHG,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0,0,0,0,0,0.25,Archaea-Poseidoniia MGIIb,81.31,MAG
TARA_SAMEA2623673_METAG_DFBAMGMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,76.98,MAG
TARA_SAMEA2621003_METAG_NGOOFECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,57.16,MAG
TARA_SAMEA2621003_METAG_IILNJEGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,48.59,MAG
TARA_SAMEA2621003_METAG_NEIALDOO,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Acidobacteriota,79.8,MAG
TARA_SAMEA2621003_METAG_DFPGDDMH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,73.93,MAG
TARA_SAMEA2621003_METAG_MBJBHLKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,57.96,MAG
TARA_SAMEA2621003_METAG_NKLNNGOP,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,93.54,MAG
TARA_SAMEA2621003_METAG_LJAOJEJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,75.15,MAG
TARA_SAMEA2621003_METAG_LONJHIKP,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,83.72,MAG
TARA_SAMEA2621003_METAG_GKIPLJBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,80.9,MAG
TARA_SAMEA2621003_METAG_CLNCFPMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,68.44,MAG
TARA_SAMEA2621003_METAG_BCIAJAPF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,72.55,MAG
TARA_SAMEA2621003_METAG_KIJGLKJD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,72.68,MAG
TARA_SAMEA2621003_METAG_OKPFFNFJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,61.64,MAG
TARA_SAMEA2621003_METAG_NAAANLPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,52.54,MAG
TARA_SAMEA2621003_METAG_LNHEEHHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,71.99,MAG
TARA_SAMEA2621003_METAG_PICEFIMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,51.96,MAG
TARA_SAMEA2621003_METAG_IGCKCEMM,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0,0,0,0,0,0.25,Gamma-Other,81.23,MAG
TARA_SAMEA2623673_METAG_KNMNMNFD,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Archaea-Poseidoniia MGIIb,72.81,MAG
TARA_SAMEA2621003_METAG_LCINKBEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,56.95,MAG
TARA_SAMEA2621003_METAG_POCCMMDI,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Actinobacteriota,82.56,MAG
TARA_SAMEA2621003_METAG_NFEBEMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,88.1,MAG
TARA_SAMEA2621003_METAG_IDCMILDK,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Actinobacteriota,62.36,MAG
TARA_SAMEA2623673_METAG_MFAGJHJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,58.16,MAG
TARA_SAMEA2621003_METAG_CKNNHJHJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,86.12,MAG
TARA_SAMEA2621003_METAG_PAEHEGHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,44.34,MAG
TARA_SAMEA2621003_METAG_NOJLDEDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,84.18,MAG
TARA_SAMEA2621003_METAG_IIEANHKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinisomatota,90.74,MAG
TARA_SAMEA2621003_METAG_AMEFIIEJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,31.19,MAG
TARA_SAMEA2621003_METAG_JANBCBLK,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Bacteria-Other,46.3,MAG
TARA_SAMEA2621003_METAG_FEFMCFGM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,87.91,MAG
TARA_SAMEA2621003_METAG_NBMIIIFD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,62.5,MAG
TARA_SAMEA2622149_METAG_JJFGLAKF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,85.35,MAG
TARA_SAMEA2621003_METAG_PPJNCIAP,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Actinobacteriota,90.1,MAG
TARA_SAMEA2621003_METAG_IMCOGLBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,67.39,MAG
TARA_SAMEA2621003_METAG_OGFJGMLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,58.98,MAG
TARA_SAMEA2621003_METAG_DBACCALG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verrucomicrobiota,49.01,MAG
TARA_SAMEA2622149_METAG_IKJDKIKK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,76.58,MAG
TARA_SAMEA2620039_METAG_IEPAAMOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,49.72,MAG
TARA_SAMEA2620039_METAG_AAJNNOPI,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,74.7,MAG
TARA_SAMEA2622149_METAG_JCGKPGOM,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,Archaea-Other,80.4,MAG
TARA_SAMEA2622149_METAG_ACMODMPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.9,MAG
TARA_SAMEA2620039_METAG_PKMPEJIF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Pelagibacter,85.9,MAG
TARA_SAMEA2620039_METAG_DODHLDOO,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Marinisomatota,68.9,MAG
TARA_SAMEA2620039_METAG_JJFOOACM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,44.74,MAG
TARA_SAMEA2622149_METAG_GECCCMLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,56.54,MAG
TARA_SAMEA2623385_METAG_MDINFNFE,0,0,0,0,1,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.5,0,0,0.5,Planctomycetota,55.18,MAG
TARA_SAMEA2622658_METAG_LBJLMOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpha-Other,65.35,MAG
TARA_SAMEA2622658_METAG_GBDJKCIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,67.82,MAG
TARA_SAMEA2622658_METAG_EIIDDJOB,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Other,73.73,MAG
TARA_SAMEA2622658_METAG_DELLKPFG,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Bacteroidota,76.12,MAG
TARA_SAMEA2622658_METAG_PDNPKBPJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,35.78,MAG
TARA_SAMEA2622658_METAG_KHEMCOBH,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,Bacteroidota,58.4,MAG
TARA_SAMEA2622658_METAG_EMPHMLFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-SAR86,71.98,MAG
TARA_SAMEA2622658_METAG_AFBJCHIA,0,0,0,0,1,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0.25,Planctomycetota,68.68,MAG
