V1	V2	V3	V4	V5	V6	V7	V8
17254	*	TARA_SAMEA2622678_METAG-scaffold_1053-	K00485	261.8	444.7	1.8e-129	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622678_METAG_DGIMIMCC
17255	*	TARA_SAMEA2622678_METAG-scaffold_4519-	K00485	261.8	294.3	5.6e-84	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622678_METAG_KGFMGFIB
17256	*	TARA_SAMEA2622678_METAG-scaffold_3061-	K00485	261.8	431.8	1.4e-125	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622678_METAG_JGLNPOOL
17257	*	TARA_SAMEA4397772_METAG-scaffold_600-	K00485	261.8	428.8	1.2e-124	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA4397772_METAG_JHGNKBND
17258	*	TARA_SAMEA4397772_METAG-scaffold_158-	K00485	261.8	427.8	2.3e-124	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA4397772_METAG_BICOGJOI
17259	*	TARA_SAMEA2621247_METAG-scaffold_284-	K00485	261.8	423	6.5e-123	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621247_METAG_BFIJLOGC
17260	*	TARA_SAMEA2621247_METAG-scaffold_1558-	K00485	261.8	314.3	5e-90	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621247_METAG_IMMEPKJM
17261	*	TARA_SAMEA2621247_METAG-scaffold_20-	K00485	261.8	322.8	1.4e-92	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621247_METAG_NPJDFJGK
17262	*	TARA_SAMEA2621247_METAG-scaffold_26-	K00485	261.8	309.3	1.6e-88	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621247_METAG_NPJDFJGK
17263	*	TARA_SAMEA2621247_METAG-scaffold_2177-	K00485	261.8	430.7	3e-125	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621247_METAG_CNAAFAAE
17264	*	TARA_SAMEA2621247_METAG-scaffold_1920-	K00485	261.8	335.7	1.6e-96	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621247_METAG_FOKJHEGI
17265	*	TARA_SAMEA2621247_METAG-scaffold_330-	K00485	261.8	419.3	9e-122	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621247_METAG_PBOKLNAM
17266	*	TARA_SAMEA2621247_METAG-scaffold_1517-	K00485	261.8	418.5	1.6e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621247_METAG_DGDODEBO
17267	*	TARA_SAMEA2621045_METAG-scaffold_6250-	K00485	261.8	359.4	1.1e-103	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621045_METAG_BFBLPAPC
17268	*	TARA_SAMEA2621045_METAG-scaffold_1448-	K00485	261.8	414.1	3.2e-120	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621045_METAG_HNJEAKEC
17269	*	TARA_SAMEA2621045_METAG-scaffold_5926-	K00485	261.8	445.4	1.1e-129	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621045_METAG_APCADPLD
17270	*	TARA_SAMEA2621859_METAG-scaffold_42-	K00485	261.8	418.2	1.9e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621859_METAG_CBCJGFPK
17271	*	TARA_SAMEA2622452_METAG-scaffold_4370-	K00485	261.8	406.7	5.8e-118	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622452_METAG_DJBJOFAH
17272	*	TARA_SAMEA2622452_METAG-scaffold_4220-	K00485	261.8	449.6	5.8e-131	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622452_METAG_BOIGFBNH
17273	*	TARA_SAMEA2622452_METAG-scaffold_14808-	K00485	261.8	419	1e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622452_METAG_JDCBJKDH
17274	*	TARA_SAMEA2622452_METAG-scaffold_2075-	K00485	261.8	442.9	6.3e-129	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622452_METAG_MIPKMKKJ
17275	*	TARA_SAMEA2622376_METAG-scaffold_196-	K00485	261.8	318.9	2.1e-91	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622376_METAG_HEDHIPCE
17276	*	TARA_SAMEA2622376_METAG-scaffold_1160-	K00485	261.8	418.3	1.7e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622376_METAG_LJOCFIFF
17277	*	TARA_SAMEA2622376_METAG-scaffold_4303-	K00485	261.8	417.5	3e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622376_METAG_LLAMOINK
17278	*	TARA_SAMEA2622376_METAG-scaffold_4208-	K00485	261.8	407.5	3.1e-118	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622376_METAG_BOMNKCCI
17279	*	TARA_SAMEA2619857_METAG-scaffold_1533-	K00485	261.8	421.9	1.4e-122	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619857_METAG_MEGCLEOO
17280	*	TARA_SAMEA2619857_METAG-scaffold_20719-	K00485	261.8	420.9	3e-122	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619857_METAG_AKOMAKNI
17281	*	TARA_SAMEA2619857_METAG-scaffold_4301-	K00485	261.8	461.2	1.9e-134	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619857_METAG_IGMOCLMD
17282	*	TARA_SAMEA2622316_METAG-scaffold_45-	K00485	261.8	402.1	1.4e-116	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622316_METAG_FCDKBPAD
17283	*	TARA_SAMEA2622316_METAG-scaffold_527-	K00485	261.8	418.3	1.7e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622316_METAG_KLOHDFHE
17284	*	TARA_SAMEA2622316_METAG-scaffold_444-	K00485	261.8	416.6	5.8e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622316_METAG_JAMFKAPB
17285	*	TARA_SAMEA2622316_METAG-scaffold_1032-	K00485	261.8	417.5	3e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622316_METAG_FGOPNPLH
17286	*	TARA_SAMEA2622316_METAG-scaffold_3969-	K00485	261.8	462.4	8e-135	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622316_METAG_CCDCIFKI
17287	*	TARA_SAMEA2619927_METAG-scaffold_218-	K00485	261.8	417.6	2.8e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619927_METAG_GCMANFEE
17288	*	TARA_SAMEA2619927_METAG-scaffold_201-	K00485	261.8	461.2	1.9e-134	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619927_METAG_CGOLOOAK
17289	*	TARA_SAMEA2623907_METAG-scaffold_4174-	K00485	261.8	295.4	2.5e-84	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623907_METAG_FJIGGKKP
17290	*	TARA_SAMEA2619907_METAG-scaffold_348-	K00485	261.8	412.6	9.5e-120	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619907_METAG_BGFNPMII
17291	*	TARA_SAMEA2619907_METAG-scaffold_807-	K00485	261.8	405.3	1.4e-117	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619907_METAG_BGFNPMII
17292	*	TARA_SAMEA2619907_METAG-scaffold_1637-	K00485	261.8	414.6	2.3e-120	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619907_METAG_BGFNPMII
17293	*	TARA_SAMEA2619907_METAG-scaffold_1637-	K00485	261.8	391	3.1e-113	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619907_METAG_BGFNPMII
17294	*	TARA_SAMEA2619907_METAG-scaffold_45-	K00485	261.8	350.1	7.7e-101	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619907_METAG_GFEAOAFP
17295	*	TARA_SAMEA2623463_METAG-scaffold_1963-	K00485	261.8	342.9	1.1e-98	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623463_METAG_JILLCGBA
17296	*	TARA_SAMEA2623463_METAG-scaffold_5-	K00485	261.8	451.7	1.4e-131	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623463_METAG_JEDKAICA
17297	*	TARA_SAMEA2623463_METAG-scaffold_25-	K00485	261.8	325.2	2.4e-93	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623463_METAG_KOBBDBJG
17298	*	TARA_SAMEA2623463_METAG-scaffold_41-	K00485	261.8	450.2	4e-131	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623463_METAG_KOBBDBJG
17299	*	TARA_SAMEA2623463_METAG-scaffold_1519-	K00485	261.8	380.4	5e-110	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623463_METAG_EJFDGHLL
17300	*	TARA_SAMEA2623463_METAG-scaffold_26043-	K00485	261.8	345.1	2.4e-99	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623463_METAG_KOGNNPAI
17301	*	TARA_SAMEA2623463_METAG-scaffold_5674-	K00485	261.8	421.8	1.5e-122	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623463_METAG_NHKANIDM
17302	*	TARA_SAMEA2622733_METAG-scaffold_6-	K00485	261.8	351.9	2.1e-101	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622733_METAG_LFFPGBHH
17303	*	TARA_SAMEA2622733_METAG-scaffold_23662-	K00485	261.8	402	1.5e-116	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622733_METAG_NIMFDCCL
17304	*	TARA_SAMEA2622733_METAG-scaffold_29526-	K00485	261.8	406.9	5e-118	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622733_METAG_NIMFDCCL
17305	*	TARA_SAMEA2622733_METAG-scaffold_1703-	K00485	261.8	442.4	8.8e-129	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622733_METAG_OPBOKIPG
17306	*	TARA_SAMEA2622733_METAG-scaffold_28704-	K00485	261.8	424.2	2.9e-123	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622733_METAG_CPNEOKKN
17307	*	TARA_SAMEA2619952_METAG-scaffold_1851-	K00485	261.8	461.2	1.9e-134	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619952_METAG_MPKGBAGM
17308	*	TARA_SAMEA2619952_METAG-scaffold_219-	K00485	261.8	417.4	3.4e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619952_METAG_KLBOMBDA
17309	*	TARA_SAMEA2619952_METAG-scaffold_2114-	K00485	261.8	417.3	3.5e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619952_METAG_GELCPDFH
17310	*	TARA_SAMEA2623774_METAG-scaffold_1116-	K00485	261.8	421.7	1.6e-122	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623774_METAG_GAAGPBCP
17311	*	TARA_SAMEA2623774_METAG-scaffold_10495-	K00485	261.8	441.9	1.3e-128	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623774_METAG_GNHMMOML
17312	*	TARA_SAMEA2623513_METAG-scaffold_27-	K00485	261.8	345.1	2.4e-99	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623513_METAG_KLMILHAC
17313	*	TARA_SAMEA2623513_METAG-scaffold_1113-	K00485	261.8	352.1	1.8e-101	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623513_METAG_JEHEGMBA
17314	*	TARA_SAMEA2621536_METAG-scaffold_2356-	K00485	261.8	406.6	5.9e-118	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621536_METAG_OOACMHIB
17315	*	TARA_SAMEA2622149_METAG-scaffold_21056-	K00485	261.8	298.4	3.2e-85	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622149_METAG_ENLLIFBN
17316	*	TARA_SAMEA2622149_METAG-scaffold_844-	K00485	261.8	345.1	2.4e-99	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622149_METAG_HDEPKFIK
17317	*	TARA_SAMEA2622149_METAG-scaffold_13185-	K00485	261.8	327.1	6.7e-94	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622149_METAG_OHHDMLLP
17318	*	TARA_SAMEA2622149_METAG-scaffold_15057-	K00485	261.8	327.4	5.4e-94	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622149_METAG_OHHDMLLP
17319	*	TARA_SAMEA2622149_METAG-scaffold_13334-	K00485	261.8	339.8	9.9e-98	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622149_METAG_MMCCCFBP
17320	*	TARA_SAMEA2591057_METAG-scaffold_5354-	K00485	261.8	427.4	3e-124	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591057_METAG_BHJMOKBG
17321	*	TARA_SAMEA2591057_METAG-scaffold_1220-	K00485	261.8	359	1.5e-103	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591057_METAG_KOGJDGPH
17322	*	TARA_SAMEA2591057_METAG-scaffold_1786-	K00485	261.8	436.7	4.8e-127	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591057_METAG_MEICDCIG
17323	*	TARA_SAMEA2591057_METAG-scaffold_358-	K00485	261.8	399	1.2e-115	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591057_METAG_IAEIEBLI
17324	*	TARA_SAMEA2591057_METAG-scaffold_239-	K00485	261.8	462.1	9.6e-135	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591057_METAG_DNMMPBCK
17325	*	TARA_SAMEA2591057_METAG-scaffold_13634-	K00485	261.8	414.1	3.2e-120	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591057_METAG_GDPMDJFA
17326	*	TARA_SAMEA2591057_METAG-scaffold_9910-	K00485	261.8	419	1.1e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591057_METAG_CFFFBKJN
17327	*	TARA_SAMEA2591057_METAG-scaffold_8191-	K00485	261.8	421.9	1.4e-122	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591057_METAG_CFFFBKJN
17328	*	TARA_SAMEA2620828_METAG-scaffold_24-	K00485	261.8	331	4.3e-95	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2620828_METAG_JFDLHEAJ
17329	*	TARA_SAMEA2620828_METAG-scaffold_39286-	K00485	261.8	376.9	5.9e-109	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2620828_METAG_CKGPKFNM
17330	*	TARA_SAMEA2621013_METAG-scaffold_932-	K00485	261.8	414.1	3.2e-120	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621013_METAG_GPOKKEEM
17331	*	TARA_SAMEA2620000_METAG-scaffold_170-	K00485	261.8	417.4	3.4e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2620000_METAG_OKOONDGL
17332	*	TARA_SAMEA2622021_METAG-scaffold_1637-	K00485	261.8	417.4	3.3e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622021_METAG_IHKGGJDE
17333	*	TARA_SAMEA2622021_METAG-scaffold_191-	K00485	261.8	444.3	2.4e-129	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622021_METAG_MKDBOLNA
17334	*	TARA_SAMEA2622021_METAG-scaffold_188-	K00485	261.8	440.9	2.6e-128	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622021_METAG_KDMKCFPI
17335	*	TARA_SAMEA2623155_METAG-scaffold_7347-	K00485	261.8	345.1	2.4e-99	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623155_METAG_BCDENEPD
17336	*	TARA_SAMEA2623155_METAG-scaffold_21690-	K00485	261.8	337	6.6e-97	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623155_METAG_ICOCBAKB
17337	*	TARA_SAMEA2623155_METAG-scaffold_36693-	K00485	261.8	295.7	2.1e-84	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623155_METAG_IABBBCOF
17338	*	TARA_SAMEA2623155_METAG-scaffold_16678-	K00485	261.8	322.8	1.4e-92	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623155_METAG_JOMDOMOC
17339	*	TARA_SAMEA2619818_METAG-scaffold_433-	K00485	261.8	417.2	3.8e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619818_METAG_LNPJJIAC
17340	*	TARA_SAMEA2619818_METAG-scaffold_3174-	K00485	261.8	421	2.6e-122	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619818_METAG_IFECNKJG
17341	*	TARA_SAMEA2619818_METAG-scaffold_9933-	K00485	261.8	458.8	9.5e-134	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619818_METAG_FCINCHNN
17342	*	TARA_SAMEA2591122_METAG-scaffold_4718-	K00485	261.8	359	1.5e-103	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591122_METAG_LNMOBCOM
17343	*	TARA_SAMEA2591122_METAG-scaffold_52869-	K00485	261.8	280.6	7.9e-80	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591122_METAG_GMKELHGK
17344	*	TARA_SAMEA2591122_METAG-scaffold_1149-	K00485	261.8	417.4	3.3e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591122_METAG_BAJAKJIO
17345	*	TARA_SAMEA2591122_METAG-scaffold_76-	K00485	261.8	413.7	4.2e-120	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591122_METAG_AONFOMCM
17346	*	TARA_SAMEA2591122_METAG-scaffold_5553-	K00485	261.8	442.9	6.5e-129	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591122_METAG_EOBGFNCA
17347	*	TARA_SAMEA2591122_METAG-scaffold_9737-	K00485	261.8	465.8	7.7e-136	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2591122_METAG_KGEMKBHK
17348	*	TARA_SAMEA2620666_METAG-scaffold_151-	K00485	261.8	431.8	1.4e-125	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2620666_METAG_GIDMECPM
17349	*	TARA_SAMEA2620666_METAG-scaffold_6429-	K00485	261.8	423	6.4e-123	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2620666_METAG_OJMAHLBC
17350	*	TARA_SAMEA2620666_METAG-scaffold_2127-	K00485	261.8	346.8	7.6e-100	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2620666_METAG_DJEECFIE
17351	*	TARA_SAMEA2620666_METAG-scaffold_25241-	K00485	261.8	423.7	4.2e-123	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2620666_METAG_IBCPCGDF
17352	*	TARA_SAMEA2623135_METAG-scaffold_2700-	K00485	261.8	421.9	1.5e-122	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623135_METAG_ENGCJLCC
17353	*	TARA_SAMEA2623135_METAG-scaffold_2690-	K00485	261.8	435.8	8.9e-127	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623135_METAG_GANIGMCO
17354	*	TARA_SAMEA2623135_METAG-scaffold_2509-	K00485	261.8	407.8	2.6e-118	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623135_METAG_FBKPEOOB
17355	*	TARA_SAMEA2623135_METAG-scaffold_100-	K00485	261.8	411.5	2e-119	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2623135_METAG_BPANGGHE
17356	*	TARA_SAMEA2619678_METAG-scaffold_666-	K00485	261.8	421.8	1.5e-122	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619678_METAG_OMOJKADM
17357	*	TARA_SAMEA2619678_METAG-scaffold_765-	K00485	261.8	411.3	2.4e-119	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619678_METAG_BJMDFJPD
17358	*	TARA_SAMEA2619678_METAG-scaffold_1447-	K00485	261.8	412.6	9.3e-120	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619678_METAG_FGBDFPLI
17359	*	TARA_SAMEA2619678_METAG-scaffold_841-	K00485	261.8	442.9	6.5e-129	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619678_METAG_FFFHAJAL
17360	*	TARA_SAMEA2619678_METAG-scaffold_1402-	K00485	261.8	412.5	1e-119	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619678_METAG_IABBOJGA
17361	*	TARA_SAMEA2619678_METAG-scaffold_11685-	K00485	261.8	413.4	5.2e-120	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619678_METAG_HDDIDKPA
17362	*	TARA_SAMEA2619678_METAG-scaffold_3065-	K00485	261.8	407.4	3.5e-118	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619678_METAG_FLOHMMBE
17363	*	TARA_SAMEA2622568_METAG-scaffold_597-	K00485	261.8	314.2	5.4e-90	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622568_METAG_EACJFFJJ
17364	*	TARA_SAMEA2622568_METAG-scaffold_2189-	K00485	261.8	322.4	1.8e-92	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622568_METAG_EACJFFJJ
17365	*	TARA_SAMEA2622568_METAG-scaffold_1055-	K00485	261.8	431.8	1.4e-125	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622568_METAG_PKHEICIF
17366	*	TARA_SAMEA2622568_METAG-scaffold_10617-	K00485	261.8	322.8	1.4e-92	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2622568_METAG_LMIPLPMP
17367	*	TARA_SAMEA2620672_METAG-scaffold_15744-	K00485	261.8	421.3	2.2e-122	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2620672_METAG_JCDINHJN
17368	*	TARA_SAMEA2620672_METAG-scaffold_440-	K00485	261.8	462.4	8e-135	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2620672_METAG_IAGMCDNJ
17369	*	TARA_SAMEA2620672_METAG-scaffold_6656-	K00485	261.8	428.2	1.8e-124	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2620672_METAG_GGDCOIPH
17370	*	TARA_SAMEA2620672_METAG-scaffold_2942-	K00485	261.8	424.4	2.5e-123	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2620672_METAG_GACFENKB
17371	*	TARA_SAMEA2621423_METAG-scaffold_2088-	K00485	261.8	439.5	6.9e-128	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621423_METAG_KCNEFKCF
17372	*	TARA_SAMEA2621423_METAG-scaffold_4622-	K00485	261.8	417	4.3e-121	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621423_METAG_DPEEHHFC
17373	*	TARA_SAMEA2621423_METAG-scaffold_5620-	K00485	261.8	412.3	1.1e-119	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621423_METAG_OKJIDAJN
17374	*	TARA_SAMEA2621423_METAG-scaffold_1694-	K00485	261.8	313.3	9.7e-90	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621423_METAG_ODFBMHGD
17375	*	TARA_SAMEA2621423_METAG-scaffold_12899-	K00485	261.8	406.6	5.9e-118	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621423_METAG_HIMCHBON
17376	*	TARA_SAMEA2621423_METAG-scaffold_2629-	K00485	261.8	413.5	5.1e-120	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2621423_METAG_IKGPEHIP
17377	*	TARA_SAMEA2620404_METAG-scaffold_520-	K00485	261.8	405.8	1.1e-117	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2620404_METAG_INHDNBHL
17378	*	TARA_SAMEA2619376_METAG-scaffold_4853-	K00485	261.8	461.3	1.7e-134	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619376_METAG_EPECHACJ
17379	*	TARA_SAMEA2619376_METAG-scaffold_81-	K00485	261.8	421.5	1.9e-122	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619376_METAG_NFOJNJFA
17380	*	TARA_SAMEA2619376_METAG-scaffold_3200-	K00485	261.8	414.1	3.2e-120	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	TARA_SAMEA2619376_METAG_AJHKJEPA
