"","Step1:K01740","Step1:met17_align","Step2:K17285"
"GORG_SAMEA6078721_SAGS_AG457F22",1,1,0
"GORG_SAMEA6078723_SAGS_AG457G04",1,1,0
"GORG_SAMEA6078731_SAGS_AG457G17",0,0,0
"GORG_SAMEA6078739_SAGS_AG457I04",0,0,1
"GORG_SAMEA6078752_SAGS_AG457I22",1,1,0
"GORG_SAMEA6078778_SAGS_AG457K11",1,1,0
"GORG_SAMEA6078784_SAGS_AG457K18",0,0,0
"GORG_SAMEA6076914_SAGS_AG319A02",0,1,0
"GORG_SAMEA6076915_SAGS_AG319A04",0,0,1
"TARA_SAMEA2622452_METAG_PEDLKILL",0,1,0
"GORG_SAMEA6076921_SAGS_AG319A09",1,1,0
"GORG_SAMEA6076938_SAGS_AG319B07",0,0,0
"TARA_SAMEA2621198_METAG_KJLICJBP",0,1,0
"GORG_SAMEA6077006_SAGS_AG319E21",0,0,0
"GORG_SAMEA6077012_SAGS_AG319F05",1,1,0
"GORG_SAMEA6077015_SAGS_AG319F08",1,1,0
"GORG_SAMEA6077020_SAGS_AG319F16",1,1,0
"GORG_SAMEA6077021_SAGS_AG319F18",1,1,0
"GORG_SAMEA6077024_SAGS_AG319F21",1,1,0
"TARA_SAMEA2620815_METAG_BPLCMKIF",0,1,0
"GORG_SAMEA6077043_SAGS_AG319G22",0,1,0
"TARA_SAMEA2622376_METAG_HDKANBFN",0,1,0
"GORG_SAMEA6077051_SAGS_AG319I09",1,1,0
"GORG_SAMEA6077064_SAGS_AG319J02",1,1,0
"TARA_SAMEA2622376_METAG_OKLKGPAJ",0,1,0
"GORG_SAMEA6077090_SAGS_AG319K08",0,1,0
"GORG_SAMEA6074020_SAGS_AG915K20",1,1,0
"GORG_SAMEA6074105_SAGS_AG916B03",1,1,0
"GORG_SAMEA6074111_SAGS_AG916B11",1,1,0
"GORG_SAMEA6074113_SAGS_AG916B15",1,1,0
"GORG_SAMEA6076630_SAGS_AG447M17",1,1,0
"GORG_SAMEA6076636_SAGS_AG447N02",1,1,0
"GORG_SAMEA6076652_SAGS_AG447N19",0,1,0
"GORG_SAMEA6076654_SAGS_AG447N21",1,1,0
"GORG_SAMEA6076659_SAGS_AG447O05",1,1,0
"GORG_SAMEA6078380_SAGS_AG453B18",1,1,0
"GORG_SAMEA6078388_SAGS_AG453C05",0,1,0
"GORG_SAMEA6078400_SAGS_AG453C21",0,1,0
"GORG_SAMEA6070246_SAGS_AG894O09",1,1,0
"GORG_SAMEA6070249_SAGS_AG894O14",0,1,0
"GORG_SAMEA6070251_SAGS_AG894O19",1,1,0
"GORG_SAMEA6070254_SAGS_AG894O23",0,1,0
"GORG_SAMEA6070255_SAGS_AG894P02",1,1,0
"GORG_SAMEA6070262_SAGS_AG894P10",1,1,1
"GORG_SAMEA6070271_SAGS_AG894P21",0,1,0
"GORG_SAMEA6070272_SAGS_AG894P23",1,1,0
"GORG_SAMEA6070273_SAGS_AG895A01",1,1,0
"GORG_SAMEA6070275_SAGS_AG895A09",0,1,0
"GORG_SAMEA6070276_SAGS_AG895A10",0,1,0
"GORG_SAMEA6070281_SAGS_AG895A22",0,0,0
"GORG_SAMEA6070283_SAGS_AG895B03",0,0,0
"GORG_SAMEA6070285_SAGS_AG895B06",0,0,0
"GORG_SAMEA6070286_SAGS_AG895B08",1,1,0
"GORG_SAMEA6070294_SAGS_AG895B19",1,1,0
"GORG_SAMEA6070309_SAGS_AG895D04",1,1,0
"GORG_SAMEA6070313_SAGS_AG895D09",1,1,0
"GORG_SAMEA6070321_SAGS_AG895E03",0,1,0
"GORG_SAMEA6070324_SAGS_AG895E07",1,1,0
"GORG_SAMEA6070325_SAGS_AG895E08",1,1,0
"GORG_SAMEA6070327_SAGS_AG895E15",1,1,0
"GORG_SAMEA6070329_SAGS_AG895E17",0,0,0
"GORG_SAMEA6070335_SAGS_AG895F02",0,0,0
"GORG_SAMEA6070339_SAGS_AG895F06",1,1,1
"GORG_SAMEA6070348_SAGS_AG895G04",0,0,0
"GORG_SAMEA6077712_SAGS_AG333L23",0,1,0
"GORG_SAMEA6077714_SAGS_AG333M03",1,1,1
"GORG_SAMEA6077717_SAGS_AG333M06",1,1,1
"GORG_SAMEA6077721_SAGS_AG333M10",0,0,0
"GORG_SAMEA6077753_SAGS_AG333O02",1,1,0
"GORG_SAMEA6077755_SAGS_AG333O04",1,1,0
"GORG_SAMEA6077756_SAGS_AG333O05",0,1,0
"GORG_SAMEA6077761_SAGS_AG333O11",1,1,0
"GORG_SAMEA6077762_SAGS_AG333O13",0,0,0
"GORG_SAMEA6077778_SAGS_AG333P08",1,1,0
"GORG_SAMEA6077779_SAGS_AG333P09",0,1,0
"GORG_SAMEA6077782_SAGS_AG333P13",1,1,0
"GORG_SAMEA6077783_SAGS_AG333P14",1,1,0
"GORG_SAMEA6077807_SAGS_AG337A23",1,1,1
"GORG_SAMEA6073796_SAGS_AG914K18",0,0,0
"GORG_SAMEA6073823_SAGS_AG914M11",1,1,0
"GORG_SAMEA6073824_SAGS_AG914M13",1,1,0
"GORG_SAMEA6073825_SAGS_AG914M14",1,1,0
"GORG_SAMEA6073829_SAGS_AG914M21",1,1,1
"GORG_SAMEA6073834_SAGS_AG914N11",1,1,0
"GORG_SAMEA6073841_SAGS_AG914N20",1,1,0
"GORG_SAMEA6073850_SAGS_AG914O08",1,1,0
"GORG_SAMEA6073851_SAGS_AG914O09",1,1,0
"GORG_SAMEA6073853_SAGS_AG914O14",1,1,0
"GORG_SAMEA6073863_SAGS_AG914P04",1,1,0
"GORG_SAMEA6073866_SAGS_AG914P09",1,1,0
"GORG_SAMEA6073867_SAGS_AG914P10",1,1,0
"GORG_SAMEA6073869_SAGS_AG914P16",1,1,0
"GORG_SAMEA6073871_SAGS_AG914P19",1,1,0
"GORG_SAMEA6073873_SAGS_AG914P22",1,1,0
"GORG_SAMEA6073874_SAGS_AG914P23",0,1,0
"GORG_SAMEA6073880_SAGS_AG915A06",1,1,0
"GORG_SAMEA6073882_SAGS_AG915A08",1,1,0
"GORG_SAMEA6073884_SAGS_AG915A11",1,1,0
"GORG_SAMEA6073887_SAGS_AG915A16",0,0,0
"GORG_SAMEA6073892_SAGS_AG915A23",1,1,0
"GORG_SAMEA6073900_SAGS_AG915B19",1,1,1
"GORG_SAMEA6073901_SAGS_AG915B20",1,1,0
"GORG_SAMEA6073903_SAGS_AG915B22",1,1,0
"GORG_SAMEA6073904_SAGS_AG915B23",1,1,0
"GORG_SAMEA6073907_SAGS_AG915C06",1,1,0
"GORG_SAMEA6073909_SAGS_AG915C08",1,1,0
"GORG_SAMEA6073912_SAGS_AG915C17",0,1,0
"GORG_SAMEA6073917_SAGS_AG915D02",0,1,0
"GORG_SAMEA6073919_SAGS_AG915D04",1,1,0
"GORG_SAMEA6073920_SAGS_AG915D06",0,0,0
"GORG_SAMEA6073922_SAGS_AG915D08",1,1,0
"GORG_SAMEA6073929_SAGS_AG915D19",1,1,0
"GORG_SAMEA6073930_SAGS_AG915D22",1,1,0
"GORG_SAMEA6073936_SAGS_AG915E06",1,1,0
"GORG_SAMEA6076426_SAGS_AG447A20",0,1,0
"GORG_SAMEA6076427_SAGS_AG447A22",1,1,0
"GORG_SAMEA6076429_SAGS_AG447B03",1,1,0
"GORG_SAMEA6076442_SAGS_AG447B20",1,1,0
"GORG_SAMEA6076443_SAGS_AG447B21",1,1,0
"GORG_SAMEA6076444_SAGS_AG447B22",1,1,0
"GORG_SAMEA6076451_SAGS_AG447C08",0,1,0
"GORG_SAMEA6076465_SAGS_AG447D04",1,1,0
"GORG_SAMEA6076473_SAGS_AG447D13",1,1,0
"GORG_SAMEA6076482_SAGS_AG447D22",1,1,0
"GORG_SAMEA6076484_SAGS_AG447E02",1,1,0
"GORG_SAMEA6076489_SAGS_AG447E08",1,1,0
"GORG_SAMEA6076498_SAGS_AG447E19",1,1,0
"GORG_SAMEA6076499_SAGS_AG447E20",1,1,0
"GORG_SAMEA6076501_SAGS_AG447E22",0,1,0
"GORG_SAMEA6076503_SAGS_AG447F02",0,1,0
"GORG_SAMEA6076504_SAGS_AG447F03",0,1,0
"GORG_SAMEA6076508_SAGS_AG447F07",1,1,0
"GORG_SAMEA6076515_SAGS_AG447F16",1,1,0
"GORG_SAMEA6076519_SAGS_AG447F22",1,1,0
"GORG_SAMEA6076523_SAGS_AG447G05",1,1,0
"GORG_SAMEA6076532_SAGS_AG447G15",1,1,0
"GORG_SAMEA6080369_SAGS_AG439N12",1,1,0
"GORG_SAMEA6079203_SAGS_AG464J02",1,1,0
"GORG_SAMEA6079204_SAGS_AG464J03",0,0,0
"GORG_SAMEA6079224_SAGS_AG464K11",0,1,0
"GORG_SAMEA6079229_SAGS_AG464K18",0,1,1
"TARA_SAMEA2622376_METAG_GHOJEKGD",0,1,0
"GORG_SAMEA6079297_SAGS_AG470A17",0,0,0
"GORG_SAMEA6079316_SAGS_AG470B18",0,0,0
"GORG_SAMEA6079324_SAGS_AG470C08",0,1,0
"GORG_SAMEA6079325_SAGS_AG470C13",0,1,0
"GORG_SAMEA6079335_SAGS_AG470D02",1,1,0
"GORG_SAMEA6079339_SAGS_AG470D11",0,1,0
"GORG_SAMEA6079343_SAGS_AG470D16",1,1,0
"GORG_SAMEA6079361_SAGS_AG470E16",1,1,0
"GORG_SAMEA6079370_SAGS_AG470F08",1,1,0
"GORG_SAMEA6079382_SAGS_AG470G09",1,1,0
"GORG_SAMEA6079391_SAGS_AG470G21",1,1,1
"GORG_SAMEA6079392_SAGS_AG470G22",0,1,0
"GORG_SAMEA6076759_SAGS_AG313E13",0,1,0
"GORG_SAMEA6076767_SAGS_AG313F06",1,1,1
"GORG_SAMEA6077297_SAGS_AG325E20",0,1,0
"GORG_SAMEA6077299_SAGS_AG325E22",1,1,0
"GORG_SAMEA6077300_SAGS_AG325E23",1,1,0
"GORG_SAMEA6077309_SAGS_AG325F13",1,1,1
"GORG_SAMEA6077311_SAGS_AG325F15",1,1,1
"GORG_SAMEA6077312_SAGS_AG325F16",1,1,0
"GORG_SAMEA6077318_SAGS_AG325F23",1,1,0
"GORG_SAMEA6077328_SAGS_AG325G13",1,1,0
"GORG_SAMEA6077339_SAGS_AG325I03",1,1,0
"GORG_SAMEA6077345_SAGS_AG325I09",1,1,0
"GORG_SAMEA6077362_SAGS_AG325J06",1,1,0
"GORG_SAMEA6077368_SAGS_AG325J13",1,1,0
"GORG_SAMEA6077378_SAGS_AG325K02",1,1,1
"GORG_SAMEA6077379_SAGS_AG325K03",1,1,0
"GORG_SAMEA6077383_SAGS_AG325K07",1,1,1
"GORG_SAMEA6077401_SAGS_AG325L05",1,1,1
"GORG_SAMEA6077417_SAGS_AG325L22",1,1,0
"GORG_SAMEA6077430_SAGS_AG325M17",1,1,0
"GORG_SAMEA6077432_SAGS_AG325M19",0,1,0
"GORG_SAMEA6077463_SAGS_AG325O10",0,1,1
"GORG_SAMEA6077470_SAGS_AG325O18",1,1,0
"GORG_SAMEA6077471_SAGS_AG325O19",1,1,0
"GORG_SAMEA6077483_SAGS_AG325P08",1,1,1
"GORG_SAMEA6077490_SAGS_AG325P17",0,1,0
"GORG_SAMEA6077491_SAGS_AG325P18",1,1,0
"GORG_SAMEA6077494_SAGS_AG325P21",1,1,1
"GORG_SAMEA6077496_SAGS_AG325P23",1,1,0
"GORG_SAMEA6073676_SAGS_AG914B14",1,1,0
"GORG_SAMEA6073683_SAGS_AG914B23",0,1,0
"GORG_SAMEA6073688_SAGS_AG914C07",1,1,0
"GORG_SAMEA6073703_SAGS_AG914D05",1,1,0
"GORG_SAMEA6073705_SAGS_AG914D07",1,1,0
"GORG_SAMEA6073712_SAGS_AG914D20",1,1,0
"GORG_SAMEA6073717_SAGS_AG914E06",1,1,0
"GORG_SAMEA6073718_SAGS_AG914E07",1,1,0
"GORG_SAMEA6073720_SAGS_AG914E11",0,0,0
"GORG_SAMEA6073723_SAGS_AG914E17",1,1,0
"GORG_SAMEA6073738_SAGS_AG914F18",1,1,0
"GORG_SAMEA6073739_SAGS_AG914F19",1,1,0
"GORG_SAMEA6073741_SAGS_AG914F23",1,1,0
"GORG_SAMEA6073750_SAGS_AG914G15",1,1,0
"GORG_SAMEA6073754_SAGS_AG914G22",1,1,0
"GORG_SAMEA6073758_SAGS_AG914I04",1,1,0
"GORG_SAMEA6073769_SAGS_AG914I22",1,1,0
"GORG_SAMEA6073774_SAGS_AG914J05",1,1,0
"GORG_SAMEA6073793_SAGS_AG914K13",1,1,0
"GORG_SAMEA6073798_SAGS_AG914K21",1,1,0
"GORG_SAMEA6073801_SAGS_AG914L04",0,1,0
"GORG_SAMEA6073805_SAGS_AG914L10",1,1,0
"GORG_SAMEA6073808_SAGS_AG914L14",1,1,0
"GORG_SAMEA6073820_SAGS_AG914M07",0,0,0
"GORG_SAMEA6073821_SAGS_AG914M08",1,1,0
"GORG_SAMEA6073842_SAGS_AG914N21",0,1,0
"GORG_SAMEA6076425_SAGS_AG447A19",0,1,0
"GORG_SAMEA6080259_SAGS_AG439E23",0,1,0
"GORG_SAMEA6080265_SAGS_AG439F10",0,1,0
"GORG_SAMEA6080287_SAGS_AG439I10",0,1,0
"GORG_SAMEA6080289_SAGS_AG439I14",0,1,0
"GORG_SAMEA6080291_SAGS_AG439I17",1,1,0
"GORG_SAMEA6080319_SAGS_AG439K12",1,1,0
"GORG_SAMEA6080322_SAGS_AG439K16",1,1,0
"GORG_SAMEA6080331_SAGS_AG439L07",1,1,0
"GORG_SAMEA6080334_SAGS_AG439L10",1,1,0
"TARA_SAMEA2622376_METAG_MDLMJNDB",0,0,0
"GORG_SAMEA6080359_SAGS_AG439M21",1,1,0
"GORG_SAMEA6080365_SAGS_AG439N06",0,0,0
"GORG_SAMEA6080379_SAGS_AG439O04",1,1,0
"GORG_SAMEA6080380_SAGS_AG439O05",0,1,0
"GORG_SAMEA6080397_SAGS_AG439P04",1,1,0
"GORG_SAMEA6080400_SAGS_AG439P13",1,1,0
"GORG_SAMEA6080403_SAGS_AG439P17",0,1,0
"GORG_SAMEA6067943_SAGS_AH324A03",1,1,0
"GORG_SAMEA6067944_SAGS_AH324A07",1,1,1
"GORG_SAMEA6067946_SAGS_AH324A10",1,1,0
"GORG_SAMEA6067951_SAGS_AH324A18",0,1,0
"GORG_SAMEA6067974_SAGS_AH324C16",1,1,0
"GORG_SAMEA6067981_SAGS_AH324D10",1,1,0
"TARA_SAMEA2621176_METAG_LNAHJKBF",0,1,0
"GORG_SAMEA6067994_SAGS_AH324E10",1,1,0
"GORG_SAMEA6068002_SAGS_AH324F03",1,1,0
"GORG_SAMEA6068007_SAGS_AH324F11",1,1,0
"GORG_SAMEA6068010_SAGS_AH324F15",1,1,0
"GORG_SAMEA6068021_SAGS_AH324G13",1,1,0
"GORG_SAMEA6068022_SAGS_AH324G14",0,1,0
"GORG_SAMEA6068029_SAGS_AH324G23",0,1,0
"GORG_SAMEA6068034_SAGS_AH324I08",0,0,0
"GORG_SAMEA6068039_SAGS_AH324I20",1,1,0
"GORG_SAMEA6068046_SAGS_AH324J07",1,1,0
"GORG_SAMEA6068049_SAGS_AH324J11",1,1,0
"GORG_SAMEA6068052_SAGS_AH324J15",0,0,0
"GORG_SAMEA6068062_SAGS_AH324K04",1,1,0
"GORG_SAMEA6068064_SAGS_AH324K07",1,1,0
"GORG_SAMEA6068067_SAGS_AH324K11",1,1,0
"GORG_SAMEA6068073_SAGS_AH324L02",0,1,0
"GORG_SAMEA6068321_SAGS_AH321L20",1,1,0
"GORG_SAMEA6068322_SAGS_AH321L23",1,1,0
"GORG_SAMEA6068324_SAGS_AH321M03",0,1,0
"GORG_SAMEA6068330_SAGS_AH321M13",1,1,0
"GORG_SAMEA6068333_SAGS_AH321M18",0,0,0
"GORG_SAMEA6068345_SAGS_AH321N11",1,1,0
"GORG_SAMEA6068349_SAGS_AH321N19",0,0,0
"GORG_SAMEA6068350_SAGS_AH321N21",1,1,0
"GORG_SAMEA6068359_SAGS_AH321O11",0,0,0
"GORG_SAMEA6068364_SAGS_AH321O20",1,1,0
"GORG_SAMEA6068366_SAGS_AH321O23",1,1,0
"GORG_SAMEA6068368_SAGS_AH321P04",1,1,0
"GORG_SAMEA6068379_SAGS_AH321P19",0,0,0
"GORG_SAMEA6070450_SAGS_AG895O17",1,1,0
"GORG_SAMEA6070460_SAGS_AG895P10",1,1,0
"GORG_SAMEA6070463_SAGS_AG895P14",0,1,1
"GORG_SAMEA6070468_SAGS_AG895P20",0,0,0
"GORG_SAMEA6070470_SAGS_AG895P22",0,0,0
"GORG_SAMEA6070475_SAGS_AG896A06",1,1,0
"GORG_SAMEA6070480_SAGS_AG896A13",0,1,0
"GORG_SAMEA6070493_SAGS_AG896B20",0,0,1
"GORG_SAMEA6070495_SAGS_AG896C07",1,1,0
"GORG_SAMEA6070517_SAGS_AG896E04",1,1,0
"GORG_SAMEA6070522_SAGS_AG896E11",1,1,0
"GORG_SAMEA6070524_SAGS_AG896E15",1,1,0
"GORG_SAMEA6070533_SAGS_AG896F06",1,1,0
"GORG_SAMEA6070544_SAGS_AG896F23",0,0,0
"GORG_SAMEA6077909_SAGS_AG337G11",1,1,1
"GORG_SAMEA6077916_SAGS_AG337G21",1,1,0
"GORG_SAMEA6077917_SAGS_AG337G22",1,1,1
"GORG_SAMEA6077918_SAGS_AG337I02",1,1,0
"GORG_SAMEA6077926_SAGS_AG337I10",1,1,0
"GORG_SAMEA6077928_SAGS_AG337I13",1,1,0
"GORG_SAMEA6077938_SAGS_AG337J02",0,0,0
"GORG_SAMEA6077940_SAGS_AG337J06",1,1,0
"GORG_SAMEA6077947_SAGS_AG337J14",0,0,0
"GORG_SAMEA6077948_SAGS_AG337J15",0,0,0
"GORG_SAMEA6077949_SAGS_AG337J16",0,1,0
"GORG_SAMEA6077959_SAGS_AG337K04",0,0,1
"GORG_SAMEA6077967_SAGS_AG337K14",1,1,0
"GORG_SAMEA6077970_SAGS_AG337K17",0,1,0
"GORG_SAMEA6077974_SAGS_AG337K21",1,1,0
"GORG_SAMEA6077977_SAGS_AG337L02",0,0,0
"GORG_SAMEA6077988_SAGS_AG337L15",0,1,0
"GORG_SAMEA6077989_SAGS_AG337L16",1,1,0
"GORG_SAMEA6077995_SAGS_AG337L23",0,1,0
"GORG_SAMEA6078000_SAGS_AG337M06",1,1,0
"GORG_SAMEA6078003_SAGS_AG337M10",0,0,1
"GORG_SAMEA6072046_SAGS_AG905B19",1,1,0
"GORG_SAMEA6072048_SAGS_AG905B21",0,1,1
"GORG_SAMEA6072052_SAGS_AG905C04",0,1,0
"GORG_SAMEA6072054_SAGS_AG905C06",1,1,0
"GORG_SAMEA6072057_SAGS_AG905C11",1,1,0
"GORG_SAMEA6072061_SAGS_AG905C17",1,1,0
"GORG_SAMEA6072072_SAGS_AG905D17",1,1,0
"GORG_SAMEA6072074_SAGS_AG905D20",0,0,0
"GORG_SAMEA6072075_SAGS_AG905D21",1,1,0
"GORG_SAMEA6072078_SAGS_AG905E04",0,1,0
"GORG_SAMEA6072081_SAGS_AG905E08",1,1,0
"GORG_SAMEA6072082_SAGS_AG905E10",1,1,0
"GORG_SAMEA6072083_SAGS_AG905E11",1,1,0
"GORG_SAMEA6072100_SAGS_AG905G02",1,1,0
"GORG_SAMEA6072102_SAGS_AG905G04",1,1,0
"GORG_SAMEA6072112_SAGS_AG905G23",1,1,0
"GORG_SAMEA6072131_SAGS_AG905J18",0,0,0
"GORG_SAMEA6075739_SAGS_AG390J11",1,1,0
"GORG_SAMEA6075740_SAGS_AG390J13",1,1,1
"GORG_SAMEA6075741_SAGS_AG390J14",0,1,0
"GORG_SAMEA6075748_SAGS_AG390J21",1,1,0
"GORG_SAMEA6075754_SAGS_AG390K05",1,1,0
"GORG_SAMEA6075755_SAGS_AG390K06",1,1,0
"GORG_SAMEA6075756_SAGS_AG390K07",0,1,0
"GORG_SAMEA6075760_SAGS_AG390K13",1,1,0
"GORG_SAMEA6075763_SAGS_AG390K16",1,1,0
"GORG_SAMEA6075765_SAGS_AG390K18",1,1,0
"GORG_SAMEA6075769_SAGS_AG390K22",1,1,0
"TARA_SAMEA2619857_METAG_LJLJCPCM",0,1,0
"GORG_SAMEA6075772_SAGS_AG390L03",1,1,1
"GORG_SAMEA6075784_SAGS_AG390L16",1,1,0
"GORG_SAMEA6075785_SAGS_AG390L17",1,1,0
"GORG_SAMEA6075788_SAGS_AG390L20",1,1,1
"GORG_SAMEA6075789_SAGS_AG390L21",1,1,0
"GORG_SAMEA6075792_SAGS_AG390M02",1,1,0
"GORG_SAMEA6075796_SAGS_AG390M06",1,1,0
"GORG_SAMEA6075797_SAGS_AG390M07",1,1,1
"GORG_SAMEA6075799_SAGS_AG390M10",0,1,0
"GORG_SAMEA6075802_SAGS_AG390M14",1,1,0
"GORG_SAMEA6075803_SAGS_AG390M15",1,1,0
"GORG_SAMEA6075812_SAGS_AG390N03",0,1,0
"GORG_SAMEA6075813_SAGS_AG390N04",1,1,0
"GORG_SAMEA6075815_SAGS_AG390N06",0,1,0
"GORG_SAMEA6075824_SAGS_AG390N17",0,1,0
"GORG_SAMEA6075826_SAGS_AG390N19",1,1,1
"GORG_SAMEA6075833_SAGS_AG390O04",0,1,1
"GORG_SAMEA6075835_SAGS_AG390O06",0,0,0
"GORG_SAMEA6068862_SAGS_AG359A02",1,1,0
"GORG_SAMEA6071039_SAGS_AG899C06",1,1,1
"GORG_SAMEA6071041_SAGS_AG899C09",1,1,0
"GORG_SAMEA6071043_SAGS_AG899C14",1,1,0
"GORG_SAMEA6071047_SAGS_AG899D02",0,1,0
"GORG_SAMEA6071053_SAGS_AG899D15",0,1,0
"GORG_SAMEA6071057_SAGS_AG899D19",1,1,0
"GORG_SAMEA6071062_SAGS_AG899E05",1,1,0
"GORG_SAMEA6071064_SAGS_AG899E08",1,1,0
"GORG_SAMEA6071067_SAGS_AG899E11",1,1,1
"GORG_SAMEA6071068_SAGS_AG899E14",1,1,0
"GORG_SAMEA6071076_SAGS_AG899F03",0,1,0
"GORG_SAMEA6071089_SAGS_AG899G02",1,1,0
"GORG_SAMEA6071090_SAGS_AG899G03",1,1,0
"GORG_SAMEA6071102_SAGS_AG899G19",0,0,0
"GORG_SAMEA6071104_SAGS_AG899G21",0,0,0
"GORG_SAMEA6071108_SAGS_AG899I04",0,0,0
"GORG_SAMEA6071120_SAGS_AG899J02",1,1,1
"GORG_SAMEA6071135_SAGS_AG899J23",1,1,0
"GORG_SAMEA6075266_SAGS_AG349K23",1,1,0
"GORG_SAMEA6075269_SAGS_AG349L04",1,1,0
"GORG_SAMEA6075273_SAGS_AG349L08",1,1,0
"GORG_SAMEA6075275_SAGS_AG349L11",1,1,0
"GORG_SAMEA6075278_SAGS_AG349L15",1,1,0
"GORG_SAMEA6075279_SAGS_AG349L17",1,1,0
"GORG_SAMEA6075284_SAGS_AG349M02",1,1,0
"GORG_SAMEA6075285_SAGS_AG349M03",1,1,0
"GORG_SAMEA6075287_SAGS_AG349M05",1,1,0
"GORG_SAMEA6075288_SAGS_AG349M08",0,1,0
"GORG_SAMEA6075289_SAGS_AG349M09",1,1,0
"GORG_SAMEA6075295_SAGS_AG349M18",0,1,0
"GORG_SAMEA6075296_SAGS_AG349M19",1,1,1
"GORG_SAMEA6075298_SAGS_AG349M21",1,1,0
"GORG_SAMEA6075306_SAGS_AG349N09",0,0,0
"GORG_SAMEA6075308_SAGS_AG349N13",0,1,0
"GORG_SAMEA6075309_SAGS_AG349N14",0,1,0
"GORG_SAMEA6075311_SAGS_AG349N17",1,1,0
"GORG_SAMEA6075317_SAGS_AG349N23",1,1,0
"GORG_SAMEA6075321_SAGS_AG349O05",1,1,0
"GORG_SAMEA6075327_SAGS_AG349O13",1,1,0
"GORG_SAMEA6075329_SAGS_AG349O16",1,1,1
"GORG_SAMEA6075332_SAGS_AG349O19",1,1,0
"GORG_SAMEA6075334_SAGS_AG349O21",1,1,0
"GORG_SAMEA6075335_SAGS_AG349O22",1,1,0
"GORG_SAMEA6075341_SAGS_AG349P05",1,1,0
"GORG_SAMEA6075346_SAGS_AG349P10",0,0,0
"GORG_SAMEA6075352_SAGS_AG349P18",0,0,0
"GORG_SAMEA6070550_SAGS_AG896G07",1,1,1
"GORG_SAMEA6070551_SAGS_AG896G08",0,1,0
"GORG_SAMEA6070555_SAGS_AG896G14",0,0,0
"GORG_SAMEA6070561_SAGS_AG896G23",1,1,0
"GORG_SAMEA6070564_SAGS_AG896I04",1,1,0
"GORG_SAMEA6070566_SAGS_AG896I08",0,1,0
"GORG_SAMEA6070582_SAGS_AG896J13",0,0,0
"GORG_SAMEA6070593_SAGS_AG896K07",1,1,0
"GORG_SAMEA6070595_SAGS_AG896K10",0,1,0
"GORG_SAMEA6070599_SAGS_AG896K16",1,1,1
"GORG_SAMEA6070600_SAGS_AG896K17",1,1,0
"GORG_SAMEA6070607_SAGS_AG896L05",1,1,0
"GORG_SAMEA6070612_SAGS_AG896L16",1,1,0
"GORG_SAMEA6070613_SAGS_AG896L17",0,0,0
"GORG_SAMEA6070616_SAGS_AG896L20",0,1,0
"GORG_SAMEA6070621_SAGS_AG896M04",0,0,0
"GORG_SAMEA6070622_SAGS_AG896M05",1,1,1
"GORG_SAMEA6070624_SAGS_AG896M10",1,1,0
"GORG_SAMEA6070632_SAGS_AG896N02",0,1,0
"GORG_SAMEA6070635_SAGS_AG896N09",1,1,0
"GORG_SAMEA6070636_SAGS_AG896N10",1,1,0
"GORG_SAMEA6070642_SAGS_AG896N20",1,1,1
"GORG_SAMEA6077981_SAGS_AG337L06",0,1,0
"GORG_SAMEA6078014_SAGS_AG337N02",1,1,0
"GORG_SAMEA6078016_SAGS_AG337N04",0,1,0
"GORG_SAMEA6078031_SAGS_AG337N21",1,1,1
"GORG_SAMEA6078033_SAGS_AG337O02",1,1,0
"GORG_SAMEA6078034_SAGS_AG337O03",1,1,0
"GORG_SAMEA6078036_SAGS_AG337O05",0,1,0
"GORG_SAMEA6078044_SAGS_AG337O15",0,0,0
"GORG_SAMEA6078045_SAGS_AG337O16",1,1,0
"GORG_SAMEA6078056_SAGS_AG337P04",1,1,1
"GORG_SAMEA6078071_SAGS_AG337P20",1,1,0
"GORG_SAMEA6078073_SAGS_AG337P22",1,1,0
"GORG_SAMEA6078084_SAGS_AG343A13",0,1,0
"GORG_SAMEA6078104_SAGS_AG343B13",0,0,0
"GORG_SAMEA6074046_SAGS_AG915N05",0,1,1
"GORG_SAMEA6074048_SAGS_AG915N07",1,1,0
"GORG_SAMEA6074064_SAGS_AG915O06",0,1,0
"GORG_SAMEA6074073_SAGS_AG915O17",1,1,0
"GORG_SAMEA6074076_SAGS_AG915O22",1,1,0
"GORG_SAMEA6074078_SAGS_AG915P01",1,1,0
"GORG_SAMEA6074083_SAGS_AG915P10",0,0,0
"GORG_SAMEA6074092_SAGS_AG916A02",1,1,0
"GORG_SAMEA6074095_SAGS_AG916A09",0,1,0
"GORG_SAMEA6074096_SAGS_AG916A10",0,0,0
"GORG_SAMEA6074097_SAGS_AG916A14",0,1,0
"GORG_SAMEA6074099_SAGS_AG916A16",1,1,0
"GORG_SAMEA6074100_SAGS_AG916A17",1,1,0
"GORG_SAMEA6074103_SAGS_AG916A21",1,1,0
"GORG_SAMEA6074107_SAGS_AG916B06",1,1,0
"GORG_SAMEA6074120_SAGS_AG916C05",1,1,0
"GORG_SAMEA6074121_SAGS_AG916C06",1,1,1
"GORG_SAMEA6074133_SAGS_AG916D05",0,1,0
"GORG_SAMEA6074135_SAGS_AG916D09",1,1,0
"GORG_SAMEA6074140_SAGS_AG916D16",1,1,0
"GORG_SAMEA6074141_SAGS_AG916D18",1,1,0
"GORG_SAMEA6074143_SAGS_AG916D20",1,1,0
