,Step1,Step2,Step3,Step4,Step5,Subpathway1,Subpathway2,MaxCompletion,Group,Completion,Type
TARA_SAMEA4398247_METAG_LAPEPADP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,80.27,MAG
GORG_SAMEA6080381_SAGS_AG439O06,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,77.57,SAG
BGEO_SAMN07136815_METAG_JBCKPBOE,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,78.09,MAG
BATS_SAMN07137091_METAG_EDBAJBAA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,94.48,MAG
BGEO_SAMN07136841_METAG_PDEPKOIP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,87.6,MAG
BGEO_SAMN07136523_METAG_CHAJOAGH,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,97.82,MAG
BGEO_SAMN07136523_METAG_OCPOPADH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,92.46,MAG
BGEO_SAMN07136523_METAG_JHDPPFAH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,94.36,MAG
BGEO_SAMN07136523_METAG_NMOKDPNF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,87.88,MAG
BGEO_SAMN07136523_METAG_IKJKMCAK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Other,80.55,MAG
MARD_SAMN04386402_REFG_MMP04386402,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,96.6,RefGenome
BGEO_SAMN07136799_METAG_BACJODIK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,94.53,MAG
BGEO_SAMN07136799_METAG_FBMHOKEM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,90.8,MAG
MARD_SAMD00000424_REFG_MMP00000424,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,94.94,RefGenome
BGEO_SAMN07136621_METAG_MALGDNDK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,90.86,MAG
BGEO_SAMN07136710_METAG_NFNKEFAD,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,100,MAG
BGEO_SAMN07136905_METAG_IODEIDHB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,92.78,MAG
MARD_SAMN00016663_REFG_MMP00016663,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,97.04,RefGenome
MARD_SAMN00016669_REFG_MMP00016669,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,89.4,RefGenome
MARD_SAMN02440520_SAGS_MMP02440520,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,94.66,SAG
MARD_SAMN02440765_SAGS_MMP02440765,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,77.26,SAG
BGEO_SAMN07136707_METAG_PFNOCLGB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,93.26,MAG
MARD_SAMN02441296_SAGS_MMP02441296,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Nitrosopumilaceae,92.69,SAG
MARD_SAMN02744072_REFG_MMP02744072,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,99.69,RefGenome
BATS_SAMN07137094_METAG_GBBMEJPB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,89.8,MAG
BATS_SAMN07137064_METAG_HKFEGBEL,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,85.84,MAG
BGEO_SAMN07136899_METAG_KOCLMOBH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,92.24,MAG
BGEO_SAMN07136879_METAG_OGNDEGGC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,80.32,MAG
MARD_SAMN02261307_REFG_MMP02261307,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Other,99.1,RefGenome
BATS_SAMN07137068_METAG_ALGCOOLA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,82.34,MAG
BATS_SAMN07137087_METAG_CDOPEKMJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,76.08,MAG
BGEO_SAMN07136639_METAG_FFNNHBNF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,91.67,MAG
MARD_SAMN02440415_REFG_MMP02440415,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Other,98.76,RefGenome
BATS_SAMN07137118_METAG_HPJDOJIB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,94.53,MAG
BATS_SAMN07137118_METAG_JFDKOCDB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,80.08,MAG
BGEO_SAMN07136635_METAG_NPHFMFKM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,85.33,MAG
BGEO_SAMN07136635_METAG_NPBPCJHB,0,0,0,0,0,0,0,0,Gamma-Other,84.6,MAG
MARD_SAMN02470129_REFG_MMP02470129,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Other,94.79,RefGenome
BGEO_SAMN07136635_METAG_MJJEJKDB,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,78.61,MAG
BGEO_SAMN07136793_METAG_ENLFBFAN,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,86.77,MAG
BGEO_SAMN07136788_METAG_NEJGPLNK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,90.67,MAG
MARD_SAMN03274361_REFG_MMP03274361,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,98.94,RefGenome
MARD_SAMN04011897_REFG_MMP04011897,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,98.28,RefGenome
MARD_SAMN04166689_REFG_MMP04166689,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,85.9,RefGenome
MARD_SAMD00000472_REFG_MMP00000472,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,99.38,RefGenome
MARD_SAMD00000482_REFG_MMP00000482,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,90.71,RefGenome
BGEO_SAMN07136937_METAG_HCOPDPDK,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,95.43,MAG
BGEO_SAMN07136937_METAG_OBIMIKAB,0,0,0,0,0,0,0,0,Planctomycetota,78.42,MAG
BGEO_SAMN07136937_METAG_MPBPICIA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,86.63,MAG
BGEO_SAMN07136632_METAG_BNOBDFOC,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,77.92,MAG
MARD_SAMD00000516_REFG_MMP00000516,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,89.34,RefGenome
MARD_SAMN02261372_REFG_MMP02261372,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Archaea-Other,99.45,RefGenome
MARD_SAMN05216170_REFG_MMP05216170,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,99.69,RefGenome
BGEO_SAMN07136909_METAG_DGNBAKNH,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Planctomycetota,78.32,MAG
BGEO_SAMN07136961_METAG_FIECNHFL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,94.14,MAG
BGEO_SAMN07136961_METAG_GGONPMJO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,93.32,MAG
BGEO_SAMN07136961_METAG_AAKFJEOE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,89.02,MAG
BGEO_SAMN07136961_METAG_LHPLNNJB,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,77.54,MAG
MARD_SAMN02471641_REFG_MMP02471641,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.24,RefGenome
BGEO_SAMN07136959_METAG_IEMGAOEF,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,88.54,MAG
MARD_SAMN08382976_REFG_MMP08382976,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.8,RefGenome
BGEO_SAMN07136761_METAG_HELDFBHG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,90.58,MAG
BGEO_SAMN07136761_METAG_MBIPIMNJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,89.44,MAG
BGEO_SAMN07136761_METAG_EEPEAIAJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,85.34,MAG
MARD_SAMN08382977_REFG_MMP08382977,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.8,RefGenome
MARD_SAMN08382978_REFG_MMP08382978,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.8,RefGenome
MARD_SAMN08382979_REFG_MMP08382979,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.8,RefGenome
MARD_SAMN04489841_REFG_MMP04489841,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,99.01,RefGenome
MARD_SAMN02470884_REFG_MMP02470884,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,97.07,RefGenome
BGEO_SAMN07136768_METAG_KHIPFICP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,87.29,MAG
BATS_SAMN07137112_METAG_DACJBCCJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,81.74,MAG
MARD_SAMN02471653_REFG_MMP02471653,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,99.24,RefGenome
BGEO_SAMN07136957_METAG_PMNDEAPM,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,80.11,MAG
BGEO_SAMN07136957_METAG_JHJAOENF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter-LowGC,83.5,MAG
MARD_SAMN02471661_REFG_MMP02471661,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98,RefGenome
MARD_SAMN09684816_REFG_MMP09684816,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,97.83,RefGenome
BGEO_SAMN07136718_METAG_ALOOJGEA,0,0,0,0,0,0,0,0,Gamma-Other,86.98,MAG
BGEO_SAMN07136594_METAG_HFNELMGE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,94.28,MAG
MARD_SAMN09702118_REFG_MMP09702118,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,99.44,RefGenome
MARD_SAMN10386377_REFG_MMP10386377,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.76,RefGenome
MARD_SAMN04488691_REFG_MMP04488691,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.36,RefGenome
BGEO_SAMN07136766_METAG_KFMHCAIL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,94.23,MAG
BGEO_SAMN07136766_METAG_GNCLJKLF,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Syn,78.9,MAG
BGEO_SAMN07136708_METAG_ILOEEALM,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.83,MAG
BGEO_SAMN07136936_METAG_GLAHOCJC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,87.11,MAG
MARD_SAMN08382974_REFG_MMP08382974,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.48,RefGenome
BGEO_SAMN07136755_METAG_NLPGKEHE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,91.56,MAG
MARD_SAMN02739884_REFG_MMP02739884,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,91.09,RefGenome
BGEO_SAMN07136693_METAG_IMGDEHLC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,89.76,MAG
BGEO_SAMN07136944_METAG_CLAPEHFL,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Planctomycetota,82.16,MAG
BGEO_SAMN07136506_METAG_MGPBFLBL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,94.62,MAG
MARD_SAMN05725119_REFG_MMP05725119,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,97.48,RefGenome
BGEO_SAMN07136720_METAG_JHHIBEML,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,83.46,MAG
MARD_SAMN02471619_REFG_MMP02471619,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.36,RefGenome
BATS_SAMN08390924_METAG_DKCBAJOE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,85.98,MAG
MARD_SAMN02471635_REFG_MMP02471635,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.3,RefGenome
MARD_SAMN02471642_REFG_MMP02471642,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,97.83,RefGenome
BGEO_SAMN07136484_METAG_PKBIAHKH,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Gamma-SAR86,78.78,MAG
MARD_SAMN02471646_REFG_MMP02471646,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.2,RefGenome
MARD_SAMN02471677_REFG_MMP02471677,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.1,RefGenome
MARD_SAMN02472187_REFG_MMP02472187,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,93.68,RefGenome
MARD_SAMN02708982_REFG_MMP02708982,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.53,RefGenome
BATS_SAMN07137113_METAG_PCFJMMFL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,81.6,MAG
BGEO_SAMN07136609_METAG_MNFIJAIL,0,0,0,0,0,0,0,0,Cyano-Syn,77.77,MAG
MARD_SAMN02708992_REFG_MMP02708992,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.45,RefGenome
MARD_SAMN02708993_REFG_MMP02708993,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.14,RefGenome
BGEO_SAMN07136485_METAG_OFIIIPJP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter-LowGC,79.02,MAG
MARD_SAMN02708994_REFG_MMP02708994,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,96.84,RefGenome
BGEO_SAMN07136485_METAG_MFHLHAMG,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Gamma-SAR86,78.22,MAG
MARD_SAMN09370719_REFG_MMP09370719,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.1,RefGenome
MARD_SAMN09473900_REFG_MMP09473900,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.27,RefGenome
BGEO_SAMN07136792_METAG_HHIGPKJJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,86.5,MAG
BGEO_SAMN07136960_METAG_BIJMJACJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter-LowGC,84.7,MAG
MARD_SAMN09668323_REFG_MMP09668323,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.55,RefGenome
MARD_SAMN10220147_REFG_MMP10220147,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,99.22,RefGenome
MARD_SAMN10386455_REFG_MMP10386455,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,97.78,RefGenome
MARD_SAMD00064366_REFG_MMP00064366,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,99.09,RefGenome
MARD_SAMN04487948_REFG_MMP04487948,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.14,RefGenome
BGEO_SAMN07136958_METAG_IPBGLHHA,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,89.12,MAG
MARD_SAMN04487950_REFG_MMP04487950,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.46,RefGenome
MARD_SAMN04488124_REFG_MMP04488124,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.24,RefGenome
MARD_SAMN04488556_REFG_MMP04488556,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,99.29,RefGenome
BGEO_SAMN07136486_METAG_CHCEMAFJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,78.46,MAG
MARD_SAMN05216559_REFG_MMP05216559,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.73,RefGenome
MARD_SAMN08382975_REFG_MMP08382975,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.48,RefGenome
MARD_SAMN08382980_REFG_MMP08382980,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.55,RefGenome
BGEO_SAMN07136825_METAG_ABFBFICA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,78.5,MAG
BGEO_SAMN07136589_METAG_DDMJICEB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Alteromonas,96.84,MAG
BGEO_SAMN07136589_METAG_KBLCFCPC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,86.68,MAG
BGEO_SAMN07136559_METAG_GENGIDKH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,94.45,MAG
BGEO_SAMN07136559_METAG_MPEHBMOA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,93.69,MAG
MARD_SAMN08382981_REFG_MMP08382981,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.55,RefGenome
BGEO_SAMN07136495_METAG_GCHAGJGF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,90.01,MAG
MARD_SAMN08382982_REFG_MMP08382982,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,90.66,RefGenome
BATS_SAMN07137092_METAG_MEKLHPJB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,86.56,MAG
MARD_SAMN09668324_REFG_MMP09668324,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.55,RefGenome
MARD_SAMN10346711_REFG_MMP10346711,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.51,RefGenome
MARD_SAMN04488065_REFG_MMP04488065,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,97.85,RefGenome
MARD_SAMN03067868_REFG_MMP03067868,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.84,RefGenome
MARD_SAMN03196739_REFG_MMP03196739,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,98.26,RefGenome
BGEO_SAMN07136709_METAG_KJADLHBL,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.72,MAG
MARD_SAMN03288802_REFG_MMP03288802,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,98.58,RefGenome
MARD_SAMN04318426_REFG_MMP04318426,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.38,RefGenome
MARD_SAMN04318427_REFG_MMP04318427,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.38,RefGenome
BGEO_SAMN07136511_METAG_EOHJBMBP,0,0,0,0,0,0,0,0,Gamma-Other,76.01,MAG
BGEO_SAMN07136866_METAG_GKHGGAEI,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,80.45,MAG
BGEO_SAMN07136681_METAG_PMOHADDI,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Alpha-Rhodobacter,89.96,MAG
MARD_SAMN04318428_REFG_MMP04318428,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.48,RefGenome
MARD_SAMN02471645_REFG_MMP02471645,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,99.15,RefGenome
MARD_SAMN02471675_REFG_MMP02471675,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,97.35,RefGenome
BGEO_SAMN07136555_METAG_JONAFMOH,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,84.78,MAG
MARD_SAMN02471676_REFG_MMP02471676,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Halobacteria,98.48,RefGenome
BGEO_SAMN07136892_METAG_AGEFDEPB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,76.06,MAG
MARD_SAMN02708932_REFG_MMP02708932,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.84,RefGenome
MARD_SAMN02708933_REFG_MMP02708933,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.22,RefGenome
MARD_SAMN02708934_REFG_MMP02708934,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.84,RefGenome
BATS_SAMN07137088_METAG_AMNAKDDM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,93.62,MAG
MARD_SAMN02708935_REFG_MMP02708935,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.53,RefGenome
HOTS_SAMN07137059_METAG_EICKKFBA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Chloroflexota,96.68,MAG
BGEO_SAMN07136557_METAG_FIGIDDOL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,83.36,MAG
MARD_SAMN02708936_REFG_MMP02708936,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,98.15,RefGenome
MARD_SAMN02708937_REFG_MMP02708937,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,98.15,RefGenome
MARD_SAMN02708938_REFG_MMP02708938,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.84,RefGenome
MARD_SAMN02708939_REFG_MMP02708939,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.84,RefGenome
MARD_SAMN02708940_REFG_MMP02708940,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,98.15,RefGenome
BGEO_SAMN07136680_METAG_BDKAJFIA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,98.9,MAG
MARD_SAMN02708941_REFG_MMP02708941,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.84,RefGenome
MARD_SAMN02708942_REFG_MMP02708942,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,98.15,RefGenome
BGEO_SAMN07136896_METAG_BDJNCHCI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,79.52,MAG
MARD_SAMN02708943_REFG_MMP02708943,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.53,RefGenome
BATS_SAMN07137086_METAG_ILAJBOGK,0,0,0,0,0,0,0,0,Bacteroidota,77.38,MAG
MARD_SAMN02708944_REFG_MMP02708944,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.53,RefGenome
MARD_SAMN02708945_REFG_MMP02708945,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,96.92,RefGenome
MARD_SAMN02708946_REFG_MMP02708946,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,96.59,RefGenome
MARD_SAMN02708947_REFG_MMP02708947,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,96.26,RefGenome
BGEO_SAMN07136883_METAG_ANIBDCBF,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,77.91,MAG
BATS_SAMN07137065_METAG_FHDKGKFO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,88.32,MAG
MARD_SAMN02708948_REFG_MMP02708948,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.53,RefGenome
MARD_SAMN02708949_REFG_MMP02708949,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.53,RefGenome
MARD_SAMN02708950_REFG_MMP02708950,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.84,RefGenome
BGEO_SAMN07136938_METAG_FCENGGEL,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteroidota,91.45,MAG
MARD_SAMN02708951_REFG_MMP02708951,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.22,RefGenome
MARD_SAMN02708952_REFG_MMP02708952,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.53,RefGenome
BGEO_SAMN07136638_METAG_PDOFCFGC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,92.04,MAG
BGEO_SAMN07136638_METAG_NAEOBIJO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,82.42,MAG
BATS_SAMN07137114_METAG_NELPOKOJ,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,84.89,MAG
BATS_SAMN07137080_METAG_MMHFAGGL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,86.88,MAG
MARD_SAMN02708953_REFG_MMP02708953,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.53,RefGenome
BGEO_SAMN07136640_METAG_IFGOEACE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Pro,95.29,MAG
MARD_SAMN02708955_REFG_MMP02708955,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.53,RefGenome
MARD_SAMN02708960_REFG_MMP02708960,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.84,RefGenome
MARD_SAMN02708962_REFG_MMP02708962,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.22,RefGenome
MARD_SAMN02708963_REFG_MMP02708963,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Archaea-Other,97.22,RefGenome
BGEO_SAMN07136758_METAG_KKBDMIGB,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Pro,78.52,MAG
BGEO_SAMN07136627_METAG_KGIAMPFK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,90.88,MAG
BATS_SAMN07137103_METAG_LMLCFPOM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,82.25,MAG
MALA_SAMN05422160_METAG_DENCFGFI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,SAR324,93.21,MAG
