"","Step1:K11690","Step1:NA","Step1:NA"
"TARA_SAMEA2620000_METAG_IICACFMK",0,0,0
"TARA_SAMEA2620000_METAG_EHCPIOIP",0,0,0
"TARA_SAMEA2620786_METAG_NCNMBJOB",0,0,0
"TARA_SAMEA2622021_METAG_HPKKJKHP",0,0,0
"TARA_SAMEA2622021_METAG_KNJHEPIC",0,0,0
"TARA_SAMEA2622021_METAG_LODGFNPF",0,0,0
"TARA_SAMEA2622021_METAG_LAILKBCN",0,0,0
"TARA_SAMEA2622021_METAG_CCKCJKOB",0,0,0
"TARA_SAMEA2622021_METAG_KGBMGLAG",0,0,0
"TARA_SAMEA2622021_METAG_AFCEKNPC",1,0,0
"TARA_SAMEA2622021_METAG_CIIKAIHE",1,0,0
"TARA_SAMEA2622021_METAG_IHKGGJDE",0,0,0
"TARA_SAMEA2622021_METAG_MKDBOLNA",1,0,0
"TARA_SAMEA2622021_METAG_KJKBGBOM",0,0,0
"TARA_SAMEA2622021_METAG_IEJFOHBI",1,0,0
"TARA_SAMEA2622021_METAG_CLGFNHAF",0,0,0
"TARA_SAMEA2622021_METAG_CHGKKNHA",1,0,0
"TARA_SAMEA2622021_METAG_NKKGJIDF",0,0,0
"TARA_SAMEA2622021_METAG_DOJGFPMP",0,0,0
"TARA_SAMEA2622021_METAG_KDMKCFPI",1,0,0
"TARA_SAMEA2622021_METAG_CABBPHKK",1,0,0
"TARA_SAMEA2622021_METAG_JGKLFLCA",1,0,0
"TARA_SAMEA2622021_METAG_MFBJHLIJ",1,0,0
"TARA_SAMEA2622021_METAG_HHMAMCAF",0,0,0
"TARA_SAMEA2622021_METAG_AHPILANG",0,0,0
"TARA_SAMEA2622021_METAG_DHFLBKPN",0,0,0
"TARA_SAMEA2622021_METAG_NDFBEHFN",0,0,0
"TARA_SAMEA2622021_METAG_OHCDNDJM",0,0,0
"TARA_SAMEA2622021_METAG_BKOLGLJG",0,0,0
"TARA_SAMEA2622021_METAG_NOBHMKOD",0,0,0
"TARA_SAMEA2622021_METAG_IKCEGJED",0,0,0
"TARA_SAMEA2622021_METAG_IPGEHJEB",0,0,0
"TARA_SAMEA2622021_METAG_MKGBACEN",0,0,0
"TARA_SAMEA2622021_METAG_NONDIDAA",0,0,0
"TARA_SAMEA2622021_METAG_FEPACNND",1,0,0
"TARA_SAMEA2622021_METAG_OFHCFNDG",0,0,0
"TARA_SAMEA2622021_METAG_MNGAJLDG",1,0,0
"TARA_SAMEA2622021_METAG_CDPEFIAM",0,0,0
"TARA_SAMEA2622021_METAG_CJDGMMNB",1,0,0
"TARA_SAMEA2622021_METAG_LAGEFIBL",0,0,0
"TARA_SAMEA2623370_METAG_EOHOGHGH",1,0,0
"TARA_SAMEA2623370_METAG_KBFDONEJ",1,0,0
"TARA_SAMEA2623370_METAG_IIMHFKMH",0,0,0
"TARA_SAMEA2623370_METAG_BIJGHICN",0,0,0
"TARA_SAMEA2623370_METAG_INOPEKDD",0,0,0
"TARA_SAMEA2623370_METAG_KOADCCHC",0,0,0
"TARA_SAMEA2623370_METAG_BNFMAOHP",0,0,0
"TARA_SAMEA2623370_METAG_LAHEJOGI",0,0,0
"TARA_SAMEA2623370_METAG_PBIOIPNE",0,0,0
"TARA_SAMEA2623370_METAG_HGGKEKJI",0,0,0
"TARA_SAMEA2623370_METAG_OPBIKKGD",0,0,0
"TARA_SAMEA2623370_METAG_APDCHFFO",0,0,0
"TARA_SAMEA2623370_METAG_NKKKPPBB",0,0,0
"TARA_SAMEA2623370_METAG_MBKGBFMJ",1,0,0
"TARA_SAMEA2623370_METAG_GKGFBAAD",1,0,0
"TARA_SAMEA2620786_METAG_JJGOMFLP",0,0,0
"TARA_SAMEA2623370_METAG_LDIIDLJE",0,0,0
"TARA_SAMEA2623370_METAG_PIMOMPBF",0,0,0
"TARA_SAMEA2623370_METAG_NFDOMLDP",0,0,0
"TARA_SAMEA2623370_METAG_PKALHHBP",1,0,0
"TARA_SAMEA2620786_METAG_CHBCEEFE",0,0,0
"TARA_SAMEA2623155_METAG_JMHMLONB",1,0,0
"TARA_SAMEA2623155_METAG_GKOBEDDH",1,0,0
"TARA_SAMEA2623155_METAG_EPLECKIF",1,0,0
"TARA_SAMEA2623155_METAG_GALNHCHL",0,0,0
"TARA_SAMEA2623155_METAG_FOKGGLBB",1,0,0
"TARA_SAMEA2623155_METAG_CEDEKABF",0,0,0
"TARA_SAMEA2623155_METAG_PBCBNDCD",1,0,0
"TARA_SAMEA2623155_METAG_LDPNAMMP",0,0,0
"TARA_SAMEA2623155_METAG_FNNLCFGK",0,0,0
"TARA_SAMEA2623155_METAG_JBEJBFNL",0,0,0
"TARA_SAMEA2623155_METAG_KNMGIBFI",1,0,0
"TARA_SAMEA2623155_METAG_NJGAEKOE",0,0,0
"TARA_SAMEA2623155_METAG_NHHIEKGH",1,0,0
"TARA_SAMEA2623155_METAG_HEBLJLEI",0,0,0
"TARA_SAMEA2623155_METAG_FCMBOPCO",1,0,0
"TARA_SAMEA2623155_METAG_KDAKGJEN",1,0,0
"TARA_SAMEA2623155_METAG_KALFCPKB",0,0,0
"TARA_SAMEA2623155_METAG_GGGBMELF",0,0,0
"TARA_SAMEA2623155_METAG_MCOPGOAH",1,0,0
"TARA_SAMEA2623155_METAG_OAAIKLLM",1,0,0
"TARA_SAMEA2623155_METAG_HBDCIMFD",1,0,0
"TARA_SAMEA2623155_METAG_JMMAPCGD",1,0,0
"TARA_SAMEA2620786_METAG_MDHHNGEO",0,0,0
"TARA_SAMEA2620786_METAG_AKIKINGB",0,0,0
"TARA_SAMEA2623155_METAG_OJMDPAPE",0,0,0
"TARA_SAMEA2620786_METAG_CFPDEJFD",0,0,0
"TARA_SAMEA2623155_METAG_DJDCNPJP",1,0,0
"TARA_SAMEA2623155_METAG_IAJHPDJE",1,0,0
"TARA_SAMEA2623155_METAG_OOHKDFIH",1,0,0
"TARA_SAMEA2622499_METAG_NONMCIHF",0,0,0
"TARA_SAMEA2623155_METAG_FMHLNDCB",0,0,0
"TARA_SAMEA2623155_METAG_DGHPEKDA",0,0,0
"TARA_SAMEA2623155_METAG_ABIJBEFG",1,0,0
"TARA_SAMEA2623155_METAG_IPMMLOEM",0,0,0
"TARA_SAMEA2622499_METAG_AJJAGCKO",0,0,0
"TARA_SAMEA2623155_METAG_GIHDCFAK",0,0,0
"TARA_SAMEA2623155_METAG_BGLCAIFD",0,0,0
"TARA_SAMEA2623155_METAG_GDBMHDOB",0,0,0
"TARA_SAMEA2623155_METAG_LHADMPEB",1,0,0
"TARA_SAMEA2622499_METAG_JPGPEMBA",0,0,0
"TARA_SAMEA2623155_METAG_AMGLPOMM",0,0,0
"TARA_SAMEA2623155_METAG_LGKNIMKM",0,0,0
"TARA_SAMEA2622402_METAG_KCFGFBOG",0,0,0
"TARA_SAMEA2622402_METAG_HGMFGDKF",0,0,0
"TARA_SAMEA2623155_METAG_LMFHLMDF",0,0,0
"TARA_SAMEA2623155_METAG_FALMOIIA",0,0,0
"TARA_SAMEA2623155_METAG_IPJNMLPM",0,0,0
"TARA_SAMEA2623155_METAG_DOACICGD",0,0,0
"TARA_SAMEA2623155_METAG_OMOBBLAB",0,0,0
"TARA_SAMEA2623155_METAG_OEFOBMLM",0,0,0
"TARA_SAMEA2623155_METAG_OGGJBAAF",0,0,0
"TARA_SAMEA2619818_METAG_IPBHECHK",1,0,0
"TARA_SAMEA2619818_METAG_OAKMADNK",1,0,0
"TARA_SAMEA2619818_METAG_IBLOPOMK",0,0,0
"TARA_SAMEA2619818_METAG_AGNPKJLB",0,0,0
"TARA_SAMEA2619818_METAG_IDPOELBM",0,0,0
"TARA_SAMEA2619818_METAG_IDMIOFOJ",1,0,0
"TARA_SAMEA2622402_METAG_IOHAHFOL",0,0,0
"TARA_SAMEA2619818_METAG_CGCMPHGK",1,0,0
"TARA_SAMEA2619818_METAG_LIIFHEEK",1,0,0
"TARA_SAMEA2619818_METAG_AFKCINGB",0,0,0
"TARA_SAMEA2619818_METAG_COPKCKGH",1,0,0
"TARA_SAMEA2619818_METAG_HCDJAJOP",0,0,0
"TARA_SAMEA2622402_METAG_NLOLMECH",0,0,0
"TARA_SAMEA2619818_METAG_LONMALOG",0,0,0
"TARA_SAMEA2619818_METAG_APOBFDIE",1,0,0
"TARA_SAMEA2619818_METAG_MBIBJGPJ",1,0,0
"TARA_SAMEA2619818_METAG_ANJJBOMD",1,0,0
"TARA_SAMEA2619818_METAG_PNHAMBBK",0,0,0
"TARA_SAMEA2619818_METAG_MNHFFHNA",0,0,0
"TARA_SAMEA2619818_METAG_KDCDHKHN",1,0,0
"TARA_SAMEA2619818_METAG_GKEJEFNE",1,0,0
"TARA_SAMEA2619818_METAG_KNDOBFAD",0,0,0
"TARA_SAMEA2619818_METAG_MFGKNDCM",0,0,0
"TARA_SAMEA2619818_METAG_OOGAJICC",1,0,0
"TARA_SAMEA2619818_METAG_LICEAJAM",0,0,0
"TARA_SAMEA2591122_METAG_NKMKLIKH",1,0,0
"TARA_SAMEA2591122_METAG_PKPLHAPE",1,0,0
"TARA_SAMEA2591122_METAG_AGLJEJJF",1,0,0
"TARA_SAMEA2591122_METAG_NFNMCJMA",1,0,0
"TARA_SAMEA2591122_METAG_CBKJPCMG",0,0,0
"TARA_SAMEA2591122_METAG_JDCKCMKH",1,0,0
"TARA_SAMEA2591122_METAG_OKANJJLB",1,0,0
"TARA_SAMEA2591122_METAG_OJDEIDPD",1,0,0
"TARA_SAMEA2591122_METAG_MFKOLMLB",0,0,0
"TARA_SAMEA2591122_METAG_GMKELHGK",1,0,0
"TARA_SAMEA2591122_METAG_FAJBAOIG",1,0,0
"TARA_SAMEA2591122_METAG_CLIKLJGL",1,0,0
"TARA_SAMEA2591122_METAG_MLJABAAA",0,0,0
"TARA_SAMEA2591122_METAG_OMALDMPH",1,0,0
"TARA_SAMEA2591122_METAG_IPBCLCDI",1,0,0
"TARA_SAMEA2591122_METAG_EOBGFNCA",1,0,0
"TARA_SAMEA2591122_METAG_BALNKPIK",0,0,0
"TARA_SAMEA2591122_METAG_BKBPJCOO",1,0,0
"TARA_SAMEA2591122_METAG_OHGPBOBG",0,0,0
"TARA_SAMEA2591122_METAG_CLEJHFAK",0,0,0
"TARA_SAMEA2591122_METAG_IMLAAPKI",0,0,0
"TARA_SAMEA2591122_METAG_JCEHEJGM",0,0,0
"TARA_SAMEA2591122_METAG_HKLAKHEL",1,0,0
"TARA_SAMEA2591122_METAG_NEADFMAB",0,0,0
"TARA_SAMEA2591122_METAG_EEJENPDD",1,0,0
"TARA_SAMEA2591122_METAG_MMLKNNKJ",1,0,0
"TARA_SAMEA2591122_METAG_EKINAOEB",1,0,0
"TARA_SAMEA2591122_METAG_MAIKCDMB",0,0,0
"TARA_SAMEA2591122_METAG_LCINAJLA",0,0,0
"TARA_SAMEA2591122_METAG_DOPNKHBB",0,0,0
"TARA_SAMEA2591122_METAG_AGFPCNIN",1,0,0
"TARA_SAMEA2591122_METAG_CANDPLIG",1,0,0
"TARA_SAMEA2591122_METAG_LJJBNGAG",0,0,0
"TARA_SAMEA2591122_METAG_AAOJEBPE",1,0,0
"TARA_SAMEA2591122_METAG_IJODBJJB",0,0,0
"TARA_SAMEA2591122_METAG_DLNHEDFH",1,0,0
"TARA_SAMEA2591122_METAG_PPKBPJAN",1,0,0
"TARA_SAMEA2591122_METAG_KBCHIPCC",1,0,0
"TARA_SAMEA2591122_METAG_CAEJBJJH",1,0,0
"TARA_SAMEA2591122_METAG_BMKDMBIP",1,0,0
"TARA_SAMEA2591122_METAG_JNMOPOAD",0,0,0
"TARA_SAMEA2591122_METAG_CIMAGFOH",0,0,0
"TARA_SAMEA2591122_METAG_LAKGJGLB",1,0,0
"TARA_SAMEA2591122_METAG_HCJJMAJB",0,0,0
"TARA_SAMEA2591122_METAG_HNDJBPGL",0,0,0
"TARA_SAMEA2591122_METAG_KGEMKBHK",0,0,0
"TARA_SAMEA2591122_METAG_GPPPJGPJ",0,0,0
"TARA_SAMEA2591122_METAG_HIMCBJPG",0,0,0
"TARA_SAMEA2591122_METAG_OKBPACHD",0,0,0
"TARA_SAMEA2591122_METAG_ECFGDLFC",0,0,0
"TARA_SAMEA2591122_METAG_HGBJLPME",0,0,0
"TARA_SAMEA2591122_METAG_PCDICEFP",1,0,0
"TARA_SAMEA2591122_METAG_NMJKEDKA",0,0,0
"TARA_SAMEA2620666_METAG_NOABJILO",1,0,0
"TARA_SAMEA2620666_METAG_CLMJMHDG",1,0,0
"TARA_SAMEA2620666_METAG_AJFFJEEN",1,0,0
"TARA_SAMEA2620666_METAG_NPOJBMEG",1,0,0
"TARA_SAMEA2620666_METAG_IBHKDHPO",0,0,0
"TARA_SAMEA2620666_METAG_IIJAOAOI",1,0,0
"TARA_SAMEA2620666_METAG_DEDEDBIK",0,0,0
"TARA_SAMEA2622402_METAG_CFJOFPGG",0,0,0
"TARA_SAMEA2620666_METAG_JOAGPFLP",1,0,0
"TARA_SAMEA2620666_METAG_DPLNFMBE",1,0,0
"TARA_SAMEA2622402_METAG_IKLDFOIH",0,0,0
"TARA_SAMEA2620666_METAG_KEHFKJGN",0,0,0
"TARA_SAMEA2620666_METAG_AJABAEKD",0,0,0
"TARA_SAMEA2620666_METAG_DAKIDPCF",1,0,0
"TARA_SAMEA2620666_METAG_NENHMMCN",0,0,0
"TARA_SAMEA2620666_METAG_KFBAEFOA",0,0,0
"TARA_SAMEA2620666_METAG_PDLDEOGG",1,0,0
"TARA_SAMEA2620666_METAG_LCMHAFMA",0,0,0
"TARA_SAMEA2620666_METAG_PFFIHEII",0,0,0
"TARA_SAMEA2620666_METAG_BKDMHJBE",0,0,0
"TARA_SAMEA2620666_METAG_KNEPPIKM",0,0,0
"TARA_SAMEA2620666_METAG_DDNFPHMF",1,0,0
"TARA_SAMEA2620666_METAG_BJFOHGKA",0,0,0
"TARA_SAMEA2620666_METAG_NIILBDPH",1,0,0
"TARA_SAMEA2620666_METAG_AACBAGEO",0,0,0
"TARA_SAMEA2620666_METAG_LDCLNMDM",1,0,0
"TARA_SAMEA2623135_METAG_JEBBDGCH",1,0,0
"TARA_SAMEA2623135_METAG_ACOPPEKD",0,0,0
"TARA_SAMEA2623135_METAG_ADKAGOMC",0,0,0
"TARA_SAMEA2623135_METAG_FBKPEOOB",0,0,0
"TARA_SAMEA2623135_METAG_DBLCDEFD",0,0,0
"TARA_SAMEA2623135_METAG_OFDKOGHH",1,0,0
"TARA_SAMEA2623135_METAG_JOJPBLGE",0,0,0
"TARA_SAMEA2623135_METAG_GMLBADML",0,0,0
"TARA_SAMEA2623135_METAG_HFCHJOBM",1,0,0
"TARA_SAMEA2623135_METAG_CIKJKJIB",1,0,0
"TARA_SAMEA2623135_METAG_CHENOMNP",1,0,0
"TARA_SAMEA2623135_METAG_KGDHLMLN",1,0,0
"TARA_SAMEA2623135_METAG_DLKCNDNH",1,0,0
"TARA_SAMEA2623135_METAG_MJEOOEFF",1,0,0
"TARA_SAMEA2623135_METAG_BPLIAHNF",1,0,0
"TARA_SAMEA2623135_METAG_MLPHAIMI",1,0,0
"TARA_SAMEA2623135_METAG_HMEANFBF",1,0,0
"TARA_SAMEA2623135_METAG_BCGEIHAJ",0,0,0
"TARA_SAMEA2623135_METAG_FKCAEOLN",0,0,0
"TARA_SAMEA2623135_METAG_BBGOFDJN",0,0,0
"TARA_SAMEA2623135_METAG_FIHDKONH",0,0,0
"TARA_SAMEA2623135_METAG_KODDOFMC",0,0,0
"TARA_SAMEA2623135_METAG_BGHMCIIB",0,0,0
"TARA_SAMEA2623135_METAG_ALDHABGC",0,0,0
"TARA_SAMEA2623135_METAG_NDIDOPJF",0,0,0
"TARA_SAMEA2623135_METAG_PMBFPLMD",1,0,0
"TARA_SAMEA2623135_METAG_BBIGGPII",0,0,0
"TARA_SAMEA2623135_METAG_BPANGGHE",0,0,0
"TARA_SAMEA2623135_METAG_KNOONLPM",0,0,0
"TARA_SAMEA2623135_METAG_NJOKEBIP",1,0,0
"TARA_SAMEA2623135_METAG_OKGNJCEP",1,0,0
"TARA_SAMEA2623135_METAG_KOOEJGMM",0,0,0
"TARA_SAMEA2623135_METAG_AEOGIEJB",0,0,0
"TARA_SAMEA2619678_METAG_AGIPMOEC",0,0,0
"TARA_SAMEA2619678_METAG_PCEKNLHD",1,0,0
"TARA_SAMEA2619678_METAG_KIHIEFFO",0,0,0
"TARA_SAMEA2619678_METAG_JBJIBNDK",1,0,0
"TARA_SAMEA2619678_METAG_CENNDHAJ",1,0,0
"TARA_SAMEA2619678_METAG_BFHEIMBD",0,0,0
"TARA_SAMEA2619678_METAG_DAHJDDLB",0,0,0
"TARA_SAMEA2619678_METAG_DJALJIJF",1,0,0
"TARA_SAMEA2619678_METAG_OKNIIMAO",1,0,0
"TARA_SAMEA2619678_METAG_PPAFOCHN",1,0,0
"TARA_SAMEA2619678_METAG_CNEAICJP",0,0,0
"TARA_SAMEA2619678_METAG_MNEMIFHC",0,0,0
"TARA_SAMEA2619678_METAG_FGEMKOKN",1,0,0
"TARA_SAMEA2619678_METAG_EIGECDOP",1,0,0
"TARA_SAMEA2619678_METAG_OMOJKADM",0,0,0
"TARA_SAMEA2619678_METAG_PAKAOAEL",0,0,0
"TARA_SAMEA2619678_METAG_APHNJANH",1,0,0
"TARA_SAMEA2622074_METAG_CDKKABBN",0,0,0
"TARA_SAMEA2619678_METAG_JFPFJFOE",1,0,0
"TARA_SAMEA2619678_METAG_OHBJEOMF",1,0,0
"TARA_SAMEA2619678_METAG_CECIJEIK",0,0,0
"TARA_SAMEA2619678_METAG_FGBDFPLI",0,0,0
"TARA_SAMEA2619678_METAG_HNKFNGGG",0,0,0
"TARA_SAMEA2619678_METAG_FFFHAJAL",1,0,0
"TARA_SAMEA2619678_METAG_LKAPHJCO",1,0,0
"TARA_SAMEA2619678_METAG_JBGAAEDD",1,0,0
"TARA_SAMEA2619678_METAG_CNHLADFD",0,0,0
"TARA_SAMEA2619678_METAG_BEHDDFKP",0,0,0
"TARA_SAMEA2619678_METAG_HFLKIBCI",0,0,0
"TARA_SAMEA2619678_METAG_EIFLFJDP",1,0,0
"TARA_SAMEA2619678_METAG_IABBOJGA",0,0,0
"TARA_SAMEA2619678_METAG_GAHIFHHG",1,0,0
"TARA_SAMEA2619678_METAG_ODLBKGAL",1,0,0
"TARA_SAMEA2619678_METAG_BGFMPGNC",1,0,0
"TARA_SAMEA2619678_METAG_DPABGCIF",1,0,0
"TARA_SAMEA2619678_METAG_HJCBDMDM",1,0,0
"TARA_SAMEA2619678_METAG_LCNGKBMH",0,0,0
"TARA_SAMEA2619678_METAG_OPIINDPH",0,0,0
"TARA_SAMEA2619678_METAG_NKLPJINN",1,0,0
"TARA_SAMEA2619678_METAG_CCEMFLDA",1,0,0
"TARA_SAMEA2619678_METAG_BPDIFGPP",0,0,0
"TARA_SAMEA2619678_METAG_JFGOPIPA",0,0,0
"TARA_SAMEA2619678_METAG_LKBLLDLH",0,0,0
"TARA_SAMEA2619678_METAG_OEICIHPC",0,0,0
"TARA_SAMEA2619678_METAG_IPEBKOFB",0,0,0
"TARA_SAMEA2619678_METAG_JCMBPMDB",1,0,0
"TARA_SAMEA2619678_METAG_COMHKNFD",0,0,0
"TARA_SAMEA2619678_METAG_PIDBMCLG",1,0,0
"TARA_SAMEA2619678_METAG_HONLHAAE",0,0,0
"TARA_SAMEA2619678_METAG_GCNCEDEF",1,0,0
"TARA_SAMEA2619678_METAG_IPHHFAKG",0,0,0
"TARA_SAMEA2619678_METAG_MKOBKDPJ",1,0,0
"TARA_SAMEA2619678_METAG_DAGOMAGK",1,0,0
"TARA_SAMEA2619678_METAG_GJEBPGBD",1,0,0
"TARA_SAMEA2623794_METAG_DGDKAADL",0,0,0
"TARA_SAMEA2622219_METAG_AJCCJKGH",0,0,0
"TARA_SAMEA2622219_METAG_JOCNKLGP",0,0,0
"TARA_SAMEA2622568_METAG_NIPMGLIE",0,0,0
"TARA_SAMEA2622568_METAG_NDNHAAHH",1,0,0
"TARA_SAMEA2622568_METAG_JIEMLICG",1,0,0
"TARA_SAMEA2622219_METAG_PBLGNDIH",0,0,0
"TARA_SAMEA2622568_METAG_EDOILDOD",0,0,0
"TARA_SAMEA2622568_METAG_NEPFNGEG",0,0,0
"TARA_SAMEA2622568_METAG_FNEKIODI",0,0,0
"TARA_SAMEA2622568_METAG_EMAGPNEG",0,0,0
"TARA_SAMEA2622568_METAG_ABOAAEMM",1,0,0
"TARA_SAMEA2622568_METAG_DIMAINLL",0,0,0
"TARA_SAMEA2622568_METAG_DKEPOBLK",1,0,0
"TARA_SAMEA2622568_METAG_KOKIFIOJ",1,0,0
"TARA_SAMEA2622568_METAG_BLIGGIGB",1,0,0
"TARA_SAMEA2622568_METAG_FCFEIPFJ",1,0,0
"TARA_SAMEA2622568_METAG_EMKDAIMB",1,0,0
"TARA_SAMEA2622568_METAG_DKBINPBN",0,0,0
"TARA_SAMEA2622568_METAG_DGHLOPJG",0,0,0
"TARA_SAMEA2622568_METAG_ACBIBPKJ",0,0,0
"TARA_SAMEA2622568_METAG_EMAJHIBI",1,0,0
"TARA_SAMEA2622568_METAG_ILKJNCFF",1,0,0
"TARA_SAMEA2622568_METAG_PLCNFBCN",0,0,0
"TARA_SAMEA2622568_METAG_LGCNFKEA",1,0,0
"TARA_SAMEA2622219_METAG_EDLKLAGL",0,0,0
"TARA_SAMEA2622568_METAG_OLFIJPML",1,0,0
"TARA_SAMEA2622568_METAG_ILDMGJAI",1,0,0
"TARA_SAMEA2622568_METAG_BPKFLFJF",1,0,0
"TARA_SAMEA2622568_METAG_IGOLDOIK",1,0,0
"TARA_SAMEA2622568_METAG_EOCADMGJ",0,0,0
"TARA_SAMEA2622568_METAG_FCNDOAPI",0,0,0
"TARA_SAMEA2622568_METAG_JBJJJIHD",0,0,0
"TARA_SAMEA2622568_METAG_OAHNLGBI",1,0,0
"TARA_SAMEA2622219_METAG_CEALBBJO",0,0,0
"TARA_SAMEA2622568_METAG_PPGADCHF",1,0,0
"TARA_SAMEA2622568_METAG_GDHACGHH",1,0,0
"TARA_SAMEA2622568_METAG_JODKBDDI",0,0,0
"TARA_SAMEA2622568_METAG_MNHDOPOO",0,0,0
"TARA_SAMEA2622568_METAG_HINHAPDJ",1,0,0
"TARA_SAMEA2622568_METAG_APPGOHAA",0,0,0
"TARA_SAMEA2622568_METAG_BBINNEPE",0,0,0
"TARA_SAMEA2622568_METAG_ILENBAOJ",0,0,0
"TARA_SAMEA2622568_METAG_MEALCLDP",1,0,0
"TARA_SAMEA2622568_METAG_JMDBOOCI",0,0,0
"TARA_SAMEA2620672_METAG_CBEKHACD",0,0,0
"TARA_SAMEA2620672_METAG_KFKLPBLG",1,0,0
"TARA_SAMEA2620672_METAG_HPIIGKLM",1,0,0
"TARA_SAMEA2622219_METAG_KMEECBAE",0,0,0
"TARA_SAMEA2620672_METAG_LJMGLLCN",0,0,0
"TARA_SAMEA2620672_METAG_NOJHJFME",0,0,0
"TARA_SAMEA2620672_METAG_NFBIMNGB",0,0,0
"TARA_SAMEA2620672_METAG_BJCCDHNK",0,0,0
"TARA_SAMEA2620672_METAG_HAOKFCPK",1,0,0
"TARA_SAMEA2620672_METAG_JCDINHJN",0,0,0
"TARA_SAMEA2620672_METAG_CNDOFDIC",0,0,0
"TARA_SAMEA2620672_METAG_AJKFKHDK",0,0,0
"TARA_SAMEA2620672_METAG_FBBFAPPP",0,0,0
"TARA_SAMEA2620672_METAG_IAGMCDNJ",1,0,0
"TARA_SAMEA2620672_METAG_CGLOJBKG",0,0,0
"TARA_SAMEA2620672_METAG_GAGOHAJC",0,0,0
"TARA_SAMEA2620672_METAG_CCGECEBH",0,0,0
"TARA_SAMEA2620672_METAG_GMLODLPA",0,0,0
"TARA_SAMEA2620672_METAG_DMDEAOFD",0,0,0
"TARA_SAMEA2620672_METAG_KELLKLPF",1,0,0
"TARA_SAMEA2620672_METAG_MHJDCCIN",1,0,0
"TARA_SAMEA2620672_METAG_LLKJFIBE",1,0,0
"TARA_SAMEA2620672_METAG_GGDCOIPH",0,0,0
"TARA_SAMEA2620672_METAG_IAFADCLB",0,0,0
"TARA_SAMEA2620672_METAG_BIHIDOBJ",0,0,0
"TARA_SAMEA2620672_METAG_IJGGHIIE",0,0,0
"TARA_SAMEA2622901_METAG_GPOAHCIN",0,0,0
"TARA_SAMEA2620672_METAG_CCOIGDOI",1,0,0
"TARA_SAMEA2620672_METAG_AKEOKJOD",1,0,0
"TARA_SAMEA2621423_METAG_ODFBMHGD",1,0,0
"TARA_SAMEA2621423_METAG_HINHENBD",1,0,0
"TARA_SAMEA2621423_METAG_HFECBNAM",1,0,0
"TARA_SAMEA2621423_METAG_EAHOINKP",0,0,0
"TARA_SAMEA2621423_METAG_IAAGGIIL",0,0,0
"TARA_SAMEA2621423_METAG_EOLPHGDG",1,0,0
"TARA_SAMEA2621423_METAG_DHEODLAA",0,0,0
"TARA_SAMEA2621423_METAG_HIMCHBON",0,0,0
"TARA_SAMEA2621423_METAG_DJNHPKDE",0,0,0
"TARA_SAMEA2621423_METAG_LBKCGHGE",0,0,0
"TARA_SAMEA2621423_METAG_KIMHBPIG",0,0,0
"TARA_SAMEA2621423_METAG_NDFHMBFN",0,0,0
"TARA_SAMEA2621423_METAG_GOPCHFOD",0,0,0
"TARA_SAMEA2621423_METAG_OKPOCACC",1,0,0
"TARA_SAMEA2621423_METAG_NDMPBOOF",1,0,0
"TARA_SAMEA2621423_METAG_PDAPMCIG",1,0,0
"TARA_SAMEA2621423_METAG_PAHEKGOE",0,0,0
"TARA_SAMEA2621423_METAG_MEMDKNEO",1,0,0
"TARA_SAMEA2621423_METAG_IKGPEHIP",0,0,0
"TARA_SAMEA2621423_METAG_CIEGOKCC",1,0,0
"TARA_SAMEA2621423_METAG_LOJNBIKM",1,0,0
"TARA_SAMEA2621423_METAG_AKDJAPPE",0,0,0
"TARA_SAMEA2621423_METAG_MMNGIFEI",0,0,0
"TARA_SAMEA2620404_METAG_BCCEBMIN",0,0,0
"TARA_SAMEA2620404_METAG_EFLIPMCE",0,0,0
"TARA_SAMEA2620404_METAG_JFOCFAHP",0,0,0
"TARA_SAMEA2620404_METAG_INFMGFMG",0,0,0
"TARA_SAMEA2620404_METAG_PKFBMPKO",1,0,0
"TARA_SAMEA2620404_METAG_FFMIBNJC",1,0,0
"TARA_SAMEA2620404_METAG_OMNJKGGL",1,0,0
"TARA_SAMEA2620404_METAG_BMHDHMNB",1,0,0
"TARA_SAMEA2620404_METAG_BGFNCPKH",1,0,0
"TARA_SAMEA2620404_METAG_KLJMKKAD",0,0,0
"TARA_SAMEA2620404_METAG_DPNBDAOK",0,0,0
"TARA_SAMEA2620404_METAG_APFILNDH",0,0,0
"TARA_SAMEA2620404_METAG_BLFEDNIN",0,0,0
"TARA_SAMEA2620404_METAG_HCDMJFNL",1,0,0
"TARA_SAMEA2620404_METAG_EBIKJMLE",0,0,0
"TARA_SAMEA2620404_METAG_PAMGCLHK",0,0,0
"TARA_SAMEA2620404_METAG_GKHGCLBD",0,0,0
"TARA_SAMEA2620404_METAG_GCNDHKAK",0,0,0
"TARA_SAMEA2620404_METAG_HIOFNJGE",0,0,0
"TARA_SAMEA2620404_METAG_CMJDKJGO",0,0,0
"TARA_SAMEA2620404_METAG_CPPNAIJG",1,0,0
"TARA_SAMEA2620404_METAG_HABDPJNE",0,0,0
"TARA_SAMEA2620404_METAG_DGEICDND",0,0,0
"TARA_SAMEA2620404_METAG_ABKHCJOM",0,0,0
"TARA_SAMEA2619376_METAG_KNIOHDBN",1,0,0
"TARA_SAMEA2619376_METAG_IKAKOBEA",0,0,0
