,Step1,Step2,Step3,Subpathway1,Subpathway2,MaxCompletion,Group,Completion,Type
TARA_SAMEA4396468_METAG_AKLBPJHF,0,0,0,0,0,0,Chloroflexota,83.63,MAG
TARA_SAMEA4396468_METAG_MJKHDLED,0,0,0,0,0,0,Alpha-Other,84.07,MAG
TARA_SAMEA4396468_METAG_CGJMIMJN,1,0,0,0.5,0,0.5,Bacteroidota,85.48,MAG
TARA_SAMEA2622817_METAG_GJGGAABG,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,81.88,MAG
TARA_SAMEA4396468_METAG_OLPIIGOK,0,0,1,0,1,1,Gamma-SAR86,85.4,MAG
TARA_SAMEA2620217_METAG_LBOFOKIJ,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,86.02,MAG
TARA_SAMEA4396468_METAG_IANOOICJ,0,0,1,0,1,1,Actinobacteriota,78.15,MAG
TARA_SAMEA4396468_METAG_JIKBIMIA,0,0,0,0,0,0,Gamma-Other,78.18,MAG
TARA_SAMEA4396468_METAG_KCLLOLOM,1,0,0,0.5,0,0.5,Bacteroidota,75.26,MAG
TARA_SAMEA4396468_METAG_BMMOLELA,0,0,0,0,0,0,Actinobacteriota,77.02,MAG
TARA_SAMEA2620217_METAG_PFDGOONM,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.72,MAG
TARA_SAMEA2620217_METAG_NFACFMOD,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,78.9,MAG
TARA_SAMEA4396538_METAG_CDDAKNFK,0,0,0,0,0,0,Bacteroidota,97.24,MAG
TARA_SAMEA4396538_METAG_GIGKEHFN,1,1,0,1,0,1,Alpha-Rhodobacter,94.93,MAG
TARA_SAMEA4396538_METAG_HJHEJGKI,0,0,0,0,0,0,Bacteroidota,92.48,MAG
TARA_SAMEA4396538_METAG_OLMODPLD,0,0,0,0,0,0,Bacteroidota,94.46,MAG
TARA_SAMEA4396538_METAG_LAEGJJCF,0,0,0,0,0,0,Bacteroidota,79.96,MAG
TARA_SAMEA4396538_METAG_HNKNJLIB,0,1,0,0.5,0,0.5,Alpha-Rhodobacter,84.72,MAG
TARA_SAMEA4396538_METAG_GDHPJNNF,0,0,0,0,0,0,Bacteroidota,87.3,MAG
TARA_SAMEA4396538_METAG_MJBPLIEB,0,0,1,0,1,1,Alpha-Other,87.92,MAG
TARA_SAMEA4396538_METAG_LHNEPHBC,0,0,0,0,0,0,Actinobacteriota,78,MAG
TARA_SAMEA4397649_METAG_KDOJIJJI,0,0,0,0,0,0,Bacteroidota,98.38,MAG
TARA_SAMEA4397649_METAG_MDOEADJI,0,0,0,0,0,0,Bacteroidota,96.76,MAG
TARA_SAMEA4397649_METAG_CLAEIDEM,0,0,0,0,0,0,Bacteroidota,96.5,MAG
TARA_SAMEA4397649_METAG_IDONJBLK,0,0,0,0,0,0,Bacteroidota,97.04,MAG
TARA_SAMEA4397649_METAG_FEHKBCJA,1,1,0,1,0,1,Alpha-Rhodobacter,94.66,MAG
TARA_SAMEA4397649_METAG_IDDMJGAE,0,0,0,0,0,0,Gamma-SAR92,82.74,MAG
TARA_SAMEA4397649_METAG_NDNDFOAI,0,0,0,0,0,0,Bacteroidota,75.04,MAG
TARA_SAMEA4397649_METAG_HJEMJBHE,0,0,0,0,0,0,Alpha-Other,79.66,MAG
TARA_SAMEA4397649_METAG_DHMMGHOK,0,0,0,0,0,0,Alpha-Other,79.28,MAG
TARA_SAMEA4397649_METAG_CJFPKLMD,0,0,0,0,0,0,Alpha-Other,79.46,MAG
TARA_SAMEA4398341_METAG_NFOOLMGP,1,1,0,1,0,1,Alpha-Rhodobacter,94.93,MAG
TARA_SAMEA4398341_METAG_PGGDNNCO,0,0,0,0,0,0,Bacteria-Other,95.14,MAG
TARA_SAMEA4398341_METAG_NCMPLFMA,1,1,0,1,0,1,Alpha-Rhodobacter-LowGC,81.78,MAG
TARA_SAMEA4398341_METAG_AIAJBAKA,0,0,1,0,1,1,Alpha-Other,91.08,MAG
TARA_SAMEA4398341_METAG_COFOIMBF,0,0,0,0,0,0,Bacteroidota,89.04,MAG
TARA_SAMEA4398341_METAG_ONJCMEGM,0,0,0,0,0,0,Bacteroidota,77.81,MAG
TARA_SAMEA4398341_METAG_CKMBONIO,0,0,0,0,0,0,Bacteroidota,82.66,MAG
TARA_SAMEA4398341_METAG_KIBPOCHA,0,0,1,0,1,1,Alpha-Other,88.88,MAG
TARA_SAMEA4398341_METAG_NELINLKA,0,0,0,0,0,0,Verrucomicrobiota,84.47,MAG
TARA_SAMEA4398341_METAG_JFFOPDLN,0,0,0,0,0,0,Actinobacteriota,77.81,MAG
TARA_SAMEA4398341_METAG_HKOBBLAG,0,0,0,0,0,0,Bacteroidota,81.09,MAG
TARA_SAMEA4398247_METAG_EFGINLON,0,0,0,0,0,0,Bacteroidota,96.63,MAG
TARA_SAMEA4398247_METAG_JHLNHDBE,1,1,0,1,0,1,Alpha-Rhodobacter,94.92,MAG
TARA_SAMEA4398247_METAG_MILKMIHL,0,0,0,0,0,0,Gamma-Other,94.66,MAG
TARA_SAMEA4398247_METAG_NECPMJEP,0,0,0,0,0,0,Bacteroidota,91.58,MAG
TARA_SAMEA4398247_METAG_DLBPKDDE,0,0,0,0,0,0,Alpha-Other,93.15,MAG
TARA_SAMEA4398247_METAG_FCEEBPAD,0,0,0,0,0,0,Bacteroidota,88.34,MAG
TARA_SAMEA4398247_METAG_FDLMIEOP,0,0,0,0,0,0,Gamma-Other,89.62,MAG
TARA_SAMEA4398247_METAG_MLAKMEBK,0,0,0,0,0,0,Actinobacteriota,87.12,MAG
TARA_SAMEA4398247_METAG_OPCKLMHA,0,0,0,0,0,0,Bacteroidota,87.4,MAG
TARA_SAMEA4398247_METAG_KDKKNCJC,0,0,1,0,1,1,Alpha-Other,89.63,MAG
TARA_SAMEA4398247_METAG_IBEOCAJF,0,0,0,0,0,0,Gamma-Other,88.58,MAG
TARA_SAMEA4398247_METAG_HIJACECM,0,0,0,0,0,0,Alpha-Puniceispirilla,80.97,MAG
TARA_SAMEA4398247_METAG_FDKDLECO,0,0,0,0,0,0,Gamma-Other,78.22,MAG
BGEO_SAMN07136687_METAG_HGPPKMNF,0,0,1,0,1,1,Gamma-Other,80.73,MAG
BGEO_SAMN07136687_METAG_CCMNCBBB,0,0,0,0,0,0,Actinobacteriota,75.71,MAG
TARA_SAMEA2622429_METAG_KOKKIAOO,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,79.63,MAG
BGEO_SAMN07136947_METAG_JIGHMCMM,0,0,0,0,0,0,Actinobacteriota,77.63,MAG
BGEO_SAMN07136582_METAG_EIKGILFC,0,1,1,0.5,1,1,Gamma-Other,94.84,MAG
BGEO_SAMN07136561_METAG_HPOAIBHM,0,0,0,0,0,0,Marinisomatota,77.14,MAG
BGEO_SAMN07136562_METAG_CDGBKGGL,0,0,0,0,0,0,Chloroflexota,87.7,MAG
TARA_SAMEA2620570_METAG_CPBCCBPO,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.86,MAG
TARA_SAMEA2620570_METAG_OGHPNCNI,0,0,0,0,0,0,Archaea-Other,77.66,MAG
TARA_SAMEA2623850_METAG_OABLIJLN,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.53,MAG
TARA_SAMEA2623850_METAG_IMONFFKG,0,0,0,0,0,0,Archaea-Other,75.62,MAG
BATS_SAMN07137091_METAG_BBLHOBIK,0,0,0,0,0,0,Bacteroidota,88.05,MAG
HOTS_SAMN07137035_METAG_IDFEMBEB,0,0,0,0,0,0,Alpha-Other,77.48,MAG
BGEO_SAMN07136624_METAG_AOJNBKIF,0,0,0,0,0,0,Bacteroidota,75.81,MAG
TARA_SAMEA2619879_METAG_ADAIKINO,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,77.04,MAG
BGEO_SAMN07136762_METAG_NEEIAEMO,0,0,0,0,0,0,Gamma-SAR86,79.43,MAG
BGEO_SAMN07136523_METAG_NAOEEIJK,0,1,1,0.5,1,1,Alpha-Rhodobacter-LowGC,77.59,MAG
BGEO_SAMN07136523_METAG_JPILPLHL,1,1,0,1,0,1,Alpha-Rhodobacter,80.63,MAG
BGEO_SAMN07136523_METAG_APAOEKCM,0,0,0,0,0,0,Gamma-SAR86,82.39,MAG
BGEO_SAMN07136523_METAG_ICIGLONB,0,0,0,0,0,0,Gamma-SAR86,83.06,MAG
BGEO_SAMN07136570_METAG_GEODPHEK,0,0,0,0,0,0,Cyano-Pro,83.76,MAG
BGEO_SAMN07136657_METAG_PAGDPLMI,0,0,0,0,0,0,Chloroflexota,85.92,MAG
TARA_SAMEA2623756_METAG_IEFKNLGM,1,0,0,0.5,0,0.5,Archaea-Poseidoniia MGIIb,83.76,MAG
TARA_SAMEA2623756_METAG_PBPNDPGI,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,81.37,MAG
TARA_SAMEA2623756_METAG_CFLICHKA,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,77.84,MAG
TARA_SAMEA2623826_METAG_KKGMNOPN,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,85.16,MAG
BGEO_SAMN07136799_METAG_LGFLFODG,0,1,1,0.5,1,1,Gamma-Other,82.82,MAG
TARA_SAMEA2623826_METAG_GDHGGJDD,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.61,MAG
BGEO_SAMN07136568_METAG_LDKKLJDJ,0,1,0,0.5,0,0.5,Alpha-Pelagibacter,78.55,MAG
BGEO_SAMN07136568_METAG_NNECHPFH,0,0,0,0,0,0,Alpha-Other,75.66,MAG
TARA_SAMEA2623826_METAG_PADKDIPJ,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,81.03,MAG
TARA_SAMEA2623826_METAG_HKLJCBBM,0,0,0,0,0,0,Archaea-Other,78.14,MAG
BGEO_SAMN07136628_METAG_JEJHAHFH,0,0,0,0,0,0,Alpha-Pelagibacter,81.12,MAG
BGEO_SAMN07136727_METAG_NJJBANHK,0,0,0,0,0,0,SAR324,79.62,MAG
BATS_SAMN07137123_METAG_IOIOCBJP,0,0,0,0,0,0,Chloroflexota,88.55,MAG
BATS_SAMN07137123_METAG_IKPIDAGN,0,0,0,0,0,0,Actinobacteriota,77.7,MAG
TARA_SAMEA2622652_METAG_GBHNAAHA,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,86.72,MAG
TARA_SAMEA2622652_METAG_MAJEMGBG,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,80.59,MAG
BATS_SAMN07137101_METAG_NKPGGILM,0,0,0,0,0,0,Bacteroidota,79.14,MAG
BATS_SAMN07137089_METAG_INMJCONJ,0,0,0,0,0,0,Cyano-Pro,87.04,MAG
BATS_SAMN07137089_METAG_FDODAMEC,0,0,0,0,0,0,Actinobacteriota,79.5,MAG
BGEO_SAMN07136643_METAG_GFJCAPGJ,0,1,0,0.5,0,0.5,Alpha-Puniceispirilla,84.98,MAG
BGEO_SAMN07136660_METAG_AHHBKAAC,0,0,0,0,0,0,Marinisomatota,88.94,MAG
BGEO_SAMN07136689_METAG_ILHNONHB,0,1,0,0.5,0,0.5,Alpha-Rhodobacter,81.72,MAG
BGEO_SAMN07136710_METAG_AFAMJGBL,0,0,0,0,0,0,Gamma-Alteromonas,80.96,MAG
BGEO_SAMN07136904_METAG_CNHFDCDL,0,0,0,0,0,0,Cyano-Pro,87.58,MAG
BGEO_SAMN07136571_METAG_JDACFJJD,0,0,0,0,0,0,Marinisomatota,79.67,MAG
BGEO_SAMN07136705_METAG_ENDJLAMA,0,1,1,0.5,1,1,Gamma-Other,93.62,MAG
TARA_SAMEA2622766_METAG_MICMDEOH,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,84.43,MAG
BATS_SAMN07137075_METAG_AKJHGNLI,0,0,0,0,0,0,Actinobacteriota,76.06,MAG
TARA_SAMEA2622766_METAG_IBDOIBPG,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,76.58,MAG
TARA_SAMEA2622766_METAG_OCDMOENM,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,76.82,MAG
TARA_SAMEA2623868_METAG_KGGIIGAI,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,81.88,MAG
BATS_SAMN08390925_METAG_EOIDLNJP,0,0,0,0,0,0,Marinisomatota,92.08,MAG
BATS_SAMN08390925_METAG_FDOANEMM,0,0,0,0,0,0,Marinisomatota,89.49,MAG
BATS_SAMN08390925_METAG_JBNEONHF,0,0,0,0,0,0,Marinisomatota,87.37,MAG
BATS_SAMN08390925_METAG_NPNHKMIP,0,0,1,0,1,1,Alpha-Other,75.58,MAG
TARA_SAMEA2623868_METAG_HDHNEMKE,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,81.82,MAG
BATS_SAMN08390925_METAG_PDJJPGJA,0,0,0,0,0,0,Gamma-Other,82.43,MAG
BATS_SAMN08390925_METAG_BJAOANMI,0,0,0,0,0,0,Bacteroidota,81.12,MAG
BGEO_SAMN07136494_METAG_BKHJKFDD,0,0,0,0,0,0,Alpha-Other,94.97,MAG
BGEO_SAMN07136838_METAG_CAFFFCBB,0,0,0,0,0,0,Cyano-Pro,78.59,MAG
TARA_SAMEA2620786_METAG_PHONGBPL,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.73,MAG
TARA_SAMEA2620786_METAG_DFJMLCAM,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.46,MAG
BGEO_SAMN07136876_METAG_PNFMIHEM,0,0,0,0,0,0,Cyano-Pro,75.96,MAG
BGEO_SAMN07136955_METAG_IOLJKEAC,0,0,0,0,0,0,Alpha-Rhodobacter,79.65,MAG
TARA_SAMEA2622402_METAG_BHJCLIHB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.81,MAG
BGEO_SAMN07136791_METAG_MPFOPKFO,0,0,0,0,0,0,Cyano-Pro,81.81,MAG
BGEO_SAMN07136882_METAG_INDACKDP,0,0,0,0,0,0,Cyano-Pro,76.55,MAG
HOTS_SAMN07137008_METAG_KAFCEOGF,0,0,0,0,0,0,Alpha-Other,76.98,MAG
BGEO_SAMN07136707_METAG_JMIAAANL,0,0,0,0,0,0,Alpha-Other,90.19,MAG
BGEO_SAMN07136707_METAG_BDGJKNGO,0,1,0,0.5,0,0.5,SAR324,89.46,MAG
BGEO_SAMN07136707_METAG_ODHOEHNG,0,0,0,0,0,0,Gamma-Other,82.56,MAG
BGEO_SAMN07136707_METAG_GABPOPKG,0,0,0,0,0,0,Actinobacteriota,80.93,MAG
BGEO_SAMN07136763_METAG_MKNAMGBP,0,0,0,0,0,0,Gamma-Other,81.04,MAG
TARA_SAMEA2622219_METAG_GGKABGCK,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,86.29,MAG
BGEO_SAMN07136678_METAG_AJMEEOBJ,0,1,0,0.5,0,0.5,Gamma-Other,92.76,MAG
BGEO_SAMN07136678_METAG_LJLEJDCN,0,0,0,0,0,0,Bacteroidota,76.12,MAG
BGEO_SAMN07136678_METAG_OLKDKPNE,0,0,0,0,0,0,Gamma-Other,76.81,MAG
TARA_SAMEA2622219_METAG_MIBOIKLJ,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,85.6,MAG
BGEO_SAMN07136554_METAG_DJONFNOL,0,0,1,0,1,1,Actinobacteriota,83.96,MAG
BATS_SAMN07137094_METAG_OKFBDJMM,0,0,0,0,0,0,Alpha-Pelagibacter,84.09,MAG
BATS_SAMN07137064_METAG_BDCGNAHA,0,0,0,0,0,0,Bacteroidota,78.91,MAG
BATS_SAMN07137064_METAG_DMDDONGP,0,1,1,0.5,1,1,Gamma-SAR86,77.98,MAG
TARA_SAMEA2622901_METAG_OOAFKOGI,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,85.4,MAG
BGEO_SAMN07136790_METAG_PELNBPME,0,0,0,0,0,0,Cyano-Pro,84.12,MAG
TARA_SAMEA2622901_METAG_BHBDPLPJ,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,85.22,MAG
BGEO_SAMN07136517_METAG_HJDFKLOJ,0,0,0,0,0,0,Planctomycetota,87.22,MAG
TARA_SAMEA2622901_METAG_KHCDJNKM,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,81.46,MAG
BGEO_SAMN07136517_METAG_PPGDMJGO,0,0,0,0,0,0,Actinobacteriota,75.13,MAG
TARA_SAMEA2621272_METAG_MKLEGMLG,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.46,MAG
TARA_SAMEA2620542_METAG_LGBLHCBC,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,80.64,MAG
BATS_SAMN07137087_METAG_MJFPPJJK,0,0,0,0,0,0,Marinisomatota,79.8,MAG
TARA_SAMEA2620542_METAG_FNLEFLPJ,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,80.38,MAG
TARA_SAMEA2619399_METAG_MDEDMKFI,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,82,MAG
TARA_SAMEA2619399_METAG_KNPMIPJC,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,79.68,MAG
TARA_SAMEA2620855_METAG_LLEIGAFK,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.04,MAG
TARA_SAMEA2621066_METAG_GKDCKBON,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,83.48,MAG
BATS_SAMN07137118_METAG_LJJDBMJI,0,0,0,0,0,0,Alpha-Pelagibacter,75.08,MAG
BATS_SAMN07137118_METAG_CBMPIBIJ,0,0,0,0,0,0,Alpha-Other,79.63,MAG
BGEO_SAMN07136635_METAG_MKEMHGCK,0,0,0,0,0,0,Alpha-Other,100,MAG
BGEO_SAMN07136635_METAG_PPOPELEG,1,0,0,0.5,0,0.5,Bacteroidota,87.57,MAG
BGEO_SAMN07136635_METAG_MJOJMAJN,0,0,0,0,0,0,Bacteroidota,78.47,MAG
BGEO_SAMN07136635_METAG_AFFACDGA,0,0,0,0,0,0,Alpha-Other,80.35,MAG
BGEO_SAMN07136635_METAG_NIFFLFCE,0,0,0,0,0,0,Bacteroidota,78.31,MAG
BGEO_SAMN07136635_METAG_IFKCFOMN,0,0,0,0,0,0,Actinobacteriota,75.71,MAG
BGEO_SAMN07136591_METAG_KCAAPHKF,0,0,0,0,0,0,Marinisomatota,75.74,MAG
TARA_SAMEA2620890_METAG_GNFGDIGF,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.72,MAG
TARA_SAMEA2620890_METAG_EJNPIKPI,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,85.18,MAG
BGEO_SAMN07136579_METAG_LACGLJFO,0,0,1,0,1,1,Gamma-Other,78.68,MAG
TARA_SAMEA2622690_METAG_MOHANJPD,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,76.13,MAG
TARA_SAMEA2621990_METAG_PDKHNIGP,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,78.72,MAG
TARA_SAMEA2621037_METAG_FAMFGEPB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,75.34,MAG
HOTS_SAMN07137005_METAG_CLGDBKKF,0,0,0,0,0,0,Alpha-Other,82.8,MAG
HOTS_SAMN07137005_METAG_KGLDDNJF,0,0,0,0,0,0,Gamma-Other,82.36,MAG
TARA_SAMEA2620651_METAG_COKOHHHN,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.1,MAG
TARA_SAMEA2622545_METAG_LOAAODAF,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,85.6,MAG
BGEO_SAMN07136512_METAG_CNGLEEEK,0,0,0,0,0,0,Alpha-Other,83.92,MAG
BGEO_SAMN07136526_METAG_GGECEPEP,0,0,0,0,0,0,Actinobacteriota,78.3,MAG
HOTS_SAMN07137001_METAG_LLNFAMJK,0,0,0,0,0,0,Gamma-Other,83.05,MAG
TARA_SAMEA2591074_METAG_PFPILFMF,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,85.43,MAG
TARA_SAMEA2591074_METAG_LHKOEBOD,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,75.3,MAG
TARA_SAMEA2619840_METAG_HBDOHMIA,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,79.59,MAG
BGEO_SAMN07136715_METAG_KOEDIAMF,0,0,0,0,0,0,Gamma-Alteromonas,94.88,MAG
BGEO_SAMN07136715_METAG_AMLDCDLA,0,0,0,0,0,0,Alpha-Other,78.82,MAG
TARA_SAMEA2619840_METAG_MAEBDMND,0,0,0,0,0,0,Archaea-Other,75.41,MAG
BGEO_SAMN07136956_METAG_ABIOHOME,0,0,0,0,0,0,Bacteroidota,88.9,MAG
BGEO_SAMN07136956_METAG_HPOOJGON,0,0,0,0,0,0,Actinobacteriota,78.63,MAG
BATS_SAMN07137121_METAG_GALHLPDG,0,0,0,0,0,0,Chloroflexota,83.3,MAG
BATS_SAMN07137121_METAG_KIEFEJAA,0,0,0,0,0,0,Gamma-Other,77.84,MAG
BATS_SAMN07137121_METAG_LJEIIKKE,0,0,0,0,0,0,Actinobacteriota,76,MAG
TARA_SAMEA4397516_METAG_EOPDNKOK,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.53,MAG
BGEO_SAMN07136937_METAG_MFCCDBFO,0,0,1,0,1,1,Alpha-Rhodobacter,89.52,MAG
BGEO_SAMN07136937_METAG_ALPGGBFO,1,1,0,1,0,1,Alpha-Rhodobacter,89.94,MAG
BGEO_SAMN07136937_METAG_CFNAJDGN,0,0,0,0,0,0,Alpha-Other,77.48,MAG
BGEO_SAMN07136937_METAG_ADHNFDHJ,0,0,0,0,0,0,Marinisomatota,82.7,MAG
BGEO_SAMN07136937_METAG_MIGOLGJM,0,0,0,0,0,0,Bacteroidota,78.68,MAG
BGEO_SAMN07136937_METAG_DPIIPOLF,0,0,0,0,0,0,Actinobacteriota,82.15,MAG
BGEO_SAMN07136937_METAG_PJPIOCKL,0,0,0,0,0,0,Bacteroidota,75.94,MAG
TARA_SAMEA4397611_METAG_IDOEFLCB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,81.46,MAG
TARA_SAMEA4397611_METAG_NGGHIPGC,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.72,MAG
BGEO_SAMN07136750_METAG_ACDDKENA,0,0,0,0,0,0,Cyano-Pro,82.54,MAG
BATS_SAMN07137074_METAG_EHPJFMIB,0,0,0,0,0,0,Bacteroidota,77,MAG
BATS_SAMN07137074_METAG_NKPOJNIF,0,0,0,0,0,0,Actinobacteriota,78.24,MAG
TARA_SAMEA4397983_METAG_JMMONODJ,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,82.07,MAG
TARA_SAMEA4397983_METAG_HEAGCPMA,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,76.44,MAG
BGEO_SAMN07136492_METAG_HAKJFBNG,1,1,0,1,0,1,Alpha-Rhodobacter-LowGC,86.04,MAG
BGEO_SAMN07136492_METAG_NGGNHLOC,0,0,0,0,0,0,Bacteroidota,80.89,MAG
BGEO_SAMN07136492_METAG_CLOPILHJ,0,0,0,0,0,0,Alpha-Other,85.91,MAG
BGEO_SAMN07136492_METAG_HFHHPMOF,1,0,0,0.5,0,0.5,Bacteroidota,83.52,MAG
BGEO_SAMN07136492_METAG_AFGJNMAI,0,0,0,0,0,0,Bacteroidota,76.53,MAG
BGEO_SAMN07136492_METAG_AOONLJII,0,0,0,0,0,0,Bacteroidota,79.61,MAG
TARA_SAMEA4398150_METAG_MBMKPMAM,0,0,0,0,0,0,Archaea-Other,88.41,MAG
BGEO_SAMN07136854_METAG_CFMPIILK,0,0,0,0,0,0,Actinobacteriota,75.22,MAG
BGEO_SAMN07136909_METAG_CJGHLIGC,1,1,0,1,0,1,Alpha-Rhodobacter-LowGC,79,MAG
TARA_SAMEA4398150_METAG_NMKLIDPM,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,82.62,MAG
BGEO_SAMN07136961_METAG_MLNDOKHE,0,0,0,0,0,0,Bacteroidota,91.25,MAG
BGEO_SAMN07136961_METAG_FJNIAPGD,0,0,0,0,0,0,Bacteroidota,93.64,MAG
BGEO_SAMN07136961_METAG_IAEADPKL,1,1,0,1,0,1,Alpha-Rhodobacter,87.6,MAG
BGEO_SAMN07136961_METAG_MLJHHFOJ,0,1,0,0.5,0,0.5,Alpha-Rhodobacter,86.24,MAG
BGEO_SAMN07136961_METAG_PFHFJIDH,0,0,0,0,0,0,Bacteroidota,77.27,MAG
BGEO_SAMN07136961_METAG_FGBGMGAJ,0,0,0,0,0,0,Bacteroidota,77.41,MAG
BGEO_SAMN07136961_METAG_HCNIHDJF,0,0,1,0,1,1,Gamma-SAR92,76.01,MAG
BGEO_SAMN07136961_METAG_LNCLNHOL,0,0,0,0,0,0,Bacteroidota,82.92,MAG
BGEO_SAMN07136961_METAG_ECBPNOCI,0,0,0,0,0,0,Marinisomatota,77.08,MAG
TARA_SAMEA4396424_METAG_ABDPFHAP,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,75.95,MAG
TARA_SAMEA4398219_METAG_KKBOIPPL,0,0,0,0,0,0,Archaea-Other,87.8,MAG
TARA_SAMEA4397390_METAG_CKKLGEDN,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.81,MAG
HOTS_SAMN07137038_METAG_EMLMNOPH,0,0,0,0,0,0,Alpha-Other,77.18,MAG
BGEO_SAMN07136959_METAG_DNDKHOJM,0,0,0,0,0,0,Bacteroidota,92.27,MAG
BGEO_SAMN07136959_METAG_IJKKPFBD,0,0,0,0,0,0,Alpha-Other,91.58,MAG
BGEO_SAMN07136959_METAG_OPFLEAFG,1,1,1,1,1,1,Alpha-Rhodobacter-LowGC,81.1,MAG
BGEO_SAMN07136959_METAG_NBAHIHOM,0,0,0,0,0,0,Actinobacteriota,79.22,MAG
BGEO_SAMN07136959_METAG_PPIOEPFH,0,0,0,0,0,0,Gamma-Other,77.2,MAG
TARA_SAMEA4398009_METAG_MJMNADML,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.7,MAG
TARA_SAMEA4397072_METAG_EEEEMKFG,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,79.16,MAG
TARA_SAMEA4398176_METAG_DONGGNED,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,84.02,MAG
HOTS_SAMN07137049_METAG_MMIKDDPH,0,0,0,0,0,0,Chloroflexota,83.68,MAG
TARA_SAMEA4397355_METAG_MOIFIAGJ,0,0,0,0,0,0,Archaea-Other,85,MAG
BGEO_SAMN07136761_METAG_IMAEFFGC,0,0,0,0,0,0,Alpha-Other,78.14,MAG
BGEO_SAMN07136761_METAG_IPOMJFEG,0,0,0,0,0,0,Gamma-SAR86,78.02,MAG
TARA_SAMEA4397355_METAG_NJGEOFHB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,86.02,MAG
BGEO_SAMN07136920_METAG_MGPENMLJ,1,0,0,0.5,0,0.5,Bacteroidota,84.63,MAG
BGEO_SAMN07136920_METAG_HHHPEEEF,0,0,0,0,0,0,Bacteroidota,76.35,MAG
BGEO_SAMN07136920_METAG_DFNGDMKN,0,0,0,0,0,0,Actinobacteriota,83,MAG
BGEO_SAMN07136920_METAG_JHHHDOEI,0,0,1,0,1,1,Alpha-Other,79.88,MAG
TARA_SAMEA4397730_METAG_HJLHKCMP,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.61,MAG
TARA_SAMEA4397730_METAG_MFIANFGD,0,0,0,0,0,0,Archaea-Other,77.14,MAG
TARA_SAMEA4397730_METAG_COOANKII,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.16,MAG
